,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7424,0.7471,0.7433,0.7416,0.7476,0.7424,0.7414,0.7848,0.6776,0.7273,0.7094,0.809,0.7559,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
1,RF,2,0.604,0.5899,0.5891,0.5894,0.6023,0.604,0.603,0.5198,0.5048,0.5122,0.6601,0.6734,0.6667,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
2,RF,3,0.6962,0.6876,0.6864,0.6869,0.6954,0.6962,0.6957,0.6398,0.6266,0.6331,0.7353,0.7463,0.7407,"{'n_estimators': 272, 'max_depth': 4, 'min_samples_split': 13, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': True}",272.0,4.0,13.0,9.0,,True,,,,,,,,,
3,RF,4,0.7629,0.7462,0.7626,0.7505,0.7776,0.7629,0.7667,0.6387,0.7615,0.6947,0.8538,0.7637,0.8062,"{'n_estimators': 407, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': None, 'bootstrap': True}",407.0,3.0,19.0,5.0,,True,,,,,,,,,
4,RF,5,0.7594,0.7419,0.7593,0.7462,0.7755,0.7594,0.7636,0.6298,0.759,0.6884,0.854,0.7597,0.8041,"{'n_estimators': 214, 'max_depth': 3, 'min_samples_split': 12, 'min_samples_leaf': 4, 'max_features': None, 'bootstrap': True}",214.0,3.0,12.0,4.0,,True,,,,,,,,,
5,XGB,1,0.7036,0.7137,0.705,0.7009,0.7144,0.7036,0.7006,0.7639,0.6011,0.6728,0.6636,0.809,0.7291,"{'n_estimators': 146, 'max_depth': 4, 'learning_rate': 0.04323444823345436, 'subsample': 0.9577459972399921, 'colsample_bytree': 0.7182053332288235, 'min_child_weight': 6, 'gamma': 2.5338812843583347, 'reg_alpha': 1.3288245506198855, 'reg_lambda': 1.9699624612235909}",146.0,4.0,,,,,0.04323444823345436,0.9577459972399921,0.7182053332288235,6.0,2.5338812843583347,1.3288245506198855,1.9699624612235909,,
6,XGB,2,0.5822,0.5729,0.5742,0.573,0.5869,0.5822,0.584,0.4933,0.5288,0.5104,0.6525,0.6195,0.6356,"{'n_estimators': 227, 'max_depth': 3, 'learning_rate': 0.01354211332106492, 'subsample': 0.6486562332328204, 'colsample_bytree': 0.6266755778334098, 'min_child_weight': 3, 'gamma': 3.371390927687933, 'reg_alpha': 0.4585345105947977, 'reg_lambda': 1.641620451128217}",227.0,3.0,,,,,0.01354211332106492,0.6486562332328204,0.6266755778334098,3.0,3.371390927687933,0.4585345105947977,1.641620451128217,,
7,XGB,3,0.6823,0.673,0.664,0.6661,0.6784,0.6823,0.6781,0.6394,0.5519,0.5924,0.7065,0.7761,0.7397,"{'n_estimators': 338, 'max_depth': 6, 'learning_rate': 0.08416899945837078, 'subsample': 0.990732927896814, 'colsample_bytree': 0.9084011427123242, 'min_child_weight': 10, 'gamma': 4.063596822468214, 'reg_alpha': 0.7253870931798736, 'reg_lambda': 1.6225258680005281}",338.0,6.0,,,,,0.08416899945837078,0.990732927896814,0.9084011427123242,10.0,4.063596822468214,0.7253870931798736,1.6225258680005281,,
8,XGB,4,0.7684,0.7471,0.7512,0.749,0.7706,0.7684,0.7693,0.6667,0.6923,0.6792,0.8276,0.8101,0.8188,"{'n_estimators': 468, 'max_depth': 6, 'learning_rate': 0.012150726268889755, 'subsample': 0.7771242812353383, 'colsample_bytree': 0.9117536135814382, 'min_child_weight': 7, 'gamma': 4.971509633507085, 'reg_alpha': 1.7988274148811394, 'reg_lambda': 1.7062436610349576}",468.0,6.0,,,,,0.012150726268889755,0.7771242812353383,0.9117536135814382,7.0,4.971509633507085,1.7988274148811394,1.7062436610349576,,
9,XGB,5,0.7792,0.7575,0.7627,0.7599,0.7818,0.7792,0.7803,0.6765,0.7077,0.6917,0.8385,0.8177,0.828,"{'n_estimators': 467, 'max_depth': 10, 'learning_rate': 0.012219811160283485, 'subsample': 0.7218520073542559, 'colsample_bytree': 0.7705413902968903, 'min_child_weight': 2, 'gamma': 4.6041885418822, 'reg_alpha': 1.9949396569619464, 'reg_lambda': 1.245098664363596}",467.0,10.0,,,,,0.012219811160283485,0.7218520073542559,0.7705413902968903,2.0,4.6041885418822,1.9949396569619464,1.245098664363596,,
10,DT,1,0.7091,0.7094,0.7094,0.7091,0.7096,0.7091,0.7091,0.7216,0.694,0.7075,0.6973,0.7247,0.7107,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 6, 'max_features': 'log2', 'splitter': 'best'}",,3.0,14.0,6.0,log2,,,,,,,,,entropy,best
11,DT,2,0.6059,0.6083,0.6117,0.6037,0.6243,0.6059,0.609,0.5174,0.6442,0.5739,0.6992,0.5791,0.6335,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'splitter': 'best'}",,2.0,20.0,10.0,sqrt,,,,,,,,,gini,best
12,DT,3,0.6649,0.6613,0.6654,0.6611,0.6734,0.6649,0.667,0.5876,0.668,0.6252,0.7351,0.6627,0.697,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,1.0,17.0,8.0,log2,,,,,,,,,gini,best
13,DT,4,0.7548,0.741,0.7598,0.7441,0.7753,0.7548,0.7593,0.6235,0.7769,0.6918,0.8585,0.7426,0.7964,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,1.0,17.0,8.0,log2,,,,,,,,,gini,best
14,DT,5,0.754,0.742,0.7635,0.7441,0.78,0.754,0.7592,0.6151,0.7949,0.6935,0.8689,0.732,0.7946,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 16, 'min_samples_leaf': 3, 'max_features': None, 'splitter': 'best'}",,2.0,16.0,3.0,,,,,,,,,,entropy,best
15,RF,MEAN,0.713,0.7025,0.7081,0.7029,0.7197,0.713,0.7141,0.6426,0.6659,0.6511,0.7625,0.7504,0.7547,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0665,0.0677,0.0733,0.0685,0.0735,0.0665,0.0683,0.0942,0.1066,0.0847,0.0877,0.0491,0.0571,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7031,0.6928,0.6914,0.6898,0.7064,0.7031,0.7025,0.648,0.6164,0.6293,0.7377,0.7665,0.7502,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0792,0.0747,0.0764,0.0754,0.079,0.0792,0.0793,0.0982,0.0809,0.0771,0.0894,0.0837,0.0782,N/A,,,,,,,,,,,,,,,
