,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7459,0.7516,0.7524,0.7459,0.7585,0.7459,0.7461,0.8214,0.6866,0.748,0.6818,0.8182,0.7438,"{'n_estimators': 126, 'max_depth': 4, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}",126.0,4.0,7.0,1.0,sqrt,True,,,,,,,,,
1,RF,2,0.578,0.5577,0.5518,0.5489,0.5667,0.578,0.5668,0.5,0.3836,0.4341,0.6154,0.72,0.6636,"{'n_estimators': 458, 'max_depth': 5, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True}",458.0,5.0,16.0,1.0,log2,True,,,,,,,,,
2,RF,3,0.7825,0.7642,0.7779,0.7689,0.7918,0.7825,0.7852,0.6696,0.7624,0.713,0.8588,0.7935,0.8249,"{'n_estimators': 232, 'max_depth': 3, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': False}",232.0,3.0,7.0,1.0,,False,,,,,,,,,
3,RF,4,0.8397,0.826,0.8328,0.8291,0.842,0.8397,0.8406,0.7667,0.807,0.7863,0.8854,0.8586,0.8718,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
4,RF,5,0.6746,0.6827,0.6836,0.6745,0.6927,0.6746,0.675,0.6022,0.7568,0.6707,0.7632,0.6105,0.6784,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
5,XGB,1,0.5656,0.6086,0.5882,0.5523,0.6182,0.5656,0.5447,0.7059,0.3582,0.4752,0.5114,0.8182,0.6294,"{'n_estimators': 244, 'max_depth': 5, 'learning_rate': 0.08012737503998542, 'subsample': 0.6557975442608167, 'colsample_bytree': 0.7168578594140873, 'min_child_weight': 4, 'gamma': 2.28034992108518, 'reg_alpha': 1.5703519227860272, 'reg_lambda': 0.39934756431671947}",244.0,5.0,,,,,0.08012737503998542,0.6557975442608167,0.7168578594140873,4.0,2.28034992108518,1.5703519227860272,0.39934756431671947,,
6,XGB,2,0.6243,0.6106,0.5973,0.5957,0.6163,0.6243,0.6125,0.5741,0.4247,0.4882,0.6471,0.77,0.7032,"{'n_estimators': 448, 'max_depth': 9, 'learning_rate': 0.018655304848837168, 'subsample': 0.6921895407093429, 'colsample_bytree': 0.7311941285873849, 'min_child_weight': 10, 'gamma': 2.696132260582253, 'reg_alpha': 1.453929503576089, 'reg_lambda': 1.408398037906978}",448.0,9.0,,,,,0.018655304848837168,0.6921895407093429,0.7311941285873849,10.0,2.696132260582253,1.453929503576089,1.408398037906978,,
7,XGB,3,0.7053,0.675,0.6556,0.661,0.6954,0.7053,0.6967,0.6049,0.4851,0.5385,0.7451,0.8261,0.7835,"{'n_estimators': 397, 'max_depth': 4, 'learning_rate': 0.1355236375958329, 'subsample': 0.963903899549204, 'colsample_bytree': 0.9028757172342523, 'min_child_weight': 2, 'gamma': 3.309347582059922, 'reg_alpha': 1.5924993373856797, 'reg_lambda': 1.4734345975348482}",397.0,4.0,,,,,0.1355236375958329,0.963903899549204,0.9028757172342523,2.0,3.309347582059922,1.5924993373856797,1.4734345975348482,,
8,XGB,4,0.7628,0.7455,0.7536,0.7487,0.7682,0.7628,0.7647,0.6613,0.7193,0.6891,0.8298,0.7879,0.8083,"{'n_estimators': 91, 'max_depth': 7, 'learning_rate': 0.15921728208236582, 'subsample': 0.8460815217831401, 'colsample_bytree': 0.8766303188631278, 'min_child_weight': 10, 'gamma': 4.224782501117531, 'reg_alpha': 0.279440539555202, 'reg_lambda': 0.00790794150014204}",91.0,7.0,,,,,0.15921728208236582,0.8460815217831401,0.8766303188631278,10.0,4.224782501117531,0.279440539555202,0.00790794150014204,,
9,XGB,5,0.6864,0.6923,0.6942,0.6862,0.7019,0.6864,0.6871,0.6154,0.7568,0.6788,0.7692,0.6316,0.6936,"{'n_estimators': 383, 'max_depth': 11, 'learning_rate': 0.010247934625236994, 'subsample': 0.6833315450782069, 'colsample_bytree': 0.959158475403689, 'min_child_weight': 8, 'gamma': 3.498641297803042, 'reg_alpha': 0.770373344695678, 'reg_lambda': 0.21707255991544044}",383.0,11.0,,,,,0.010247934625236994,0.6833315450782069,0.959158475403689,8.0,3.498641297803042,0.770373344695678,0.21707255991544044,,
10,DT,1,0.6721,0.7019,0.6478,0.6369,0.6963,0.6721,0.648,0.6452,0.8955,0.75,0.7586,0.4,0.5238,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,1.0,17.0,8.0,log2,,,,,,,,,gini,best
11,DT,2,0.6474,0.6363,0.6266,0.6275,0.6419,0.6474,0.6409,0.6,0.4932,0.5414,0.6726,0.76,0.7136,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': None, 'splitter': 'best'}",,5.0,10.0,7.0,,,,,,,,,,gini,best
12,DT,3,0.7158,0.6875,0.6749,0.6794,0.709,0.7158,0.7109,0.6136,0.5347,0.5714,0.7614,0.8152,0.7874,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,1.0,17.0,8.0,log2,,,,,,,,,gini,best
