,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7042,0.6818,0.6945,0.685,0.7198,0.7042,0.7092,0.5597,0.6634,0.6071,0.804,0.7256,0.7628,"{'n_estimators': 362, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': None, 'bootstrap': False}",362.0,4.0,10.0,6.0,,False,,,,,,,,,
1,RF,2,0.6601,0.6643,0.6692,0.6586,0.681,0.6601,0.6626,0.5692,0.7211,0.6362,0.7595,0.6173,0.681,"{'n_estimators': 226, 'max_depth': 3, 'min_samples_split': 17, 'min_samples_leaf': 6, 'max_features': None, 'bootstrap': False}",226.0,3.0,17.0,6.0,,False,,,,,,,,,
2,RF,3,0.6877,0.7225,0.6966,0.6808,0.7274,0.6877,0.6785,0.8235,0.5151,0.6337,0.6214,0.8782,0.7278,"{'n_estimators': 289, 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'bootstrap': True}",289.0,3.0,6.0,6.0,sqrt,True,,,,,,,,,
3,RF,4,0.8112,0.8107,0.833,0.8078,0.8439,0.8112,0.8144,0.6823,0.9175,0.7826,0.9391,0.7486,0.8331,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
4,RF,5,0.661,0.6602,0.6604,0.6603,0.6613,0.661,0.6611,0.6403,0.6506,0.6454,0.6801,0.6703,0.6752,"{'n_estimators': 211, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 10, 'max_features': None, 'bootstrap': True}",211.0,3.0,19.0,10.0,,True,,,,,,,,,
5,XGB,1,0.7462,0.7246,0.7393,0.729,0.7594,0.7462,0.7502,0.6125,0.7171,0.6607,0.8366,0.7615,0.7973,"{'n_estimators': 117, 'max_depth': 3, 'learning_rate': 0.013385150015494653, 'subsample': 0.7085165410558034, 'colsample_bytree': 0.9584340763859297, 'min_child_weight': 8, 'gamma': 0.9972667530342793, 'reg_alpha': 1.9639697805099092, 'reg_lambda': 0.1127065373299995}",117.0,3.0,,,,,0.013385150015494653,0.7085165410558034,0.9584340763859297,8.0,0.9972667530342793,1.9639697805099092,0.1127065373299995,,
6,XGB,2,0.7011,0.6925,0.6946,0.6934,0.7031,0.7011,0.702,0.6322,0.6574,0.6445,0.7529,0.7318,0.7422,"{'n_estimators': 59, 'max_depth': 3, 'learning_rate': 0.026081210767269766, 'subsample': 0.6311631983195253, 'colsample_bytree': 0.8875328199700073, 'min_child_weight': 7, 'gamma': 0.7502249159582844, 'reg_alpha': 0.6066132027165467, 'reg_lambda': 1.2674105051583902}",59.0,3.0,,,,,0.026081210767269766,0.6311631983195253,0.8875328199700073,7.0,0.7502249159582844,0.6066132027165467,1.2674105051583902,,
7,XGB,3,0.714,0.7443,0.7221,0.7093,0.7492,0.714,0.7074,0.8434,0.5585,0.672,0.6452,0.8856,0.7465,"{'n_estimators': 240, 'max_depth': 3, 'learning_rate': 0.014708957428729979, 'subsample': 0.8352045763221544, 'colsample_bytree': 0.6976812553800048, 'min_child_weight': 2, 'gamma': 2.345775160917182, 'reg_alpha': 0.4577880727857463, 'reg_lambda': 1.4802712522755255}",240.0,3.0,,,,,0.014708957428729979,0.8352045763221544,0.6976812553800048,2.0,2.345775160917182,0.4577880727857463,1.4802712522755255,,
8,XGB,4,0.8112,0.8116,0.834,0.808,0.8454,0.8112,0.8144,0.681,0.9223,0.7835,0.9422,0.7457,0.8325,"{'n_estimators': 427, 'max_depth': 6, 'learning_rate': 0.06891126480124775, 'subsample': 0.6169612157954633, 'colsample_bytree': 0.6999164353733937, 'min_child_weight': 9, 'gamma': 4.9752182664454105, 'reg_alpha': 1.8662091623522938, 'reg_lambda': 0.22271228250458774}",427.0,6.0,,,,,0.06891126480124775,0.6169612157954633,0.6999164353733937,9.0,4.9752182664454105,1.8662091623522938,0.22271228250458774,,
9,XGB,5,0.661,0.66,0.6587,0.6589,0.6605,0.661,0.6602,0.6511,0.6145,0.6322,0.669,0.7029,0.6855,"{'n_estimators': 216, 'max_depth': 3, 'learning_rate': 0.012659669619196259, 'subsample': 0.8278316372613039, 'colsample_bytree': 0.694572380303584, 'min_child_weight': 9, 'gamma': 0.12695282557417278, 'reg_alpha': 1.267099305139135, 'reg_lambda': 1.7916690508747795}",216.0,3.0,,,,,0.012659669619196259,0.8278316372613039,0.694572380303584,9.0,0.12695282557417278,1.267099305139135,1.7916690508747795,,
