,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6162,0.6118,0.6083,0.6083,0.6138,0.6162,0.6133,0.5889,0.52,0.5523,0.6347,0.6967,0.6642,"{'n_estimators': 187, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",187.0,4.0,15.0,5.0,log2,True,,,,,,,,,
1,RF,2,0.7008,0.697,0.6994,0.6976,0.7037,0.7008,0.7017,0.6463,0.6884,0.6667,0.7478,0.7103,0.7286,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
2,RF,3,0.6153,0.6147,0.5954,0.5876,0.6148,0.6153,0.5982,0.6132,0.3952,0.4806,0.6162,0.7957,0.6945,"{'n_estimators': 381, 'max_depth': 3, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': None, 'bootstrap': False}",381.0,3.0,5.0,10.0,,False,,,,,,,,,
3,RF,4,0.7603,0.7578,0.775,0.7558,0.7879,0.7603,0.7641,0.6378,0.8333,0.7225,0.8778,0.7166,0.789,"{'n_estimators': 445, 'max_depth': 10, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': False}",445.0,10.0,14.0,2.0,sqrt,False,,,,,,,,,
4,RF,5,0.7608,0.7644,0.7814,0.7579,0.7967,0.7608,0.7644,0.6336,0.8647,0.7313,0.8952,0.698,0.7844,"{'n_estimators': 467, 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 8, 'max_features': None, 'bootstrap': False}",467.0,3.0,14.0,8.0,,False,,,,,,,,,
5,XGB,1,0.6232,0.6198,0.6122,0.6109,0.621,0.6232,0.6171,0.6069,0.4892,0.5417,0.6327,0.7352,0.6801,"{'n_estimators': 322, 'max_depth': 7, 'learning_rate': 0.0380476508590428, 'subsample': 0.8142937359963967, 'colsample_bytree': 0.7038210687659125, 'min_child_weight': 4, 'gamma': 3.865243379334843, 'reg_alpha': 1.8116734212404515, 'reg_lambda': 1.1707309681753792}",322.0,7.0,,,,,0.0380476508590428,0.8142937359963967,0.7038210687659125,4.0,3.865243379334843,1.8116734212404515,1.1707309681753792,,
6,XGB,2,0.6394,0.6338,0.6346,0.6341,0.6405,0.6394,0.6399,0.583,0.5978,0.5903,0.6847,0.6713,0.6779,"{'n_estimators': 90, 'max_depth': 11, 'learning_rate': 0.07407914089939316, 'subsample': 0.8932717448732964, 'colsample_bytree': 0.647431934053385, 'min_child_weight': 1, 'gamma': 1.9205393339580246, 'reg_alpha': 0.20106670485807218, 'reg_lambda': 1.8547177136123283}",90.0,11.0,,,,,0.07407914089939316,0.8932717448732964,0.647431934053385,1.0,1.9205393339580246,0.20106670485807218,1.8547177136123283,,
7,XGB,3,0.675,0.6812,0.6584,0.6564,0.6795,0.675,0.6643,0.6981,0.4907,0.5763,0.6643,0.8261,0.7364,"{'n_estimators': 308, 'max_depth': 3, 'learning_rate': 0.012233786724800038, 'subsample': 0.940087495052042, 'colsample_bytree': 0.6568367512072792, 'min_child_weight': 8, 'gamma': 2.550653888377429, 'reg_alpha': 1.8052169864032344, 'reg_lambda': 1.533484488932477}",308.0,3.0,,,,,0.012233786724800038,0.940087495052042,0.6568367512072792,8.0,2.550653888377429,1.8052169864032344,1.533484488932477,,
8,XGB,4,0.7765,0.7913,0.808,0.7752,0.8298,0.7765,0.7795,0.6378,0.9333,0.7578,0.9448,0.6826,0.7926,"{'n_estimators': 229, 'max_depth': 3, 'learning_rate': 0.011094598354660047, 'subsample': 0.8751687485453679, 'colsample_bytree': 0.8426745672785929, 'min_child_weight': 2, 'gamma': 2.1829907027427176, 'reg_alpha': 0.8151976277110418, 'reg_lambda': 1.0960170876202544}",229.0,3.0,,,,,0.011094598354660047,0.8751687485453679,0.8426745672785929,2.0,2.1829907027427176,0.8151976277110418,1.0960170876202544,,
9,XGB,5,0.7641,0.7489,0.7468,0.7478,0.7632,0.7641,0.7636,0.6907,0.6765,0.6835,0.807,0.8171,0.812,"{'n_estimators': 237, 'max_depth': 3, 'learning_rate': 0.015971276731317242, 'subsample': 0.9750065620989762, 'colsample_bytree': 0.8701985937888853, 'min_child_weight': 8, 'gamma': 1.6669718330637786, 'reg_alpha': 0.7001050188182057, 'reg_lambda': 0.24430644980453542}",237.0,3.0,,,,,0.015971276731317242,0.9750065620989762,0.8701985937888853,8.0,1.6669718330637786,0.7001050188182057,0.24430644980453542,,
