,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6398,0.6401,0.6404,0.6397,0.6413,0.6398,0.64,0.6655,0.6267,0.6455,0.6148,0.6541,0.6339,0.6747,76,f_classif,"{'selector__k': 76, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",76.0,f_classif,,3.0,20.0,8.0,log2,,,,,,,,,,gini,random
11,DT,2,0.5348,0.5565,0.5522,0.5309,0.5649,0.5348,0.526,0.4831,0.7063,0.5738,0.6299,0.3982,0.488,0.5432,19,f_classif,"{'selector__k': 19, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",19.0,f_classif,,3.0,11.0,7.0,sqrt,,balanced,,,,,,,,gini,best
12,DT,3,0.7159,0.7128,0.689,0.6928,0.7142,0.7159,0.7075,0.7047,0.5356,0.6086,0.721,0.8424,0.777,0.7448,48,f_classif,"{'selector__k': 48, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': None}",48.0,f_classif,,3.0,17.0,7.0,,,,,,,,,,,gini,best
13,DT,4,0.7784,0.7681,0.7972,0.7694,0.8132,0.7784,0.784,0.6274,0.8557,0.724,0.9087,0.7386,0.8149,0.7987,38,f_classif,"{'selector__k': 38, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",38.0,f_classif,,2.0,14.0,5.0,,,,,,,,,,,gini,random
14,DT,5,0.6949,0.7075,0.7286,0.6905,0.7609,0.6949,0.702,0.5364,0.8369,0.6537,0.8787,0.6203,0.7273,0.7942,67,f_classif,"{'selector__k': 67, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",67.0,f_classif,,3.0,10.0,7.0,,,,,,,,,,,gini,random
15,RF,MEAN,0.7001,0.6906,0.6913,0.6869,0.7067,0.7001,0.6996,0.6456,0.6181,0.6269,0.7355,0.7644,0.7468,0.7627,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0614,0.0556,0.0594,0.0575,0.0657,0.0614,0.0639,0.0791,0.0939,0.0603,0.1002,0.0529,0.063,0.0855,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6753,0.6684,0.6625,0.6575,0.6847,0.6753,0.6721,0.6292,0.557,0.5829,0.7076,0.7681,0.732,0.7556,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0604,0.0537,0.0536,0.053,0.0621,0.0604,0.0625,0.0947,0.0916,0.0457,0.101,0.0774,0.0647,0.0882,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.6728,0.677,0.6815,0.6647,0.6989,0.6728,0.6719,0.6034,0.7122,0.6411,0.7506,0.6507,0.6882,0.7111,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0917,0.0812,0.0923,0.088,0.098,0.0917,0.0962,0.0917,0.1366,0.0562,0.1372,0.1652,0.1309,0.1063,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
