,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6846,0.6954,0.6893,0.6831,0.6981,0.6846,0.6821,0.7544,0.589,0.6615,0.6364,0.7895,0.7047,0.7907,86,f_classif,"{'selector__k': 86, 'selector__score_func': 'f_classif', 'clf__n_estimators': 90, 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",86.0,f_classif,90.0,4.0,19.0,2.0,sqrt,False,,,,,,,,,,
1,RF,2,0.6044,0.5964,0.5922,0.5919,0.6002,0.6044,0.6,0.5625,0.4843,0.5205,0.6302,0.7,0.6633,0.6121,67,f_classif,"{'selector__k': 67, 'selector__score_func': 'f_classif', 'clf__n_estimators': 240, 'clf__max_depth': 4, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",67.0,f_classif,240.0,4.0,4.0,1.0,sqrt,True,,,,,,,,,,
2,RF,3,0.7204,0.712,0.7038,0.7065,0.7177,0.7204,0.7177,0.6799,0.6089,0.6424,0.7442,0.7988,0.7705,0.7858,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 244, 'clf__max_depth': 4, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",28.0,f_classif,244.0,4.0,18.0,9.0,sqrt,False,,,,,,,,,,
3,RF,4,0.7695,0.7433,0.7466,0.7449,0.7712,0.7695,0.7703,0.6561,0.6754,0.6656,0.8305,0.8179,0.8241,0.824,76,f_classif,"{'selector__k': 76, 'selector__score_func': 'f_classif', 'clf__n_estimators': 307, 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",76.0,f_classif,307.0,3.0,13.0,1.0,sqrt,True,,,,,,,,,,
4,RF,5,0.7217,0.7057,0.7244,0.7079,0.7464,0.7217,0.7277,0.5751,0.7329,0.6445,0.8362,0.7159,0.7714,0.801,19,f_classif,"{'selector__k': 19, 'selector__score_func': 'f_classif', 'clf__n_estimators': 369, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",19.0,f_classif,369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.647,0.677,0.6555,0.6386,0.681,0.647,0.636,0.7624,0.4726,0.5835,0.5915,0.8383,0.6936,0.7908,67,f_classif,"{'selector__k': 67, 'selector__score_func': 'f_classif', 'clf__n_estimators': 76, 'clf__max_depth': 3, 'clf__learning_rate': 0.047326856602578314, 'clf__subsample': 0.9573579364615485, 'clf__colsample_bytree': 0.7786231954753514, 'clf__min_child_weight': 7, 'clf__gamma': 3.6943409738242368, 'clf__reg_alpha': 1.3870998593697506, 'clf__reg_lambda': 1.3998184917537029}",67.0,f_classif,76.0,3.0,,,,,,0.047326856602578314,0.9573579364615485,0.7786231954753514,7.0,3.6943409738242368,1.3870998593697506,1.3998184917537029,,
6,XGB,2,0.5825,0.5742,0.5723,0.5722,0.579,0.5825,0.5797,0.5322,0.4821,0.5059,0.6163,0.6625,0.6386,0.5979,19,f_classif,"{'selector__k': 19, 'selector__score_func': 'f_classif', 'clf__n_estimators': 257, 'clf__max_depth': 6, 'clf__learning_rate': 0.029854648327045437, 'clf__subsample': 0.7282987320326892, 'clf__colsample_bytree': 0.6938044444615428, 'clf__min_child_weight': 9, 'clf__gamma': 4.948840075978382, 'clf__reg_alpha': 1.9876144859801665, 'clf__reg_lambda': 1.6883660206975808}",19.0,f_classif,257.0,6.0,,,,,,0.029854648327045437,0.7282987320326892,0.6938044444615428,9.0,4.948840075978382,1.9876144859801665,1.6883660206975808,,
7,XGB,3,0.7113,0.7049,0.6877,0.6912,0.7082,0.7113,0.705,0.686,0.5533,0.6125,0.7239,0.8222,0.7699,0.8013,28,f_classif,"{'selector__k': 28, 'selector__score_func': 'f_classif', 'clf__n_estimators': 80, 'clf__max_depth': 9, 'clf__learning_rate': 0.01819135526113477, 'clf__subsample': 0.6851567026508439, 'clf__colsample_bytree': 0.6038361054457304, 'clf__min_child_weight': 8, 'clf__gamma': 1.865214379940266, 'clf__reg_alpha': 0.010801496232636891, 'clf__reg_lambda': 0.023514816482845587}",28.0,f_classif,80.0,9.0,,,,,,0.01819135526113477,0.6851567026508439,0.6038361054457304,8.0,1.865214379940266,0.010801496232636891,0.023514816482845587,,
8,XGB,4,0.7294,0.6974,0.6924,0.6946,0.7264,0.7294,0.7277,0.6069,0.577,0.5916,0.7878,0.8078,0.7977,0.7964,38,f_classif,"{'selector__k': 38, 'selector__score_func': 'f_classif', 'clf__n_estimators': 57, 'clf__max_depth': 8, 'clf__learning_rate': 0.02160537077027906, 'clf__subsample': 0.8580691161637799, 'clf__colsample_bytree': 0.6697465716019966, 'clf__min_child_weight': 7, 'clf__gamma': 1.933676731502687, 'clf__reg_alpha': 1.873459977473469, 'clf__reg_lambda': 0.2750418882919865}",38.0,f_classif,57.0,8.0,,,,,,0.02160537077027906,0.8580691161637799,0.6697465716019966,7.0,1.933676731502687,1.873459977473469,0.2750418882919865,,
9,XGB,5,0.7063,0.6884,0.7047,0.6907,0.7289,0.7063,0.7123,0.5585,0.6998,0.6212,0.8183,0.7097,0.7601,0.7914,76,f_classif,"{'selector__k': 76, 'selector__score_func': 'f_classif', 'clf__n_estimators': 150, 'clf__max_depth': 5, 'clf__learning_rate': 0.013427812776498155, 'clf__subsample': 0.662570988842319, 'clf__colsample_bytree': 0.6013711578880324, 'clf__min_child_weight': 9, 'clf__gamma': 4.521376536806037, 'clf__reg_alpha': 1.6073276743353324, 'clf__reg_lambda': 0.5075271264907617}",76.0,f_classif,150.0,5.0,,,,,,0.013427812776498155,0.662570988842319,0.6013711578880324,9.0,4.521376536806037,1.6073276743353324,0.5075271264907617,,
