Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.7923,0.8181,0.7657,0.7845,0.8018,0.7923,0.7901,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 460, 'clf__max_depth': 14, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.9065,0.8017,0.8509,0.8095,0.6182,0.701,0.7381,0.8774,0.8017,42.0,f_classif,460.0,14.0,17.0,5.0,sqrt,True,,,,,,,,,,
RF,2,0.6639,0.6916,0.6446,0.653,0.6897,0.6639,0.6629,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 453, 'clf__max_depth': 11, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6777,0.8031,0.7351,0.8649,0.5363,0.6621,0.5323,0.5944,0.5617,31.0,f_classif,453.0,11.0,8.0,1.0,sqrt,True,,,,,,,,,,
RF,3,0.7438,0.7512,0.766,0.7249,0.7769,0.7438,0.7218,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 347, 'clf__max_depth': 18, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 4, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.7281,0.9878,0.8383,0.6519,0.8583,0.741,0.8735,0.4517,0.5955,52.0,f_classif,347.0,18.0,14.0,4.0,log2,True,,,,,,,,,,
RF,4,0.8094,0.8063,0.8248,0.806,0.8338,0.8094,0.8127,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 442, 'clf__max_depth': 5, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.9788,0.7551,0.8525,0.6935,0.8866,0.7783,0.7464,0.8327,0.7872,31.0,f_classif,442.0,5.0,19.0,3.0,sqrt,False,,,,,,,,,,
RF,5,0.7891,0.774,0.7551,0.7638,0.7899,0.7891,0.7888,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 207, 'clf__max_depth': 12, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6494,0.6329,0.641,0.871,0.7941,0.8308,0.8016,0.8382,0.8195,52.0,f_classif,207.0,12.0,16.0,5.0,sqrt,False,,,,,,,,,,
XGB,1,0.7878,0.8077,0.7667,0.7819,0.794,0.7878,0.786,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 5, 'clf__learning_rate': 0.010247538868297693, 'clf__subsample': 0.8195551947088142, 'clf__colsample_bytree': 0.6342344651244183, 'clf__min_child_weight': 10, 'clf__gamma': 0.8852600474207506, 'clf__reg_alpha': 0.8819257139309811, 'clf__reg_lambda': 1.6533028891230388}",0.8673,0.8099,0.8376,0.814,0.6364,0.7143,0.7418,0.8538,0.7939,42.0,f_classif,344.0,5.0,,,,,,0.010247538868297693,0.8195551947088142,0.6342344651244183,10.0,0.8852600474207506,0.8819257139309811,1.6533028891230388,,
XGB,2,0.6591,0.6953,0.6428,0.6486,0.6945,0.6591,0.6585,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 410, 'clf__max_depth': 3, 'clf__learning_rate': 0.055357126340608055, 'clf__subsample': 0.6471678179312427, 'clf__colsample_bytree': 0.6892036071972957, 'clf__min_child_weight': 10, 'clf__gamma': 2.0380627018094595, 'clf__reg_alpha': 0.743348968071645, 'clf__reg_lambda': 0.21708211534629676}",0.6912,0.7756,0.731,0.8725,0.4972,0.6335,0.5221,0.6556,0.5813,42.0,f_classif,410.0,3.0,,,,,,0.055357126340608055,0.6471678179312427,0.6892036071972957,10.0,2.0380627018094595,0.743348968071645,0.21708211534629676,,
XGB,3,0.7282,0.7365,0.7396,0.7057,0.7632,0.7282,0.7073,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 315, 'clf__max_depth': 5, 'clf__learning_rate': 0.010454594097079462, 'clf__subsample': 0.6389898924532686, 'clf__colsample_bytree': 0.7166545912608148, 'clf__min_child_weight': 4, 'clf__gamma': 1.7545208066835172, 'clf__reg_alpha': 0.9270162588847134, 'clf__reg_lambda': 1.1484509771992721}",0.7086,0.9787,0.822,0.6333,0.7917,0.7037,0.8675,0.4486,0.5914,73.0,f_classif,315.0,5.0,,,,,,0.010454594097079462,0.6389898924532686,0.7166545912608148,4.0,1.7545208066835172,0.9270162588847134,1.1484509771992721,,
XGB,4,0.801,0.8199,0.8238,0.8065,0.8353,0.801,0.801,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 177, 'clf__max_depth': 7, 'clf__learning_rate': 0.020811601236359986, 'clf__subsample': 0.8051424135662756, 'clf__colsample_bytree': 0.641243661646269, 'clf__min_child_weight': 2, 'clf__gamma': 4.349940892785392, 'clf__reg_alpha': 1.1791336753531616, 'clf__reg_lambda': 1.1401251459283082}",0.988,0.6735,0.801,0.7542,0.9175,0.8279,0.7175,0.8805,0.7907,31.0,f_classif,177.0,7.0,,,,,,0.020811601236359986,0.8051424135662756,0.641243661646269,2.0,4.349940892785392,1.1791336753531616,1.1401251459283082,,
XGB,5,0.7938,0.7928,0.7456,0.765,0.7988,0.7938,0.7927,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 10, 'clf__learning_rate': 0.010104511421303506, 'clf__subsample': 0.9442548707437176, 'clf__colsample_bytree': 0.6034884548871953, 'clf__min_child_weight': 9, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.551262268579709, 'clf__reg_lambda': 1.609711046498234}",0.6622,0.6203,0.6405,0.9268,0.7451,0.8261,0.7895,0.8714,0.8284,73.0,f_classif,476.0,10.0,,,,,,0.010104511421303506,0.9442548707437176,0.6034884548871953,9.0,4.967411011074679,1.551262268579709,1.609711046498234,,
DT,1,0.6862,0.7647,0.6163,0.6333,0.7336,0.6862,0.6601,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.8889,0.6612,0.7583,0.7895,0.2727,0.4054,0.6159,0.9151,0.7362,73.0,f_classif,,2.0,7.0,7.0,,,,,,,,,,,gini,random
DT,2,0.6656,0.7421,0.643,0.6421,0.735,0.6656,0.6552,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6863,0.8268,0.75,1.0,0.3911,0.5622,0.5401,0.7111,0.6139,73.0,f_classif,,3.0,10.0,7.0,,,,,,,,,,,gini,random
DT,3,0.6385,0.6389,0.6348,0.5914,0.6554,0.6385,0.59,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6394,1.0,0.78,0.5758,0.6333,0.6032,0.7016,0.271,0.391,42.0,f_classif,,2.0,5.0,10.0,,,,,,,,,,,gini,random
DT,4,0.6577,0.6798,0.652,0.6144,0.7587,0.6577,0.6537,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.9626,0.4204,0.5852,0.3647,0.6392,0.4644,0.712,0.8964,0.7937,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,5,0.6848,0.6381,0.6045,0.6126,0.6877,0.6848,0.6811,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.6346,0.4177,0.5038,0.4917,0.5784,0.5315,0.788,0.8174,0.8024,21.0,f_classif,,2.0,17.0,2.0,sqrt,,balanced,,,,,,,,gini,best
RF,MEAN,0.7597,0.7682,0.7512,0.7464,0.7784,0.7597,0.7553,N/A,N/A,N/A,0.7881,0.7961,0.7836,0.7782,0.7387,0.7426,0.7384,0.7189,0.7131,,,,,,,,,,,,,,,,,,
RF,STD,0.0588,0.0503,0.0656,0.0602,0.0539,0.0588,0.0618,N/A,N/A,N/A,0.1461,0.1276,0.0935,0.1003,0.1539,0.0657,0.1273,0.1865,0.1239,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.754,0.7704,0.7437,0.7415,0.7772,0.754,0.7491,N/A,N/A,N/A,0.7835,0.7716,0.7664,0.8002,0.7176,0.7411,0.7277,0.742,0.7171,,,,,,,,,,,,,,,,,,
XGB,STD,0.0604,0.0528,0.0655,0.0639,0.0528,0.0604,0.0631,N/A,N/A,N/A,0.1394,0.1386,0.0813,0.1134,0.1592,0.0843,0.1284,0.1884,0.1204,,,,,,,,,,,,,,,,,,
DT,MEAN,0.6666,0.6927,0.6301,0.6188,0.7141,0.6666,0.648,N/A,N/A,N/A,0.7624,0.6652,0.6755,0.6443,0.5029,0.5133,0.6715,0.7222,0.6674,,,,,,,,,,,,,,,,,,
DT,STD,0.0199,0.0585,0.0195,0.0198,0.0417,0.0199,0.0342,N/A,N/A,N/A,0.1528,0.2547,0.1235,0.2519,0.1634,0.0788,0.0955,0.2647,0.1719,,,,,,,,,,,,,,,,,,
