Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.8369,0.8531,0.8268,0.8379,0.8408,0.8369,0.8368,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 379, 'clf__max_depth': 14, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.9412,0.8649,0.9014,0.8235,0.7368,0.7778,0.7945,0.8788,0.8345,31.0,f_classif,379.0,14.0,4.0,3.0,sqrt,True,,,,,,,,,,
RF,2,0.6429,0.6767,0.6341,0.6397,0.6824,0.6429,0.6484,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 107, 'clf__max_depth': 11, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__bootstrap': True, 'clf__class_weight': None}",0.6824,0.716,0.6988,0.8684,0.55,0.6735,0.4795,0.6364,0.5469,42.0,f_classif,107.0,11.0,5.0,10.0,,True,,,,,,,,,,
RF,3,0.7236,0.7418,0.7465,0.6966,0.7671,0.7236,0.6927,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 409, 'clf__max_depth': 5, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",0.7172,0.9811,0.8287,0.6271,0.881,0.7327,0.881,0.3776,0.5286,52.0,f_classif,409.0,5.0,16.0,1.0,sqrt,False,balanced,,,,,,,,,
RF,4,0.8032,0.8184,0.8178,0.8071,0.8315,0.8032,0.8051,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 6, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.9818,0.7105,0.8244,0.7561,0.8857,0.8158,0.7174,0.8571,0.7811,42.0,f_classif,210.0,6.0,6.0,2.0,sqrt,True,,,,,,,,,,
RF,5,0.8209,0.8181,0.7866,0.7994,0.8261,0.8209,0.8208,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 354, 'clf__max_depth': 19, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.7083,0.7083,0.7083,0.931,0.7714,0.8438,0.8148,0.88,0.8462,42.0,f_classif,354.0,19.0,13.0,5.0,sqrt,True,,,,,,,,,,
XGB,1,0.8085,0.8281,0.7952,0.8077,0.8142,0.8085,0.8075,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 148, 'clf__max_depth': 8, 'clf__learning_rate': 0.05175647209896942, 'clf__subsample': 0.6769676199265374, 'clf__colsample_bytree': 0.6466797810893459, 'clf__min_child_weight': 3, 'clf__gamma': 2.745270997798413, 'clf__reg_alpha': 0.06686029152265194, 'clf__reg_lambda': 0.837721673946914}",0.8857,0.8378,0.8611,0.8387,0.6842,0.7536,0.76,0.8636,0.8085,42.0,f_classif,148.0,8.0,,,,,,0.05175647209896942,0.6769676199265374,0.6466797810893459,3.0,2.745270997798413,0.06686029152265194,0.837721673946914,,
XGB,2,0.6786,0.7029,0.6634,0.6671,0.7075,0.6786,0.6781,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 489, 'clf__max_depth': 4, 'clf__learning_rate': 0.15200150888030578, 'clf__subsample': 0.6106349217395102, 'clf__colsample_bytree': 0.8578694741072342, 'clf__min_child_weight': 6, 'clf__gamma': 2.832956813497984, 'clf__reg_alpha': 1.2845924307326253, 'clf__reg_lambda': 0.003314641032525563}",0.7065,0.8025,0.7514,0.8649,0.5333,0.6598,0.5373,0.6545,0.5902,10.0,f_classif,489.0,4.0,,,,,,0.15200150888030578,0.6106349217395102,0.8578694741072342,6.0,2.832956813497984,1.2845924307326253,0.003314641032525563,,
XGB,3,0.7398,0.7422,0.7329,0.7168,0.7538,0.7398,0.7217,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 464, 'clf__max_depth': 11, 'clf__learning_rate': 0.13331888628023097, 'clf__subsample': 0.7560531595085151, 'clf__colsample_bytree': 0.62356503916338, 'clf__min_child_weight': 8, 'clf__gamma': 1.9581172585815532, 'clf__reg_alpha': 1.4972576591570428, 'clf__reg_lambda': 1.7128914115735938}",0.7273,0.9811,0.8353,0.6889,0.7381,0.7126,0.8103,0.4796,0.6026,73.0,f_classif,464.0,11.0,,,,,,0.13331888628023097,0.7560531595085151,0.62356503916338,8.0,1.9581172585815532,1.4972576591570428,1.7128914115735938,,
XGB,4,0.7819,0.8183,0.8001,0.7897,0.827,0.7819,0.7816,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 136, 'clf__max_depth': 3, 'clf__learning_rate': 0.03897803960375351, 'clf__subsample': 0.6649423880214966, 'clf__colsample_bytree': 0.7702357857455316, 'clf__min_child_weight': 5, 'clf__gamma': 2.5627296936585067, 'clf__reg_alpha': 1.0667369143790684, 'clf__reg_lambda': 1.3258223100223558}",1.0,0.6316,0.7742,0.775,0.8857,0.8267,0.68,0.8831,0.7684,31.0,f_classif,136.0,3.0,,,,,,0.03897803960375351,0.6649423880214966,0.7702357857455316,5.0,2.5627296936585067,1.0667369143790684,1.3258223100223558,,
XGB,5,0.8284,0.8227,0.8099,0.8128,0.8356,0.8284,0.8294,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 236, 'clf__max_depth': 9, 'clf__learning_rate': 0.15091062148185455, 'clf__subsample': 0.6803493213138312, 'clf__colsample_bytree': 0.9434601425606279, 'clf__min_child_weight': 8, 'clf__gamma': 4.229320490995125, 'clf__reg_alpha': 1.6079242891715835, 'clf__reg_lambda': 0.6917092446586665}",0.7037,0.7917,0.7451,0.931,0.7714,0.8438,0.8333,0.8667,0.8497,10.0,f_classif,236.0,9.0,,,,,,0.15091062148185455,0.6803493213138312,0.9434601425606279,8.0,4.229320490995125,1.6079242891715835,0.6917092446586665,,
