Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.5691,0.4838,0.4789,0.429,0.4855,0.5691,0.4715,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 7, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.0,0.0,0.0,0.9375,0.4545,0.6122,0.514,0.9821,0.6748,73.0,f_classif,,1.0,10.0,7.0,,,,,,,,,,,gini,random
DT,2,0.6726,0.6681,0.66,0.6623,0.6741,0.6726,0.6716,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.7027,0.7761,0.7376,0.7391,0.6415,0.6869,0.5625,0.5625,0.5625,10.0,f_classif,,3.0,9.0,3.0,sqrt,,balanced,,,,,,,,gini,best
DT,3,0.75,0.7539,0.6957,0.706,0.7543,0.75,0.7355,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.7355,0.9889,0.8436,0.75,0.4865,0.5902,0.7761,0.6118,0.6842,73.0,f_classif,,2.0,19.0,10.0,,,,,,,,,,,gini,random
DT,4,0.6159,0.7068,0.6582,0.5651,0.7587,0.6159,0.565,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",1.0,0.2031,0.3377,0.45,0.9,0.6,0.6703,0.8714,0.7578,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,5,0.605,0.4263,0.5185,0.4618,0.4491,0.605,0.5102,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 9, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",0.6957,0.6667,0.6809,0.0,0.0,0.0,0.5833,0.8889,0.7044,52.0,f_classif,,1.0,10.0,9.0,log2,,,,,,,,,,entropy,random
RF,MEAN,0.768,0.7833,0.7639,0.7611,0.7881,0.768,0.7651,N/A,N/A,N/A,0.8097,0.7809,0.7858,0.8134,0.7643,0.7742,0.727,0.7466,0.7235,,,,,,,,,,,,,,,,,,
RF,STD,0.0573,0.0487,0.0594,0.058,0.0494,0.0573,0.0585,N/A,N/A,N/A,0.1226,0.1096,0.0524,0.1078,0.1436,0.0681,0.1191,0.1705,0.1135,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.771,0.7939,0.7672,0.7652,0.795,0.771,0.7665,N/A,N/A,N/A,0.8027,0.8044,0.7911,0.8446,0.7576,0.7836,0.7343,0.7395,0.7209,,,,,,,,,,,,,,,,,,
XGB,STD,0.067,0.0564,0.0711,0.0712,0.0545,0.067,0.069,N/A,N/A,N/A,0.133,0.1213,0.0492,0.1008,0.1573,0.0766,0.1319,0.1908,0.1278,,,,,,,,,,,,,,,,,,
DT,MEAN,0.6425,0.6078,0.6023,0.5648,0.6243,0.6425,0.5908,N/A,N/A,N/A,0.6268,0.527,0.52,0.5753,0.4965,0.4979,0.6212,0.7833,0.6767,,,,,,,,,,,,,,,,,,
DT,STD,0.0706,0.1441,0.0967,0.1209,0.1478,0.0706,0.1105,N/A,N/A,N/A,0.3723,0.4116,0.347,0.3658,0.3287,0.2809,0.1034,0.1848,0.0715,,,,,,,,,,,,,,,,,,
