Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.6415,0.6636,0.6179,0.6224,0.6523,0.6415,0.6315,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",0.6792,0.7443,0.7102,0.7103,0.3858,0.5,0.6015,0.7235,0.6569,10,f_classif,,3.0,4.0,8.0,,,balanced,,,,,,,,gini,random
DT,2,0.5618,0.5949,0.5433,0.5496,0.6107,0.5618,0.569,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6795,0.6905,0.685,0.75,0.4272,0.5443,0.3552,0.5123,0.4195,52,f_classif,,2.0,14.0,6.0,,,,,,,,,,,gini,random
DT,3,0.5798,0.534,0.5021,0.4991,0.5787,0.5798,0.5639,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.7074,0.5859,0.6409,0.3654,0.1759,0.2375,0.5293,0.7446,0.6188,all,f_classif,,4.0,13.0,9.0,sqrt,,,,,,,,,,entropy,random
DT,4,0.5936,0.3972,0.6627,0.4773,0.4125,0.5936,0.4729,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",0.8323,0.988,0.9035,0.3591,1.0,0.5285,0.0,0.0,0.0,73,f_classif,,2.0,5.0,10.0,,,balanced,,,,,,,,entropy,random
DT,5,0.6288,0.6762,0.5797,0.5756,0.6834,0.6288,0.615,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 4, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.4673,0.6494,0.5435,0.8939,0.3155,0.4664,0.6674,0.7743,0.7169,10,f_classif,,4.0,6.0,6.0,sqrt,,,,,,,,,,gini,random
RF,MEAN,0.7508,0.7655,0.7461,0.7419,0.7717,0.7508,0.7464,N/A,N/A,N/A,0.8048,0.7883,0.7863,0.7836,0.7437,0.7502,0.7081,0.7062,0.6893,,,,,,,,,,,,,,,,,,
RF,STD,0.0591,0.0543,0.0674,0.0648,0.0543,0.0591,0.0612,N/A,N/A,N/A,0.1223,0.1178,0.0527,0.0895,0.1438,0.0641,0.1396,0.1941,0.1309,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7538,0.7707,0.7431,0.7449,0.7728,0.7538,0.7503,N/A,N/A,N/A,0.7954,0.7646,0.7677,0.8203,0.7337,0.764,0.6965,0.7312,0.703,,,,,,,,,,,,,,,,,,
XGB,STD,0.058,0.054,0.067,0.0647,0.0529,0.058,0.0592,N/A,N/A,N/A,0.1286,0.1408,0.0713,0.082,0.1443,0.0843,0.1232,0.1744,0.1203,,,,,,,,,,,,,,,,,,
DT,MEAN,0.6011,0.5732,0.5811,0.5448,0.5875,0.6011,0.5705,N/A,N/A,N/A,0.6731,0.7316,0.6966,0.6157,0.4609,0.4553,0.4307,0.5509,0.4824,,,,,,,,,,,,,,,,,,
DT,STD,0.0334,0.1138,0.0626,0.0584,0.1056,0.0334,0.0618,N/A,N/A,N/A,0.1313,0.1546,0.132,0.2413,0.3161,0.1253,0.2675,0.3249,0.2919,,,,,,,,,,,,,,,,,,
