Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.5889,0.6453,0.5758,0.5844,0.6407,0.5889,0.5945,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.8333,0.4545,0.5882,0.4359,0.6538,0.5231,0.6667,0.619,0.642,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.619,0.6299,0.6065,0.6105,0.6393,0.619,0.6221,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6852,0.7255,0.7048,0.75,0.5385,0.6269,0.4545,0.5556,0.5,21.0,f_classif,,3.0,16.0,8.0,,,,,,,,,,,gini,random
DT,3,0.6646,0.6591,0.6525,0.6554,0.6683,0.6646,0.666,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 3, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.7656,0.7313,0.7481,0.6296,0.6071,0.6182,0.5821,0.619,0.6,21.0,f_classif,,2.0,16.0,3.0,,,balanced,,,,,,,,entropy,best
DT,4,0.8115,0.813,0.7988,0.8011,0.83,0.8115,0.8149,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.9756,0.8,0.8791,0.7391,0.7391,0.7391,0.7241,0.8571,0.785,73.0,f_classif,,2.0,7.0,4.0,,,,,,,,,,,gini,random
DT,5,0.4483,0.3041,0.6458,0.4128,0.2072,0.4483,0.2829,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.4839,0.9375,0.6383,0.4286,1.0,0.6,0.0,0.0,0.0,84.0,f_classif,,1.0,19.0,10.0,log2,,balanced,,,,,,,,gini,best
RF,MEAN,0.7503,0.7678,0.7473,0.7413,0.772,0.7503,0.7435,N/A,N/A,N/A,0.8076,0.803,0.7932,0.7881,0.7397,0.7505,0.7078,0.6992,0.6802,,,,,,,,,,,,,,,,,,
RF,STD,0.0817,0.0865,0.0848,0.0884,0.0809,0.0817,0.0857,N/A,N/A,N/A,0.1379,0.1127,0.0501,0.0974,0.1468,0.0693,0.1551,0.2481,0.1731,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7417,0.7622,0.7337,0.7307,0.7658,0.7417,0.7345,N/A,N/A,N/A,0.7535,0.7762,0.7496,0.8257,0.7315,0.7645,0.7073,0.6935,0.678,,,,,,,,,,,,,,,,,,
XGB,STD,0.0495,0.0551,0.0628,0.0601,0.0549,0.0495,0.0553,N/A,N/A,N/A,0.1478,0.1549,0.0746,0.0966,0.1367,0.0652,0.1188,0.2265,0.1376,,,,,,,,,,,,,,,,,,
DT,MEAN,0.6265,0.6103,0.6559,0.6128,0.5971,0.6265,0.5961,N/A,N/A,N/A,0.7487,0.7298,0.7117,0.5966,0.7077,0.6215,0.4855,0.5301,0.5054,,,,,,,,,,,,,,,,,,
DT,STD,0.1312,0.1863,0.0857,0.1397,0.2318,0.1312,0.1946,N/A,N/A,N/A,0.1824,0.176,0.1118,0.1573,0.1789,0.0775,0.2897,0.318,0.3005,,,,,,,,,,,,,,,,,,
