Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.8111,0.8378,0.7948,0.8114,0.8206,0.8111,0.8109,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 481, 'clf__max_depth': 10, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.8947,0.7727,0.8293,0.8636,0.7308,0.7917,0.7551,0.881,0.8132,21.0,f_classif,481.0,10.0,14.0,6.0,sqrt,True,,,,,,,,,,
RF,2,0.619,0.6296,0.6011,0.6064,0.6369,0.619,0.6193,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 340, 'clf__max_depth': 15, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.661,0.7647,0.7091,0.7778,0.5385,0.6364,0.45,0.5,0.4737,10.0,f_classif,340.0,15.0,2.0,5.0,sqrt,True,,,,,,,,,,
RF,3,0.7215,0.7368,0.7477,0.6959,0.7575,0.7215,0.6881,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 343, 'clf__max_depth': 18, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.7174,0.9851,0.8302,0.641,0.8929,0.7463,0.8519,0.3651,0.5111,42.0,f_classif,343.0,18.0,7.0,5.0,sqrt,True,balanced,,,,,,,,,
RF,4,0.7951,0.8209,0.809,0.8002,0.8334,0.7951,0.7968,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 250, 'clf__max_depth': 10, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 6, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",1.0,0.68,0.8095,0.7692,0.8696,0.8163,0.6935,0.8776,0.7748,21.0,f_classif,250.0,10.0,3.0,6.0,log2,True,,,,,,,,,,
RF,5,0.8046,0.814,0.7838,0.7927,0.8118,0.8046,0.8025,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 330, 'clf__max_depth': 11, 'clf__min_samples_split': 6, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.7647,0.8125,0.7879,0.8889,0.6667,0.7619,0.7885,0.8723,0.8283,31.0,f_classif,330.0,11.0,6.0,2.0,sqrt,True,,,,,,,,,,
XGB,1,0.7667,0.7844,0.7582,0.7676,0.7741,0.7667,0.7667,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 178, 'clf__max_depth': 4, 'clf__learning_rate': 0.17448732112379098, 'clf__subsample': 0.6362737750003441, 'clf__colsample_bytree': 0.8125004020489416, 'clf__min_child_weight': 7, 'clf__gamma': 2.7126927907722593, 'clf__reg_alpha': 1.236493517220568, 'clf__reg_lambda': 0.5606070446137292}",0.7727,0.7727,0.7727,0.8571,0.6923,0.766,0.7234,0.8095,0.764,10.0,f_classif,178.0,4.0,,,,,,0.17448732112379098,0.6362737750003441,0.8125004020489416,7.0,2.7126927907722593,1.236493517220568,0.5606070446137292,,
XGB,2,0.6667,0.6819,0.645,0.6508,0.6846,0.6667,0.663,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 466, 'clf__max_depth': 6, 'clf__learning_rate': 0.026835630497070637, 'clf__subsample': 0.9011895969605337, 'clf__colsample_bytree': 0.6291224544546918, 'clf__min_child_weight': 1, 'clf__gamma': 1.8720410578701006, 'clf__reg_alpha': 0.09870311080192895, 'clf__reg_lambda': 1.7855789056133842}",0.6719,0.8431,0.7478,0.8462,0.5641,0.6769,0.5278,0.5278,0.5278,10.0,f_classif,466.0,6.0,,,,,,0.026835630497070637,0.9011895969605337,0.6291224544546918,1.0,1.8720410578701006,0.09870311080192895,1.7855789056133842,,
XGB,3,0.7215,0.7438,0.7341,0.6972,0.7576,0.7215,0.6904,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 152, 'clf__max_depth': 7, 'clf__learning_rate': 0.17345891498028831, 'clf__subsample': 0.7782817047934958, 'clf__colsample_bytree': 0.929667345617635, 'clf__min_child_weight': 7, 'clf__gamma': 2.215604330917673, 'clf__reg_alpha': 0.5808105711282721, 'clf__reg_lambda': 0.2521663292010924}",0.6979,1.0,0.8221,0.6765,0.8214,0.7419,0.8571,0.381,0.5275,42.0,f_classif,152.0,7.0,,,,,,0.17345891498028831,0.7782817047934958,0.929667345617635,7.0,2.215604330917673,0.5808105711282721,0.2521663292010924,,
XGB,4,0.7951,0.8317,0.817,0.8055,0.8382,0.7951,0.7942,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 489, 'clf__max_depth': 4, 'clf__learning_rate': 0.15200150888030578, 'clf__subsample': 0.6106349217395102, 'clf__colsample_bytree': 0.8578694741072342, 'clf__min_child_weight': 6, 'clf__gamma': 2.832956813497984, 'clf__reg_alpha': 1.2845924307326253, 'clf__reg_lambda': 0.003314641032525563}",1.0,0.64,0.7805,0.8077,0.913,0.8571,0.6875,0.898,0.7788,10.0,f_classif,489.0,4.0,,,,,,0.15200150888030578,0.6106349217395102,0.8578694741072342,6.0,2.832956813497984,1.2845924307326253,0.003314641032525563,,
XGB,5,0.7586,0.769,0.7142,0.7325,0.7747,0.7586,0.7582,73,f_classif,"{'selector__k': 73, 'selector__score_func': 'f_classif', 'clf__n_estimators': 425, 'clf__max_depth': 9, 'clf__learning_rate': 0.016676138079090987, 'clf__subsample': 0.9033863107407584, 'clf__colsample_bytree': 0.7603184167811061, 'clf__min_child_weight': 7, 'clf__gamma': 3.2802191721076817, 'clf__reg_alpha': 0.307908741706158, 'clf__reg_lambda': 1.1097686345133577}",0.625,0.625,0.625,0.9412,0.6667,0.7805,0.7407,0.8511,0.7921,73.0,f_classif,425.0,9.0,,,,,,0.016676138079090987,0.9033863107407584,0.7603184167811061,7.0,3.2802191721076817,0.307908741706158,1.1097686345133577,,
