Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.7679,0.7959,0.7458,0.7634,0.7796,0.7679,0.7666,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 488, 'clf__max_depth': 6, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.8696,0.7663,0.8147,0.8111,0.6213,0.7036,0.707,0.8498,0.7719,52.0,f_classif,488.0,6.0,18.0,7.0,sqrt,False,,,,,,,,,,
RF,2,0.6537,0.6852,0.636,0.6424,0.6875,0.6537,0.6542,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 319, 'clf__max_depth': 18, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6908,0.7799,0.7326,0.8636,0.5094,0.6408,0.5011,0.6188,0.5538,21.0,f_classif,319.0,18.0,14.0,7.0,sqrt,True,,,,,,,,,,
RF,3,0.7389,0.7406,0.753,0.7206,0.7577,0.7389,0.7182,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 497, 'clf__max_depth': 5, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 3, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.7316,0.9705,0.8343,0.6687,0.834,0.7423,0.8215,0.4545,0.5853,31.0,f_classif,497.0,5.0,4.0,3.0,log2,True,,,,,,,,,,
RF,4,0.7812,0.792,0.8001,0.7819,0.8177,0.7812,0.7848,94,f_classif,"{'selector__k': 94, 'selector__score_func': 'f_classif', 'clf__n_estimators': 283, 'clf__max_depth': 10, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.9916,0.6988,0.8199,0.6861,0.8785,0.7705,0.6981,0.8231,0.7555,94.0,f_classif,283.0,10.0,17.0,7.0,sqrt,True,,,,,,,,,,
RF,5,0.8245,0.8259,0.7991,0.8112,0.8249,0.8245,0.8235,42,f_classif,"{'selector__k': 42, 'selector__score_func': 'f_classif', 'clf__n_estimators': 349, 'clf__max_depth': 15, 'clf__min_samples_split': 3, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.7866,0.7088,0.7457,0.875,0.8161,0.8445,0.816,0.8724,0.8433,42.0,f_classif,349.0,15.0,3.0,7.0,log2,True,balanced,,,,,,,,,
XGB,1,0.7646,0.7833,0.7478,0.7614,0.7713,0.7646,0.764,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 291, 'clf__max_depth': 8, 'clf__learning_rate': 0.012418840324607472, 'clf__subsample': 0.944888368764228, 'clf__colsample_bytree': 0.601978453497322, 'clf__min_child_weight': 2, 'clf__gamma': 3.9552708388222633, 'clf__reg_alpha': 1.4255389585878984, 'clf__reg_lambda': 0.28005130858543126}",0.8723,0.7854,0.8266,0.7641,0.634,0.693,0.7134,0.8239,0.7647,31.0,f_classif,291.0,8.0,,,,,,0.012418840324607472,0.944888368764228,0.601978453497322,2.0,3.9552708388222633,1.4255389585878984,0.28005130858543126,,
XGB,2,0.649,0.6731,0.628,0.6317,0.6771,0.649,0.6459,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 260, 'clf__max_depth': 5, 'clf__learning_rate': 0.055855264437422496, 'clf__subsample': 0.7147190266109764, 'clf__colsample_bytree': 0.6917826514334624, 'clf__min_child_weight': 2, 'clf__gamma': 2.872502307279899, 'clf__reg_alpha': 1.8157815906145467, 'clf__reg_lambda': 0.33088350036917646}",0.6936,0.7989,0.7425,0.8224,0.4718,0.5997,0.5034,0.6133,0.5529,10.0,f_classif,260.0,5.0,,,,,,0.055855264437422496,0.7147190266109764,0.6917826514334624,2.0,2.872502307279899,1.8157815906145467,0.33088350036917646,,
XGB,3,0.7452,0.7556,0.7608,0.7248,0.7754,0.7452,0.7217,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 167, 'clf__max_depth': 9, 'clf__learning_rate': 0.01906219873690663, 'clf__subsample': 0.6985152110619094, 'clf__colsample_bytree': 0.7962702196966972, 'clf__min_child_weight': 6, 'clf__gamma': 4.350374256228016, 'clf__reg_alpha': 0.46229457831731247, 'clf__reg_lambda': 0.4267249991920077}",0.7289,0.9926,0.8405,0.6707,0.8494,0.7496,0.8673,0.4404,0.5842,31.0,f_classif,167.0,9.0,,,,,,0.01906219873690663,0.6985152110619094,0.7962702196966972,6.0,4.350374256228016,0.46229457831731247,0.4267249991920077,,
XGB,4,0.7869,0.8123,0.7951,0.7884,0.8246,0.7869,0.7872,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 210, 'clf__max_depth': 5, 'clf__learning_rate': 0.06333268775321842, 'clf__subsample': 0.6563696899899051, 'clf__colsample_bytree': 0.9208787923016158, 'clf__min_child_weight': 1, 'clf__gamma': 4.9344346830025865, 'clf__reg_alpha': 1.5444895385933148, 'clf__reg_lambda': 0.3974313630683448}",0.9795,0.6594,0.7882,0.7629,0.8271,0.7937,0.6943,0.8986,0.7834,21.0,f_classif,210.0,5.0,,,,,,0.06333268775321842,0.6563696899899051,0.9208787923016158,1.0,4.9344346830025865,1.5444895385933148,0.3974313630683448,,
XGB,5,0.8097,0.8283,0.7694,0.7927,0.8166,0.8097,0.8075,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 354, 'clf__max_depth': 11, 'clf__learning_rate': 0.010178685800162901, 'clf__subsample': 0.8882125613490853, 'clf__colsample_bytree': 0.6641540242211992, 'clf__min_child_weight': 1, 'clf__gamma': 4.932275838470324, 'clf__reg_alpha': 1.9930442314737444, 'clf__reg_lambda': 1.7496692095853783}",0.7987,0.6978,0.7449,0.9034,0.713,0.797,0.7828,0.8975,0.8363,31.0,f_classif,354.0,11.0,,,,,,0.010178685800162901,0.8882125613490853,0.6641540242211992,1.0,4.932275838470324,1.9930442314737444,1.7496692095853783,,
