Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
DT,1,0.5954,0.5975,0.5433,0.4636,0.6034,0.5954,0.5056,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.625,0.0192,0.0372,0.5452,0.7447,0.6295,0.6223,0.8662,0.7242,52.0,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.5998,0.5907,0.5731,0.575,0.6064,0.5998,0.5968,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 9, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.7077,0.7856,0.7446,0.6464,0.4558,0.5346,0.4179,0.4779,0.4459,10.0,f_classif,,3.0,9.0,3.0,sqrt,,balanced,,,,,,,,gini,best
DT,3,0.5197,0.4984,0.4358,0.4156,0.56,0.5197,0.4801,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 2, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.4996,0.8612,0.6323,0.2429,0.1313,0.1704,0.7528,0.315,0.4442,21.0,f_classif,,2.0,17.0,2.0,sqrt,,balanced,,,,,,,,gini,best
DT,4,0.5208,0.5884,0.6127,0.5329,0.632,0.5208,0.5218,84,f_classif,"{'selector__k': 84, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",0.949,0.4764,0.6343,0.41,1.0,0.5815,0.4062,0.3618,0.3828,84.0,f_classif,,2.0,14.0,9.0,sqrt,,balanced,,,,,,,,entropy,best
DT,5,0.7361,0.7537,0.725,0.7227,0.7568,0.7361,0.7344,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 4, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",0.6292,0.8297,0.7156,0.8873,0.565,0.6904,0.7445,0.7803,0.762,31.0,f_classif,,5.0,5.0,4.0,,,,,,,,,,,gini,random
RF,MEAN,0.7532,0.7679,0.7468,0.7439,0.7735,0.7532,0.7495,N/A,N/A,N/A,0.814,0.7849,0.7894,0.7809,0.7319,0.7403,0.7087,0.7237,0.702,,,,,,,,,,,,,,,,,,
RF,STD,0.0636,0.0555,0.0669,0.0656,0.0554,0.0636,0.0653,N/A,N/A,N/A,0.1197,0.1096,0.0467,0.0977,0.1587,0.0759,0.1299,0.1812,0.1258,,,,,,,,,,,,,,,,,,
XGB,MEAN,0.7511,0.7705,0.7402,0.7398,0.773,0.7511,0.7453,N/A,N/A,N/A,0.8146,0.7868,0.7885,0.7847,0.6991,0.7266,0.7122,0.7347,0.7043,,,,,,,,,,,,,,,,,,
XGB,STD,0.062,0.0612,0.0651,0.0662,0.0587,0.062,0.0641,N/A,N/A,N/A,0.1148,0.1291,0.0452,0.0857,0.1542,0.0825,0.1351,0.2017,0.1272,,,,,,,,,,,,,,,,,,
DT,MEAN,0.5944,0.6057,0.578,0.542,0.6317,0.5944,0.5677,N/A,N/A,N/A,0.6821,0.5944,0.5528,0.5464,0.5794,0.5213,0.5887,0.5602,0.5518,,,,,,,,,,,,,,,,,,
DT,STD,0.0882,0.0922,0.1052,0.1183,0.0746,0.0882,0.1028,N/A,N/A,N/A,0.1668,0.3563,0.2924,0.2434,0.3242,0.2045,0.1694,0.2492,0.177,,,,,,,,,,,,,,,,,,
