Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
RF,1,0.8056,0.8287,0.7936,0.8078,0.813,0.8056,0.8062,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 51, 'clf__max_depth': 20, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.9333,0.7778,0.8485,0.7895,0.75,0.7692,0.7632,0.8529,0.8056,31,f_classif,51.0,20.0,4.0,7.0,sqrt,False,,,,,,,,,,
RF,2,0.64,0.6771,0.6315,0.638,0.6839,0.64,0.6465,21,f_classif,"{'selector__k': 21, 'selector__score_func': 'f_classif', 'clf__n_estimators': 498, 'clf__max_depth': 11, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6591,0.725,0.6905,0.9,0.5625,0.6923,0.4722,0.6071,0.5312,21,f_classif,498.0,11.0,2.0,1.0,sqrt,False,,,,,,,,,,
RF,3,0.72,0.7351,0.7369,0.7011,0.7507,0.72,0.6942,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 420, 'clf__max_depth': 18, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.6986,0.9808,0.816,0.6667,0.8182,0.7347,0.84,0.4118,0.5526,31,f_classif,420.0,18.0,13.0,4.0,sqrt,True,,,,,,,,,,
RF,4,0.8144,0.8343,0.8268,0.8212,0.837,0.8144,0.815,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 495, 'clf__max_depth': 16, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",0.9643,0.7105,0.8182,0.8095,0.8947,0.85,0.7292,0.875,0.7955,31,f_classif,495.0,16.0,5.0,1.0,sqrt,True,,,,,,,,,,
RF,5,0.8551,0.8439,0.8567,0.8494,0.8574,0.8551,0.8553,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 93, 'clf__max_depth': 13, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 5, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.8333,0.8333,0.8333,0.8095,0.8947,0.85,0.8889,0.8421,0.8649,31,f_classif,93.0,13.0,15.0,5.0,sqrt,False,,,,,,,,,,
XGB,1,0.7778,0.8025,0.7621,0.7755,0.7852,0.7778,0.7749,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 297, 'clf__max_depth': 6, 'clf__learning_rate': 0.05400191935912526, 'clf__subsample': 0.7205073830482887, 'clf__colsample_bytree': 0.7399943433135161, 'clf__min_child_weight': 2, 'clf__gamma': 2.3109037520098554, 'clf__reg_alpha': 0.37583331540537235, 'clf__reg_lambda': 0.6892316728378113}",0.8824,0.8333,0.8571,0.8,0.6,0.6857,0.725,0.8529,0.7838,31,f_classif,297.0,6.0,,,,,,0.05400191935912526,0.7205073830482887,0.7399943433135161,2.0,2.3109037520098554,0.37583331540537235,0.6892316728378113,,
XGB,2,0.66,0.7047,0.6518,0.6581,0.7098,0.66,0.6657,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 171, 'clf__max_depth': 12, 'clf__learning_rate': 0.09614803867892685, 'clf__subsample': 0.8727769394544769, 'clf__colsample_bytree': 0.6825308321665188, 'clf__min_child_weight': 4, 'clf__gamma': 2.558055182910099, 'clf__reg_alpha': 0.20779451249158104, 'clf__reg_lambda': 1.320214585308215}",0.6667,0.75,0.7059,0.9474,0.5625,0.7059,0.5,0.6429,0.5625,10,f_classif,171.0,12.0,,,,,,0.09614803867892685,0.8727769394544769,0.6825308321665188,4.0,2.558055182910099,0.20779451249158104,1.320214585308215,,
XGB,3,0.752,0.7642,0.7543,0.7343,0.7768,0.752,0.734,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 231, 'clf__max_depth': 7, 'clf__learning_rate': 0.05915835515133712, 'clf__subsample': 0.6027289060069165, 'clf__colsample_bytree': 0.678478730605383, 'clf__min_child_weight': 9, 'clf__gamma': 0.3640724824246706, 'clf__reg_alpha': 1.650652960413362, 'clf__reg_lambda': 0.13698204629304878}",0.7222,1.0,0.8387,0.7083,0.7727,0.7391,0.8621,0.4902,0.625,all,f_classif,231.0,7.0,,,,,,0.05915835515133712,0.6027289060069165,0.678478730605383,9.0,0.3640724824246706,1.650652960413362,0.13698204629304878,,
XGB,4,0.8041,0.8208,0.8184,0.8073,0.8348,0.8041,0.8063,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__n_estimators': 69, 'clf__max_depth': 8, 'clf__learning_rate': 0.08681376873357713, 'clf__subsample': 0.7658066543831636, 'clf__colsample_bytree': 0.8264889384523106, 'clf__min_child_weight': 2, 'clf__gamma': 0.8109341262186349, 'clf__reg_alpha': 0.7914350311047033, 'clf__reg_lambda': 1.4869960737952375}",1.0,0.7105,0.8308,0.7391,0.8947,0.8095,0.7234,0.85,0.7816,52,f_classif,69.0,8.0,,,,,,0.08681376873357713,0.7658066543831636,0.8264889384523106,2.0,0.8109341262186349,0.7914350311047033,1.4869960737952375,,
XGB,5,0.8406,0.8326,0.8304,0.8302,0.8427,0.8406,0.8406,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__n_estimators': 181, 'clf__max_depth': 10, 'clf__learning_rate': 0.106227179898444, 'clf__subsample': 0.933962870207806, 'clf__colsample_bytree': 0.6094781646023328, 'clf__min_child_weight': 5, 'clf__gamma': 2.1522955412496665, 'clf__reg_alpha': 0.3872329567095867, 'clf__reg_lambda': 0.6406794705158333}",0.7692,0.8333,0.8,0.8824,0.7895,0.8333,0.8462,0.8684,0.8571,31,f_classif,181.0,10.0,,,,,,0.106227179898444,0.933962870207806,0.6094781646023328,5.0,2.1522955412496665,0.3872329567095867,0.6406794705158333,,
DT,1,0.5972,0.722,0.5401,0.4785,0.7003,0.5972,0.5324,52,f_classif,"{'selector__k': 52, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",1.0,0.0556,0.1053,0.5161,0.8,0.6275,0.65,0.7647,0.7027,52,f_classif,,2.0,20.0,10.0,sqrt,,balanced,,,,,,,,gini,best
DT,2,0.48,0.3341,0.5,0.3785,0.3492,0.48,0.3819,31,f_classif,"{'selector__k': 31, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 5, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",0.5714,0.5,0.5333,0.0,0.0,0.0,0.4308,1.0,0.6022,31,f_classif,,3.0,5.0,9.0,sqrt,,,,,,,,,,gini,random
