,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.5727,0.5233,0.523,0.5227,0.5686,0.5727,0.5702,"{'n_estimators': 111, 'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True}",111.0,6.0,7.0,4.0,log2,True,,,,,,,,,
1,RF,2,0.5878,0.5118,0.5162,0.4926,0.5509,0.5878,0.5537,"{'n_estimators': 385, 'max_depth': 6, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True}",385.0,6.0,14.0,4.0,log2,True,,,,,,,,,
2,RF,3,0.465,0.4474,0.4325,0.4317,0.456,0.465,0.4541,"{'n_estimators': 138, 'max_depth': 14, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'bootstrap': True}",138.0,14.0,17.0,5.0,sqrt,True,,,,,,,,,
3,RF,4,0.5706,0.5815,0.5011,0.4699,0.5831,0.5706,0.524,"{'n_estimators': 310, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': False}",310.0,4.0,10.0,10.0,log2,False,,,,,,,,,
4,RF,5,0.5534,0.6238,0.5195,0.4751,0.617,0.5534,0.4972,"{'n_estimators': 471, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True}",471.0,12.0,4.0,4.0,log2,True,,,,,,,,,
5,XGB,1,0.5744,0.5369,0.5347,0.5334,0.5793,0.5744,0.574,"{'n_estimators': 476, 'max_depth': 9, 'learning_rate': 0.029323105618991638, 'subsample': 0.6071847502459278, 'colsample_bytree': 0.9924283304357214, 'min_child_weight': 7, 'gamma': 4.865188803848123, 'reg_alpha': 1.2481670543447305, 'reg_lambda': 0.07959921215402954}",476.0,9.0,,,,,0.029323105618991638,0.6071847502459278,0.9924283304357214,7.0,4.865188803848123,1.2481670543447305,0.07959921215402954,,
6,XGB,2,0.5824,0.5185,0.5192,0.5053,0.5522,0.5824,0.5574,"{'n_estimators': 460, 'max_depth': 5, 'learning_rate': 0.021221481227704064, 'subsample': 0.866060239952989, 'colsample_bytree': 0.9531989055917266, 'min_child_weight': 9, 'gamma': 4.984671570683961, 'reg_alpha': 0.3659828678954391, 'reg_lambda': 0.6462529697042249}",460.0,5.0,,,,,0.021221481227704064,0.866060239952989,0.9531989055917266,9.0,4.984671570683961,0.3659828678954391,0.6462529697042249,,
7,XGB,3,0.4463,0.434,0.4108,0.4084,0.4393,0.4463,0.4323,"{'n_estimators': 55, 'max_depth': 9, 'learning_rate': 0.12799795956053983, 'subsample': 0.9999009990905835, 'colsample_bytree': 0.7347893550916099, 'min_child_weight': 2, 'gamma': 4.806293973214205, 'reg_alpha': 1.6909668135824454, 'reg_lambda': 1.513155968480305}",55.0,9.0,,,,,0.12799795956053983,0.9999009990905835,0.7347893550916099,2.0,4.806293973214205,1.6909668135824454,1.513155968480305,,
8,XGB,4,0.5935,0.5853,0.5388,0.5268,0.5934,0.5935,0.565,"{'n_estimators': 478, 'max_depth': 12, 'learning_rate': 0.011893091238508595, 'subsample': 0.7852992127584855, 'colsample_bytree': 0.9479822879217916, 'min_child_weight': 5, 'gamma': 4.468204482267119, 'reg_alpha': 1.5530971803006566, 'reg_lambda': 0.4201706316624406}",478.0,12.0,,,,,0.011893091238508595,0.7852992127584855,0.9479822879217916,5.0,4.468204482267119,1.5530971803006566,0.4201706316624406,,
9,XGB,5,0.5553,0.5805,0.5218,0.4782,0.5801,0.5553,0.5009,"{'n_estimators': 210, 'max_depth': 5, 'learning_rate': 0.06333268775321842, 'subsample': 0.6563696899899051, 'colsample_bytree': 0.9208787923016158, 'min_child_weight': 1, 'gamma': 4.9344346830025865, 'reg_alpha': 1.5444895385933148, 'reg_lambda': 0.3974313630683448}",210.0,5.0,,,,,0.06333268775321842,0.6563696899899051,0.9208787923016158,1.0,4.9344346830025865,1.5444895385933148,0.3974313630683448,,
10,DT,1,0.474,0.459,0.4453,0.4475,0.511,0.474,0.4886,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,19.0,9.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.5745,0.7156,0.4948,0.4361,0.6704,0.5745,0.5084,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 6, 'max_features': 'log2', 'splitter': 'best'}",,3.0,20.0,6.0,log2,,,,,,,,,entropy,best
12,DT,3,0.4182,0.3253,0.361,0.3226,0.3586,0.4182,0.3723,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'random'}",,2.0,8.0,9.0,,,,,,,,,,gini,random
13,DT,4,0.4924,0.3485,0.4221,0.3487,0.4146,0.4924,0.4106,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
14,DT,5,0.5277,0.3678,0.4968,0.4172,0.3974,0.5277,0.4477,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'log2', 'splitter': 'best'}",,2.0,19.0,3.0,log2,,,,,,,,,entropy,best
15,RF,MEAN,0.5499,0.5376,0.4985,0.4784,0.5551,0.5499,0.5198,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.049,0.0678,0.0378,0.0333,0.0605,0.049,0.0462,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5504,0.531,0.5051,0.4904,0.5489,0.5504,0.5259,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0598,0.0612,0.0533,0.0507,0.063,0.0598,0.0596,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.4974,0.4432,0.444,0.3944,0.4704,0.4974,0.4455,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0585,0.1605,0.0564,0.0555,0.1251,0.0585,0.0557,N/A,,,,,,,,,,,,,,,
