,Model,Fold,Accuracy,best_n_estimators,best_max_depth,best_min_samples_split,best_min_samples_leaf,best_max_features,best_bootstrap,best_learning_rate,best_subsample,best_colsample_bytree,best_min_child_weight,best_gamma,best_reg_alpha,best_reg_lambda,best_criterion,best_splitter
0,RF,1,0.5727,111.0,6.0,7.0,4.0,log2,True,,,,,,,,,
1,RF,2,0.5878,385.0,6.0,14.0,4.0,log2,True,,,,,,,,,
2,RF,3,0.465,138.0,14.0,17.0,5.0,sqrt,True,,,,,,,,,
3,RF,4,0.5706,310.0,4.0,10.0,10.0,log2,False,,,,,,,,,
4,RF,5,0.5534,471.0,12.0,4.0,4.0,log2,True,,,,,,,,,
5,XGB,1,0.5744,476.0,9.0,,,,,0.029323105618991638,0.6071847502459278,0.9924283304357214,7.0,4.865188803848123,1.2481670543447305,0.07959921215402954,,
6,XGB,2,0.5824,460.0,5.0,,,,,0.021221481227704064,0.866060239952989,0.9531989055917266,9.0,4.984671570683961,0.3659828678954391,0.6462529697042249,,
7,XGB,3,0.4463,55.0,9.0,,,,,0.12799795956053983,0.9999009990905835,0.7347893550916099,2.0,4.806293973214205,1.6909668135824454,1.513155968480305,,
8,XGB,4,0.5935,478.0,12.0,,,,,0.011893091238508595,0.7852992127584855,0.9479822879217916,5.0,4.468204482267119,1.5530971803006566,0.4201706316624406,,
9,XGB,5,0.5553,210.0,5.0,,,,,0.06333268775321842,0.6563696899899051,0.9208787923016158,1.0,4.9344346830025865,1.5444895385933148,0.3974313630683448,,
10,DT,1,0.474,,3.0,19.0,9.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.5745,,3.0,20.0,6.0,log2,,,,,,,,,entropy,best
12,DT,3,0.4182,,2.0,8.0,9.0,,,,,,,,,,gini,random
13,DT,4,0.4924,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
14,DT,5,0.5277,,2.0,19.0,3.0,log2,,,,,,,,,entropy,best
15,RF,MEAN,0.5499,,,,,,,,,,,,,,,
16,RF,STD,0.0438,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5504,,,,,,,,,,,,,,,
18,XGB,STD,0.0535,,,,,,,,,,,,,,,
19,DT,MEAN,0.4974,,,,,,,,,,,,,,,
20,DT,STD,0.0523,,,,,,,,,,,,,,,
