,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7469,0.755,0.748,0.7454,0.7556,0.7469,0.7452,0.7065,0.8342,0.765,0.8035,0.6618,0.7258,"{'n_estimators': 456, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",456.0,3.0,18.0,10.0,sqrt,False,,,,,,,,,
1,RF,2,0.6158,0.6143,0.6143,0.6143,0.6159,0.6158,0.6158,0.5892,0.5915,0.5903,0.6393,0.6371,0.6382,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
2,RF,3,0.6919,0.7022,0.7095,0.6908,0.7267,0.6919,0.6946,0.5826,0.7952,0.6725,0.8218,0.6237,0.7092,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
3,RF,4,0.725,0.718,0.7434,0.7152,0.7679,0.725,0.7324,0.5649,0.8,0.6622,0.8711,0.6869,0.7681,"{'n_estimators': 187, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",187.0,4.0,15.0,5.0,log2,True,,,,,,,,,
4,RF,5,0.7183,0.7241,0.7447,0.7136,0.7693,0.7183,0.7243,0.5695,0.8349,0.6771,0.8786,0.6544,0.7501,"{'n_estimators': 456, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",456.0,3.0,18.0,10.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7304,0.7304,0.7304,0.7304,0.7304,0.7304,0.7304,0.728,0.7252,0.7266,0.7329,0.7355,0.7342,"{'n_estimators': 371, 'max_depth': 3, 'learning_rate': 0.010103408311435604, 'subsample': 0.9549772951275721, 'colsample_bytree': 0.8852098043303755, 'min_child_weight': 9, 'gamma': 0.5291875003223137, 'reg_alpha': 1.6319631849002305, 'reg_lambda': 0.23451040173116228}",371.0,3.0,,,,,0.010103408311435604,0.9549772951275721,0.8852098043303755,9.0,0.5291875003223137,1.6319631849002305,0.23451040173116228,,
6,XGB,2,0.6112,0.6102,0.6105,0.6103,0.612,0.6112,0.6115,0.5823,0.5992,0.5906,0.6381,0.6218,0.6299,"{'n_estimators': 76, 'max_depth': 3, 'learning_rate': 0.045825875729001084, 'subsample': 0.609551079133909, 'colsample_bytree': 0.903956098111743, 'min_child_weight': 10, 'gamma': 0.9612558714669821, 'reg_alpha': 0.46530043261876175, 'reg_lambda': 0.29045803609312576}",76.0,3.0,,,,,0.045825875729001084,0.609551079133909,0.903956098111743,10.0,0.9612558714669821,0.46530043261876175,0.29045803609312576,,
7,XGB,3,0.6727,0.6745,0.682,0.6698,0.696,0.6727,0.6761,0.5692,0.7278,0.6388,0.7797,0.6363,0.7007,"{'n_estimators': 53, 'max_depth': 3, 'learning_rate': 0.03836361484047378, 'subsample': 0.6140376602934118, 'colsample_bytree': 0.9478569629509157, 'min_child_weight': 3, 'gamma': 2.707155962134186, 'reg_alpha': 0.34934665523130604, 'reg_lambda': 0.3062549222748277}",53.0,3.0,,,,,0.03836361484047378,0.6140376602934118,0.9478569629509157,3.0,2.707155962134186,0.34934665523130604,0.3062549222748277,,
8,XGB,4,0.7207,0.7007,0.7195,0.7039,0.7441,0.7207,0.7269,0.5678,0.7161,0.6334,0.8336,0.723,0.7744,"{'n_estimators': 69, 'max_depth': 3, 'learning_rate': 0.05321082652224747, 'subsample': 0.6870348055041698, 'colsample_bytree': 0.9961857375825197, 'min_child_weight': 2, 'gamma': 1.0851021291104805, 'reg_alpha': 1.0378423759281628, 'reg_lambda': 1.0327845433706495}",69.0,3.0,,,,,0.05321082652224747,0.6870348055041698,0.9961857375825197,2.0,1.0851021291104805,1.0378423759281628,1.0327845433706495,,
9,XGB,5,0.7196,0.7216,0.7423,0.7141,0.7652,0.7196,0.7257,0.5725,0.8198,0.6742,0.8708,0.6648,0.754,"{'n_estimators': 112, 'max_depth': 3, 'learning_rate': 0.052770210220780364, 'subsample': 0.8168566586383683, 'colsample_bytree': 0.8920676819956487, 'min_child_weight': 2, 'gamma': 0.794177568532054, 'reg_alpha': 0.4786480357607685, 'reg_lambda': 1.2941745774673123}",112.0,3.0,,,,,0.052770210220780364,0.8168566586383683,0.8920676819956487,2.0,0.794177568532054,0.4786480357607685,1.2941745774673123,,
