,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7244,0.7114,0.7319,0.7125,0.7535,0.7244,0.7307,0.5762,0.7561,0.654,0.8466,0.7077,0.7709,"{'n_estimators': 229, 'max_depth': 4, 'min_samples_split': 6, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'bootstrap': True}",229.0,4.0,6.0,7.0,sqrt,True,,,,,,,,,
1,RF,2,0.7274,0.7477,0.7491,0.7274,0.7701,0.7274,0.7278,0.6204,0.8725,0.7252,0.875,0.6257,0.7296,"{'n_estimators': 124, 'max_depth': 4, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': True}",124.0,4.0,3.0,9.0,sqrt,True,,,,,,,,,
2,RF,3,0.7456,0.7513,0.7489,0.7454,0.7538,0.7456,0.745,0.8031,0.6823,0.7378,0.6994,0.8155,0.753,"{'n_estimators': 424, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",424.0,3.0,18.0,9.0,sqrt,False,,,,,,,,,
3,RF,4,0.7914,0.8075,0.8263,0.7901,0.8491,0.7914,0.7944,0.6471,0.9612,0.7734,0.968,0.6914,0.8067,"{'n_estimators': 410, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",410.0,3.0,18.0,9.0,sqrt,False,,,,,,,,,
4,RF,5,0.6476,0.6493,0.6493,0.6476,0.6511,0.6476,0.6476,0.6159,0.6827,0.6476,0.6827,0.6159,0.6476,"{'n_estimators': 424, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",424.0,3.0,18.0,9.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7361,0.7194,0.7386,0.7225,0.7586,0.7361,0.7416,0.593,0.7463,0.6609,0.8457,0.7308,0.784,"{'n_estimators': 152, 'max_depth': 3, 'learning_rate': 0.01865366775523776, 'subsample': 0.8847336567517692, 'colsample_bytree': 0.9491532154959308, 'min_child_weight': 10, 'gamma': 4.458787236032236, 'reg_alpha': 1.349744966669258, 'reg_lambda': 1.3501798723097616}",152.0,3.0,,,,,0.01865366775523776,0.8847336567517692,0.9491532154959308,10.0,4.458787236032236,1.349744966669258,1.3501798723097616,,
6,XGB,2,0.7126,0.7089,0.7151,0.709,0.7226,0.7126,0.7147,0.631,0.7291,0.6765,0.7868,0.7011,0.7415,"{'n_estimators': 334, 'max_depth': 4, 'learning_rate': 0.012612584091319155, 'subsample': 0.6205376834071163, 'colsample_bytree': 0.7550752545291142, 'min_child_weight': 8, 'gamma': 2.1485328266340855, 'reg_alpha': 1.9161801556853124, 'reg_lambda': 0.30971919364840983}",334.0,4.0,,,,,0.012612584091319155,0.6205376834071163,0.7550752545291142,8.0,2.1485328266340855,1.9161801556853124,0.30971919364840983,,
7,XGB,3,0.7561,0.7613,0.7593,0.756,0.7639,0.7561,0.7557,0.8125,0.6957,0.7495,0.7102,0.8229,0.7624,"{'n_estimators': 66, 'max_depth': 3, 'learning_rate': 0.01456410117771576, 'subsample': 0.9021581437642234, 'colsample_bytree': 0.9736324415593712, 'min_child_weight': 7, 'gamma': 2.1723431274764886, 'reg_alpha': 1.1315533644785742, 'reg_lambda': 1.7577887959572762}",66.0,3.0,,,,,0.01456410117771576,0.9021581437642234,0.9736324415593712,7.0,2.1723431274764886,1.1315533644785742,1.7577887959572762,,
8,XGB,4,0.7914,0.8104,0.8283,0.7903,0.8532,0.7914,0.7942,0.6452,0.9709,0.7752,0.9756,0.6857,0.8054,"{'n_estimators': 96, 'max_depth': 3, 'learning_rate': 0.014632243226377533, 'subsample': 0.8800597473848983, 'colsample_bytree': 0.9962003402524737, 'min_child_weight': 10, 'gamma': 3.418673834537312, 'reg_alpha': 0.45119274316719116, 'reg_lambda': 1.3326042634388457}",96.0,3.0,,,,,0.014632243226377533,0.8800597473848983,0.9962003402524737,10.0,3.418673834537312,0.45119274316719116,1.3326042634388457,,
9,XGB,5,0.6571,0.6567,0.657,0.6567,0.6578,0.6571,0.6573,0.6342,0.6546,0.6443,0.6791,0.6594,0.6691,"{'n_estimators': 50, 'max_depth': 4, 'learning_rate': 0.03133761240137578, 'subsample': 0.6318989496466944, 'colsample_bytree': 0.6099332561231385, 'min_child_weight': 3, 'gamma': 0.007250058963767181, 'reg_alpha': 0.4711415097936561, 'reg_lambda': 1.2825200033665811}",50.0,4.0,,,,,0.03133761240137578,0.6318989496466944,0.6099332561231385,3.0,0.007250058963767181,0.4711415097936561,1.2825200033665811,,
