,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.7836,0.769,0.7414,0.7509,0.7792,0.7836,0.7778,0.7347,0.6,0.6606,0.8033,0.8829,0.8412,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'random'}",,2.0,4.0,4.0,,,,,,,,,,entropy,random
11,DT,2,0.6481,0.6731,0.6895,0.6451,0.7322,0.6481,0.6557,0.4891,0.8182,0.6122,0.8571,0.5607,0.678,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 14, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'best'}",,2.0,14.0,9.0,,,,,,,,,,gini,best
12,DT,3,0.6544,0.6597,0.6634,0.6535,0.6743,0.6544,0.6564,0.5694,0.7193,0.6357,0.75,0.6076,0.6713,"{'criterion': 'entropy', 'max_depth': 9, 'min_samples_split': 13, 'min_samples_leaf': 4, 'max_features': 'log2', 'splitter': 'random'}",,9.0,13.0,4.0,log2,,,,,,,,,entropy,random
13,DT,4,0.6839,0.7445,0.7162,0.6801,0.7691,0.6839,0.6749,0.5798,0.9324,0.715,0.9091,0.5,0.6452,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'best'}",,3.0,16.0,7.0,log2,,,,,,,,,entropy,best
14,DT,5,0.6781,0.6918,0.6843,0.6762,0.6955,0.6781,0.6749,0.7586,0.5714,0.6519,0.625,0.7971,0.7006,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'splitter': 'best'}",,2.0,20.0,10.0,sqrt,,,,,,,,,gini,best
15,RF,MEAN,0.7273,0.7327,0.7355,0.7213,0.7556,0.7273,0.7289,0.6402,0.7862,0.6993,0.8251,0.6848,0.7432,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0616,0.0563,0.0514,0.0604,0.0444,0.0616,0.058,0.103,0.104,0.0792,0.0762,0.1005,0.0629,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7157,0.7201,0.7186,0.7066,0.7411,0.7157,0.7161,0.6393,0.7403,0.6752,0.801,0.6969,0.7379,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0553,0.0502,0.0469,0.0538,0.039,0.0553,0.0508,0.1019,0.138,0.081,0.0819,0.1137,0.0606,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.6896,0.7076,0.699,0.6812,0.7301,0.6896,0.6879,0.6263,0.7283,0.6551,0.7889,0.6697,0.7073,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0547,0.0471,0.0303,0.0417,0.0454,0.0547,0.0511,0.1156,0.1507,0.0382,0.1092,0.163,0.0774,N/A,,,,,,,,,,,,,,,
