,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7661,0.7433,0.7394,0.7412,0.7644,0.7661,0.7651,0.6724,0.65,0.661,0.8142,0.8288,0.8214,"{'n_estimators': 490, 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': True}",490.0,3.0,16.0,9.0,sqrt,True,,,,,,,,,
1,RF,2,0.6235,0.6431,0.6575,0.6193,0.6997,0.6235,0.6321,0.4667,0.7636,0.5793,0.8194,0.5514,0.6592,"{'n_estimators': 305, 'max_depth': 5, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': None, 'bootstrap': True}",305.0,5.0,15.0,8.0,,True,,,,,,,,,
2,RF,3,0.7794,0.7953,0.7979,0.7794,0.8147,0.7794,0.7799,0.6753,0.9123,0.7761,0.9153,0.6835,0.7826,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
3,RF,4,0.7414,0.7566,0.7574,0.7414,0.773,0.7414,0.7416,0.6465,0.8649,0.7399,0.8667,0.65,0.7429,"{'n_estimators': 407, 'max_depth': 3, 'min_samples_split': 9, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': False}",407.0,3.0,9.0,10.0,log2,False,,,,,,,,,
4,RF,5,0.726,0.7252,0.7252,0.7252,0.726,0.726,0.726,0.7403,0.7403,0.7403,0.7101,0.7101,0.7101,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7485,0.7275,0.6991,0.7076,0.7414,0.7485,0.7402,0.6809,0.5333,0.5981,0.7742,0.8649,0.817,"{'n_estimators': 157, 'max_depth': 3, 'learning_rate': 0.010445156085383987, 'subsample': 0.6020141973275867, 'colsample_bytree': 0.6044948707360812, 'min_child_weight': 3, 'gamma': 4.586753972659338, 'reg_alpha': 1.7192849017799288, 'reg_lambda': 1.3155459825767222}",157.0,3.0,,,,,0.010445156085383987,0.6020141973275867,0.6044948707360812,3.0,4.586753972659338,1.7192849017799288,1.3155459825767222,,
6,XGB,2,0.6235,0.6431,0.6575,0.6193,0.6997,0.6235,0.6321,0.4667,0.7636,0.5793,0.8194,0.5514,0.6592,"{'n_estimators': 266, 'max_depth': 9, 'learning_rate': 0.011123576327822128, 'subsample': 0.8731100166742602, 'colsample_bytree': 0.7855332470806939, 'min_child_weight': 10, 'gamma': 1.1247175623469865, 'reg_alpha': 1.5204850877298473, 'reg_lambda': 1.3560928917483612}",266.0,9.0,,,,,0.011123576327822128,0.8731100166742602,0.7855332470806939,10.0,1.1247175623469865,1.5204850877298473,1.3560928917483612,,
7,XGB,3,0.7426,0.7483,0.7541,0.742,0.7637,0.7426,0.7441,0.6528,0.8246,0.7287,0.8438,0.6835,0.7552,"{'n_estimators': 219, 'max_depth': 9, 'learning_rate': 0.09352928070030488, 'subsample': 0.8561425476506919, 'colsample_bytree': 0.7799202819799371, 'min_child_weight': 10, 'gamma': 4.642489042872932, 'reg_alpha': 1.7213010390136145, 'reg_lambda': 0.5869065923314525}",219.0,9.0,,,,,0.09352928070030488,0.8561425476506919,0.7799202819799371,10.0,4.642489042872932,1.7213010390136145,0.5869065923314525,,
8,XGB,4,0.7586,0.7759,0.7759,0.7586,0.7933,0.7586,0.7586,0.66,0.8919,0.7586,0.8919,0.66,0.7586,"{'n_estimators': 158, 'max_depth': 8, 'learning_rate': 0.010751269512457664, 'subsample': 0.8541474802136597, 'colsample_bytree': 0.6029163558152026, 'min_child_weight': 1, 'gamma': 4.957366471897871, 'reg_alpha': 1.4728048202016397, 'reg_lambda': 1.5223966419719628}",158.0,8.0,,,,,0.010751269512457664,0.8541474802136597,0.6029163558152026,1.0,4.957366471897871,1.4728048202016397,1.5223966419719628,,
9,XGB,5,0.7055,0.7059,0.7065,0.7054,0.7075,0.7055,0.7057,0.7361,0.6883,0.7114,0.6757,0.7246,0.6993,"{'n_estimators': 210, 'max_depth': 5, 'learning_rate': 0.06333268775321842, 'subsample': 0.6563696899899051, 'colsample_bytree': 0.9208787923016158, 'min_child_weight': 1, 'gamma': 4.9344346830025865, 'reg_alpha': 1.5444895385933148, 'reg_lambda': 0.3974313630683448}",210.0,5.0,,,,,0.06333268775321842,0.6563696899899051,0.9208787923016158,1.0,4.9344346830025865,1.5444895385933148,0.3974313630683448,,
