,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6068,0.592,0.5887,0.5892,0.6018,0.6068,0.6032,0.5328,0.4783,0.504,0.6513,0.6991,0.6743,"{'n_estimators': 368, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'bootstrap': False}",368.0,4.0,10.0,5.0,sqrt,False,,,,,,,,,
1,RF,2,0.6351,0.6518,0.6459,0.6336,0.6587,0.6351,0.6315,0.5744,0.7671,0.6569,0.7292,0.5247,0.6103,"{'n_estimators': 380, 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': None, 'bootstrap': False}",380.0,3.0,14.0,5.0,,False,,,,,,,,,
2,RF,3,0.7579,0.7652,0.7554,0.7548,0.7641,0.7579,0.7556,0.8028,0.6654,0.7277,0.7276,0.8453,0.782,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
3,RF,4,0.7505,0.7512,0.7476,0.7483,0.7509,0.7505,0.7496,0.756,0.696,0.7248,0.7463,0.7992,0.7719,"{'n_estimators': 276, 'max_depth': 3, 'min_samples_split': 15, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",276.0,3.0,15.0,9.0,sqrt,False,,,,,,,,,
4,RF,5,0.7962,0.7423,0.7757,0.7541,0.816,0.7962,0.8028,0.588,0.7326,0.6524,0.8966,0.8187,0.8559,"{'n_estimators': 60, 'max_depth': 5, 'min_samples_split': 18, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",60.0,5.0,18.0,5.0,log2,True,,,,,,,,,
5,XGB,1,0.6015,0.5896,0.5891,0.5893,0.6005,0.6015,0.601,0.5234,0.5141,0.5187,0.6558,0.6642,0.66,"{'n_estimators': 180, 'max_depth': 3, 'learning_rate': 0.01602665567338633, 'subsample': 0.7045562334691738, 'colsample_bytree': 0.6571668560147156, 'min_child_weight': 9, 'gamma': 0.11614066779852206, 'reg_alpha': 1.941389610975628, 'reg_lambda': 0.3073507478757792}",180.0,3.0,,,,,0.01602665567338633,0.7045562334691738,0.6571668560147156,9.0,0.11614066779852206,1.941389610975628,0.3073507478757792,,
6,XGB,2,0.6513,0.6501,0.6512,0.6501,0.6537,0.6513,0.652,0.6102,0.6491,0.629,0.69,0.6532,0.6711,"{'n_estimators': 358, 'max_depth': 3, 'learning_rate': 0.01027383898668611, 'subsample': 0.7001689852647316, 'colsample_bytree': 0.9374041860940409, 'min_child_weight': 2, 'gamma': 2.420567028593851, 'reg_alpha': 0.6616579190221874, 'reg_lambda': 1.2806309176921558}",358.0,3.0,,,,,0.01027383898668611,0.7001689852647316,0.9374041860940409,2.0,2.420567028593851,0.6616579190221874,1.2806309176921558,,
7,XGB,3,0.659,0.6719,0.6547,0.6485,0.6708,0.659,0.6501,0.7127,0.5,0.5877,0.6311,0.8094,0.7092,"{'n_estimators': 401, 'max_depth': 8, 'learning_rate': 0.019929485293110217, 'subsample': 0.9165361913165876, 'colsample_bytree': 0.7881312976766603, 'min_child_weight': 9, 'gamma': 4.753544988276152, 'reg_alpha': 0.7254592099636309, 'reg_lambda': 1.3350419570831598}",401.0,8.0,,,,,0.019929485293110217,0.9165361913165876,0.7881312976766603,9.0,4.753544988276152,0.7254592099636309,1.3350419570831598,,
8,XGB,4,0.736,0.739,0.7315,0.7321,0.738,0.736,0.7339,0.7551,0.652,0.6998,0.7228,0.811,0.7644,"{'n_estimators': 84, 'max_depth': 3, 'learning_rate': 0.039173194051155505, 'subsample': 0.8528449636166299, 'colsample_bytree': 0.8754006721464518, 'min_child_weight': 2, 'gamma': 0.6155467087603368, 'reg_alpha': 0.410669417840048, 'reg_lambda': 0.5732501707247072}",84.0,3.0,,,,,0.039173194051155505,0.8528449636166299,0.8754006721464518,2.0,0.6155467087603368,0.410669417840048,0.5732501707247072,,
9,XGB,5,0.7872,0.7296,0.7548,0.7393,0.8022,0.7872,0.7927,0.5775,0.6872,0.6276,0.8816,0.8225,0.851,"{'n_estimators': 430, 'max_depth': 3, 'learning_rate': 0.013311477933563892, 'subsample': 0.9102397600868964, 'colsample_bytree': 0.6610248354839828, 'min_child_weight': 9, 'gamma': 1.0317634644804474, 'reg_alpha': 0.47249014449227733, 'reg_lambda': 0.9356853227116683}",430.0,3.0,,,,,0.013311477933563892,0.9102397600868964,0.6610248354839828,9.0,1.0317634644804474,0.47249014449227733,0.9356853227116683,,
