,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6512,0.4098,0.5206,0.4577,0.5283,0.6512,0.5825,"{'n_estimators': 417, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",417.0,3.0,18.0,9.0,sqrt,False,,,,,,,,,
1,RF,2,0.4372,0.392,0.4182,0.3689,0.4012,0.4372,0.3841,"{'n_estimators': 346, 'max_depth': 6, 'min_samples_split': 19, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True}",346.0,6.0,19.0,4.0,log2,True,,,,,,,,,
2,RF,3,0.5473,0.5358,0.4971,0.486,0.5536,0.5473,0.5267,"{'n_estimators': 226, 'max_depth': 7, 'min_samples_split': 12, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': True}",226.0,7.0,12.0,10.0,sqrt,True,,,,,,,,,
3,RF,4,0.5359,0.4878,0.4924,0.4794,0.5447,0.5359,0.5288,"{'n_estimators': 162, 'max_depth': 7, 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False}",162.0,7.0,16.0,9.0,log2,False,,,,,,,,,
4,RF,5,0.6189,0.6702,0.538,0.4883,0.6844,0.6189,0.5718,"{'n_estimators': 450, 'max_depth': 5, 'min_samples_split': 13, 'min_samples_leaf': 8, 'max_features': 'log2', 'bootstrap': False}",450.0,5.0,13.0,8.0,log2,False,,,,,,,,,
5,XGB,1,0.7027,0.7029,0.6244,0.6318,0.7121,0.7027,0.687,"{'n_estimators': 154, 'max_depth': 3, 'learning_rate': 0.0335729817675125, 'subsample': 0.7468468855758761, 'colsample_bytree': 0.8250122810664506, 'min_child_weight': 5, 'gamma': 3.5329744661229174, 'reg_alpha': 1.2143685480664512, 'reg_lambda': 0.5345658993343937}",154.0,3.0,,,,,0.0335729817675125,0.7468468855758761,0.8250122810664506,5.0,3.5329744661229174,1.2143685480664512,0.5345658993343937,,
6,XGB,2,0.406,0.375,0.3886,0.3591,0.3833,0.406,0.3724,"{'n_estimators': 99, 'max_depth': 3, 'learning_rate': 0.039108913612204844, 'subsample': 0.7727431143998708, 'colsample_bytree': 0.9492504026639947, 'min_child_weight': 6, 'gamma': 1.2624552854106552, 'reg_alpha': 0.614348638963732, 'reg_lambda': 1.9786919006534194}",99.0,3.0,,,,,0.039108913612204844,0.7727431143998708,0.9492504026639947,6.0,1.2624552854106552,0.614348638963732,1.9786919006534194,,
7,XGB,3,0.5436,0.5301,0.5201,0.5144,0.5597,0.5436,0.5395,"{'n_estimators': 167, 'max_depth': 11, 'learning_rate': 0.012637124713745361, 'subsample': 0.6999862492333339, 'colsample_bytree': 0.6689718860925683, 'min_child_weight': 3, 'gamma': 3.9956667101033685, 'reg_alpha': 1.673779688047131, 'reg_lambda': 1.1325729433816347}",167.0,11.0,,,,,0.012637124713745361,0.6999862492333339,0.6689718860925683,3.0,3.9956667101033685,1.673779688047131,1.1325729433816347,,
8,XGB,4,0.4907,0.4651,0.4679,0.4615,0.514,0.4907,0.4966,"{'n_estimators': 452, 'max_depth': 6, 'learning_rate': 0.026938661884427346, 'subsample': 0.8057716223201136, 'colsample_bytree': 0.789281867907875, 'min_child_weight': 5, 'gamma': 2.7873506083198976, 'reg_alpha': 0.5400079796035442, 'reg_lambda': 0.16113807922047269}",452.0,6.0,,,,,0.026938661884427346,0.8057716223201136,0.789281867907875,5.0,2.7873506083198976,0.5400079796035442,0.16113807922047269,,
9,XGB,5,0.6097,0.5819,0.5425,0.5226,0.6201,0.6097,0.5868,"{'n_estimators': 71, 'max_depth': 3, 'learning_rate': 0.02076245207434494, 'subsample': 0.7432189351569813, 'colsample_bytree': 0.9065865784013705, 'min_child_weight': 1, 'gamma': 2.1600267226569043, 'reg_alpha': 0.5628339227143941, 'reg_lambda': 1.7368965790717363}",71.0,3.0,,,,,0.02076245207434494,0.7432189351569813,0.9065865784013705,1.0,2.1600267226569043,0.5628339227143941,1.7368965790717363,,
10,DT,1,0.6019,0.3757,0.4759,0.4177,0.4992,0.6019,0.5436,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.4122,0.3849,0.3973,0.3544,0.3936,0.4122,0.3678,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 20, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",,4.0,20.0,8.0,sqrt,,,,,,,,,gini,best
12,DT,3,0.4995,0.4765,0.4597,0.449,0.4923,0.4995,0.4805,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 19, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'random'}",,4.0,19.0,4.0,,,,,,,,,,entropy,random
13,DT,4,0.4586,0.4102,0.4218,0.396,0.4676,0.4586,0.4409,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 5, 'max_features': 'log2', 'splitter': 'best'}",,3.0,14.0,5.0,log2,,,,,,,,,gini,best
14,DT,5,0.574,0.5389,0.5015,0.473,0.5882,0.574,0.5475,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 18, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'splitter': 'best'}",,4.0,18.0,1.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5581,0.4991,0.4933,0.4561,0.5424,0.5581,0.5188,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0831,0.112,0.0458,0.0502,0.1005,0.0831,0.0793,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5505,0.531,0.5087,0.4979,0.5578,0.5505,0.5365,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.1131,0.1233,0.0877,0.0992,0.1225,0.1131,0.1159,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.5092,0.4372,0.4512,0.418,0.4882,0.5092,0.4761,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0788,0.0692,0.0418,0.0461,0.0698,0.0788,0.0752,N/A,,,,,,,,,,,,,,,
