,Model,Fold,Accuracy,best_n_estimators,best_max_depth,best_min_samples_split,best_min_samples_leaf,best_max_features,best_bootstrap,best_learning_rate,best_subsample,best_colsample_bytree,best_min_child_weight,best_gamma,best_reg_alpha,best_reg_lambda,best_criterion,best_splitter
0,RF,1,0.7078,121.0,5.0,5.0,8.0,log2,True,,,,,,,,,
1,RF,2,0.4409,409.0,5.0,12.0,7.0,log2,True,,,,,,,,,
2,RF,3,0.5043,427.0,10.0,9.0,7.0,log2,True,,,,,,,,,
3,RF,4,0.5747,107.0,6.0,10.0,7.0,log2,True,,,,,,,,,
4,RF,5,0.5705,392.0,6.0,9.0,3.0,log2,False,,,,,,,,,
5,XGB,1,0.7304,267.0,3.0,,,,,0.011942961398392175,0.8362161072208332,0.6650434056953325,8.0,4.111059872032159,1.1295342320678308,0.33755162116431925,,
6,XGB,2,0.4882,442.0,7.0,,,,,0.0451776229508803,0.7437563076985625,0.6465958856659794,5.0,4.449930961681823,1.0260674206823945,0.0023643877697438523,,
7,XGB,3,0.5145,431.0,9.0,,,,,0.021925313108593154,0.6033441195093107,0.7766490421270443,7.0,4.216638442959628,1.3764590239003986,0.9228096789737752,,
8,XGB,4,0.5724,167.0,3.0,,,,,0.01018956435859667,0.8290973248460497,0.9622383611178279,3.0,1.1626674118770999,0.6907404692479169,1.2140427621801761,,
9,XGB,5,0.53,69.0,3.0,,,,,0.014335768545576983,0.8099007107849233,0.6997985580564803,1.0,0.32811473320534923,1.494490752662525,0.07928985807784107,,
10,DT,1,0.6425,,5.0,18.0,2.0,log2,,,,,,,,,entropy,best
11,DT,2,0.4659,,3.0,17.0,10.0,log2,,,,,,,,,gini,best
12,DT,3,0.4519,,5.0,6.0,1.0,sqrt,,,,,,,,,entropy,random
13,DT,4,0.5385,,6.0,12.0,3.0,log2,,,,,,,,,entropy,random
14,DT,5,0.5316,,1.0,17.0,8.0,log2,,,,,,,,,gini,best
15,RF,MEAN,0.5596,,,,,,,,,,,,,,,
16,RF,STD,0.0889,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5671,,,,,,,,,,,,,,,
18,XGB,STD,0.0861,,,,,,,,,,,,,,,
19,DT,MEAN,0.5261,,,,,,,,,,,,,,,
20,DT,STD,0.0676,,,,,,,,,,,,,,,
