,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.5986,0.6499,0.5387,0.4724,0.6913,0.5986,0.5363,"{'n_estimators': 174, 'max_depth': 5, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True}",174.0,5.0,4.0,2.0,log2,True,,,,,,,,,
1,RF,2,0.4388,0.4087,0.4121,0.3692,0.422,0.4388,0.3945,"{'n_estimators': 127, 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': True}",127.0,4.0,16.0,6.0,log2,True,,,,,,,,,
2,RF,3,0.5325,0.5106,0.5279,0.4624,0.612,0.5325,0.5132,"{'n_estimators': 187, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",187.0,4.0,15.0,5.0,log2,True,,,,,,,,,
3,RF,4,0.5276,0.5221,0.4764,0.4718,0.5685,0.5276,0.5273,"{'n_estimators': 473, 'max_depth': 7, 'min_samples_split': 18, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False}",473.0,7.0,18.0,7.0,log2,False,,,,,,,,,
4,RF,5,0.6043,0.6416,0.5215,0.4919,0.6255,0.6043,0.5553,"{'n_estimators': 248, 'max_depth': 5, 'min_samples_split': 19, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': False}",248.0,5.0,19.0,6.0,log2,False,,,,,,,,,
5,XGB,1,0.5877,0.5993,0.5526,0.5071,0.6489,0.5877,0.5604,"{'n_estimators': 133, 'max_depth': 3, 'learning_rate': 0.06113731055158916, 'subsample': 0.8770452850049631, 'colsample_bytree': 0.8825539813538574, 'min_child_weight': 2, 'gamma': 4.525809323564775, 'reg_alpha': 1.6647988845035437, 'reg_lambda': 1.1674546545138258}",133.0,3.0,,,,,0.06113731055158916,0.8770452850049631,0.8825539813538574,2.0,4.525809323564775,1.6647988845035437,1.1674546545138258,,
6,XGB,2,0.4451,0.4503,0.4211,0.4127,0.4553,0.4451,0.43,"{'n_estimators': 437, 'max_depth': 10, 'learning_rate': 0.01697448911598911, 'subsample': 0.661391121064335, 'colsample_bytree': 0.9848355620628402, 'min_child_weight': 8, 'gamma': 4.572269886602276, 'reg_alpha': 1.051838561977462, 'reg_lambda': 0.3423968392991469}",437.0,10.0,,,,,0.01697448911598911,0.661391121064335,0.9848355620628402,8.0,4.572269886602276,1.051838561977462,0.3423968392991469,,
7,XGB,3,0.565,0.5422,0.5689,0.5216,0.6329,0.565,0.5605,"{'n_estimators': 274, 'max_depth': 5, 'learning_rate': 0.047246527645281484, 'subsample': 0.6014398847131033, 'colsample_bytree': 0.9880271934157469, 'min_child_weight': 1, 'gamma': 4.068409044678129, 'reg_alpha': 1.9880162837166937, 'reg_lambda': 0.0772795773279018}",274.0,5.0,,,,,0.047246527645281484,0.6014398847131033,0.9880271934157469,1.0,4.068409044678129,1.9880162837166937,0.0772795773279018,,
8,XGB,4,0.5195,0.4865,0.4889,0.4807,0.5501,0.5195,0.5266,"{'n_estimators': 401, 'max_depth': 7, 'learning_rate': 0.018207090469720015, 'subsample': 0.8659515464845774, 'colsample_bytree': 0.7578493757750058, 'min_child_weight': 5, 'gamma': 4.101887310454726, 'reg_alpha': 0.80967725901645, 'reg_lambda': 0.026358428761846797}",401.0,7.0,,,,,0.018207090469720015,0.8659515464845774,0.7578493757750058,5.0,4.101887310454726,0.80967725901645,0.026358428761846797,,
9,XGB,5,0.5896,0.5402,0.5353,0.5318,0.571,0.5896,0.5755,"{'n_estimators': 171, 'max_depth': 3, 'learning_rate': 0.044769565092851744, 'subsample': 0.802565611873692, 'colsample_bytree': 0.7193483013121793, 'min_child_weight': 2, 'gamma': 4.126632401033405, 'reg_alpha': 1.8456397480143079, 'reg_lambda': 0.8971266923828375}",171.0,3.0,,,,,0.044769565092851744,0.802565611873692,0.7193483013121793,2.0,4.126632401033405,1.8456397480143079,0.8971266923828375,,
