,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.5616,0.3447,0.492,0.4017,0.4197,0.5616,0.4776,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 4, 'min_samples_leaf': 8, 'max_features': None, 'splitter': 'random'}",,2.0,4.0,8.0,,,,,,,,,,entropy,random
11,DT,2,0.4477,0.2973,0.4135,0.3447,0.3273,0.4477,0.3769,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
12,DT,3,0.4889,0.4565,0.4857,0.4096,0.5615,0.4889,0.4608,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,10.0,8.0,sqrt,,,,,,,,,gini,best
13,DT,4,0.5115,0.3451,0.4143,0.367,0.4639,0.5115,0.4759,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 6, 'max_features': 'log2', 'splitter': 'best'}",,3.0,16.0,6.0,log2,,,,,,,,,entropy,best
14,DT,5,0.5132,0.3517,0.4331,0.3836,0.4188,0.5132,0.4558,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5404,0.5466,0.4953,0.4535,0.5839,0.5404,0.5053,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0671,0.1008,0.0522,0.0484,0.1006,0.0671,0.0638,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5414,0.5237,0.5134,0.4908,0.5716,0.5414,0.5306,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0608,0.0572,0.0596,0.0477,0.077,0.0608,0.059,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.5046,0.3591,0.4477,0.3813,0.4382,0.5046,0.4494,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0414,0.0587,0.0384,0.0263,0.085,0.0414,0.0416,N/A,,,,,,,,,,,,,,,
