,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6281,0.5983,0.5964,0.5972,0.6267,0.6281,0.6273,"{'n_estimators': 449, 'max_depth': 11, 'min_samples_split': 6, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': True}",449.0,11.0,6.0,10.0,log2,True,,,,,,,,,
1,RF,2,0.6042,0.6017,0.5629,0.5201,0.6129,0.6042,0.555,"{'n_estimators': 348, 'max_depth': 8, 'min_samples_split': 11, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': True}",348.0,8.0,11.0,6.0,log2,True,,,,,,,,,
2,RF,3,0.5385,0.47,0.4695,0.4625,0.5101,0.5385,0.5177,"{'n_estimators': 157, 'max_depth': 5, 'min_samples_split': 18, 'min_samples_leaf': 6, 'max_features': None, 'bootstrap': True}",157.0,5.0,18.0,6.0,,True,,,,,,,,,
3,RF,4,0.4051,0.3686,0.3457,0.346,0.3963,0.4051,0.3935,"{'n_estimators': 217, 'max_depth': 4, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': False}",217.0,4.0,17.0,5.0,log2,False,,,,,,,,,
4,RF,5,0.6798,0.7129,0.6058,0.6236,0.6938,0.6798,0.66,"{'n_estimators': 377, 'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': True}",377.0,6.0,4.0,10.0,log2,True,,,,,,,,,
5,XGB,1,0.634,0.614,0.615,0.6143,0.6371,0.634,0.6353,"{'n_estimators': 403, 'max_depth': 3, 'learning_rate': 0.05237572043597848, 'subsample': 0.732105622087776, 'colsample_bytree': 0.689263016993851, 'min_child_weight': 1, 'gamma': 4.4369908604358095, 'reg_alpha': 1.6518056878940546, 'reg_lambda': 1.6631487480025022}",403.0,3.0,,,,,0.05237572043597848,0.732105622087776,0.689263016993851,1.0,4.4369908604358095,1.6518056878940546,1.6631487480025022,,
6,XGB,2,0.6004,0.592,0.5706,0.5568,0.6037,0.6004,0.5803,"{'n_estimators': 192, 'max_depth': 5, 'learning_rate': 0.09468763086391122, 'subsample': 0.9385448512112797, 'colsample_bytree': 0.8437876276776834, 'min_child_weight': 9, 'gamma': 3.9184677863792885, 'reg_alpha': 1.5203222083579795, 'reg_lambda': 1.4336788714018627}",192.0,5.0,,,,,0.09468763086391122,0.9385448512112797,0.8437876276776834,9.0,3.9184677863792885,1.5203222083579795,1.4336788714018627,,
7,XGB,3,0.5952,0.5809,0.5309,0.533,0.5865,0.5952,0.573,"{'n_estimators': 98, 'max_depth': 9, 'learning_rate': 0.06508919316196791, 'subsample': 0.6264905670847752, 'colsample_bytree': 0.8747422165743509, 'min_child_weight': 1, 'gamma': 4.995046299254978, 'reg_alpha': 1.9561848684275331, 'reg_lambda': 1.1590054347994299}",98.0,9.0,,,,,0.06508919316196791,0.6264905670847752,0.8747422165743509,1.0,4.995046299254978,1.9561848684275331,1.1590054347994299,,
8,XGB,4,0.386,0.3499,0.3521,0.3509,0.3872,0.386,0.3865,"{'n_estimators': 441, 'max_depth': 8, 'learning_rate': 0.01421390724130236, 'subsample': 0.8139898563851254, 'colsample_bytree': 0.6226517360583484, 'min_child_weight': 2, 'gamma': 4.607192914768046, 'reg_alpha': 1.9941449218437786, 'reg_lambda': 1.839206620815206}",441.0,8.0,,,,,0.01421390724130236,0.8139898563851254,0.6226517360583484,2.0,4.607192914768046,1.9941449218437786,1.839206620815206,,
9,XGB,5,0.6279,0.6001,0.5734,0.5804,0.6176,0.6279,0.6167,"{'n_estimators': 305, 'max_depth': 6, 'learning_rate': 0.011846171693001608, 'subsample': 0.7422523852977112, 'colsample_bytree': 0.6709990438272081, 'min_child_weight': 10, 'gamma': 2.870990087646084, 'reg_alpha': 1.620915278281347, 'reg_lambda': 0.9400171627018556}",305.0,6.0,,,,,0.011846171693001608,0.7422523852977112,0.6709990438272081,10.0,2.870990087646084,1.620915278281347,0.9400171627018556,,
10,DT,1,0.5388,0.3655,0.4585,0.4024,0.4309,0.5388,0.4737,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'splitter': 'random'}",,1.0,9.0,2.0,log2,,,,,,,,,gini,random
11,DT,2,0.527,0.4381,0.4895,0.4545,0.4645,0.527,0.4872,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 3, 'min_samples_leaf': 6, 'max_features': None, 'splitter': 'best'}",,3.0,3.0,6.0,,,,,,,,,,entropy,best
12,DT,3,0.5733,0.3789,0.4701,0.4172,0.4554,0.5733,0.5047,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2', 'splitter': 'random'}",,2.0,6.0,3.0,log2,,,,,,,,,entropy,random
13,DT,4,0.3828,0.2562,0.3069,0.2773,0.3278,0.3828,0.351,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': None, 'splitter': 'random'}",,1.0,2.0,3.0,,,,,,,,,,entropy,random
14,DT,5,0.553,0.4263,0.4475,0.4218,0.4944,0.553,0.5127,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'best'}",,4.0,16.0,7.0,log2,,,,,,,,,entropy,best
15,RF,MEAN,0.5711,0.5503,0.5161,0.5099,0.568,0.5711,0.5507,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.1058,0.1331,0.1094,0.1115,0.1163,0.1058,0.1044,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5687,0.5474,0.5284,0.5271,0.5664,0.5687,0.5584,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.1035,0.1111,0.1029,0.103,0.1019,0.1035,0.0994,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.515,0.373,0.4345,0.3946,0.4346,0.515,0.4659,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0759,0.0721,0.073,0.0683,0.0639,0.0759,0.066,N/A,,,,,,,,,,,,,,,
