,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6639,0.6629,0.6517,0.6515,0.6633,0.6639,0.658,0.6667,0.7761,0.7172,0.6591,0.5273,0.5859,"{'n_estimators': 498, 'max_depth': 6, 'min_samples_split': 4, 'min_samples_leaf': 6, 'max_features': None, 'bootstrap': True}",498.0,6.0,4.0,6.0,,True,,,,,,,,,
1,RF,2,0.6243,0.6121,0.6084,0.6092,0.6201,0.6243,0.6212,0.5606,0.5068,0.5324,0.6636,0.71,0.686,"{'n_estimators': 330, 'max_depth': 4, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",330.0,4.0,20.0,9.0,sqrt,False,,,,,,,,,
2,RF,3,0.7825,0.7642,0.7779,0.7689,0.7918,0.7825,0.7852,0.6696,0.7624,0.713,0.8588,0.7935,0.8249,"{'n_estimators': 426, 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': False}",426.0,3.0,16.0,9.0,,False,,,,,,,,,
3,RF,4,0.8526,0.8493,0.8764,0.8493,0.8832,0.8526,0.8553,0.7237,0.9649,0.8271,0.975,0.7879,0.8715,"{'n_estimators': 476, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",476.0,3.0,19.0,10.0,sqrt,False,,,,,,,,,
4,RF,5,0.6746,0.6908,0.6881,0.6744,0.7026,0.6746,0.6734,0.596,0.7973,0.6821,0.7857,0.5789,0.6667,"{'n_estimators': 415, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",415.0,3.0,18.0,10.0,sqrt,False,,,,,,,,,
5,XGB,1,0.6803,0.677,0.6764,0.6767,0.6799,0.6803,0.68,0.7059,0.7164,0.7111,0.6481,0.6364,0.6422,"{'n_estimators': 92, 'max_depth': 4, 'learning_rate': 0.03155296820425391, 'subsample': 0.9708509443575071, 'colsample_bytree': 0.7578869068699705, 'min_child_weight': 2, 'gamma': 4.981358802732557, 'reg_alpha': 1.828299236638084, 'reg_lambda': 1.248206022446692}",92.0,4.0,,,,,0.03155296820425391,0.9708509443575071,0.7578869068699705,2.0,4.981358802732557,1.828299236638084,1.248206022446692,,
6,XGB,2,0.6358,0.6263,0.6258,0.626,0.6352,0.6358,0.6355,0.5694,0.5616,0.5655,0.6832,0.69,0.6866,"{'n_estimators': 332, 'max_depth': 11, 'learning_rate': 0.021735695398105544, 'subsample': 0.965848746852573, 'colsample_bytree': 0.9800189560862682, 'min_child_weight': 1, 'gamma': 4.7170200371074635, 'reg_alpha': 0.290337270600908, 'reg_lambda': 1.7157200097020977}",332.0,11.0,,,,,0.021735695398105544,0.965848746852573,0.9800189560862682,1.0,4.7170200371074635,0.290337270600908,1.7157200097020977,,
7,XGB,3,0.7368,0.7118,0.7024,0.7062,0.7324,0.7368,0.7338,0.6413,0.5842,0.6114,0.7824,0.8207,0.8011,"{'n_estimators': 450, 'max_depth': 10, 'learning_rate': 0.0196539584790884, 'subsample': 0.9529621767891493, 'colsample_bytree': 0.8081796584166054, 'min_child_weight': 7, 'gamma': 4.986883617051414, 'reg_alpha': 1.6235504416740696, 'reg_lambda': 0.5718546366521308}",450.0,10.0,,,,,0.0196539584790884,0.9529621767891493,0.8081796584166054,7.0,4.986883617051414,1.6235504416740696,0.5718546366521308,,
8,XGB,4,0.7821,0.7722,0.7911,0.7748,0.8018,0.7821,0.7857,0.662,0.8246,0.7344,0.8824,0.7576,0.8152,"{'n_estimators': 436, 'max_depth': 6, 'learning_rate': 0.027906527991630778, 'subsample': 0.6233420699634068, 'colsample_bytree': 0.7155034755760173, 'min_child_weight': 9, 'gamma': 4.963013759430893, 'reg_alpha': 0.7341603862774453, 'reg_lambda': 0.46158979179758497}",436.0,6.0,,,,,0.027906527991630778,0.6233420699634068,0.7155034755760173,9.0,4.963013759430893,0.7341603862774453,0.46158979179758497,,
9,XGB,5,0.6746,0.6908,0.6881,0.6744,0.7026,0.6746,0.6734,0.596,0.7973,0.6821,0.7857,0.5789,0.6667,"{'n_estimators': 152, 'max_depth': 9, 'learning_rate': 0.011852535169429352, 'subsample': 0.6629177371975885, 'colsample_bytree': 0.6550419866867279, 'min_child_weight': 10, 'gamma': 3.037937546975436, 'reg_alpha': 1.7394546370276582, 'reg_lambda': 0.988381828464304}",152.0,9.0,,,,,0.011852535169429352,0.6629177371975885,0.6550419866867279,10.0,3.037937546975436,1.7394546370276582,0.988381828464304,,
10,DT,1,0.7213,0.7518,0.7007,0.6978,0.7453,0.7213,0.7061,0.6854,0.9104,0.7821,0.8182,0.4909,0.6136,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_features': None, 'splitter': 'best'}",,2.0,13.0,6.0,,,,,,,,,,entropy,best
11,DT,2,0.6416,0.644,0.6475,0.6402,0.6568,0.6416,0.6437,0.5618,0.6849,0.6173,0.7262,0.61,0.663,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 13, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'best'}",,3.0,13.0,5.0,,,,,,,,,,gini,best
12,DT,3,0.6982,0.6736,0.6792,0.6758,0.7041,0.6982,0.7006,0.5688,0.6139,0.5905,0.7784,0.7446,0.7611,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'random'}",,3.0,7.0,5.0,,,,,,,,,,entropy,random
13,DT,4,0.7308,0.7448,0.7618,0.7286,0.787,0.7308,0.7351,0.5882,0.8772,0.7042,0.9014,0.6465,0.7529,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': 'log2', 'splitter': 'best'}",,3.0,19.0,5.0,log2,,,,,,,,,gini,best
