,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.5962,0.5923,0.5947,0.5915,0.6051,0.5962,0.5987,0.5146,0.5857,0.5478,0.6701,0.6037,0.6351,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
1,RF,2,0.6478,0.6571,0.6553,0.6476,0.6631,0.6478,0.6468,0.5906,0.7391,0.6566,0.7237,0.5714,0.6386,"{'n_estimators': 316, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'bootstrap': True}",316.0,3.0,20.0,5.0,sqrt,True,,,,,,,,,
2,RF,3,0.7754,0.7819,0.7774,0.7748,0.7833,0.7754,0.7745,0.7316,0.8498,0.7863,0.8323,0.705,0.7634,"{'n_estimators': 338, 'max_depth': 3, 'min_samples_split': 8, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",338.0,3.0,8.0,5.0,log2,True,,,,,,,,,
3,RF,4,0.7318,0.731,0.7313,0.7311,0.732,0.7318,0.7319,0.713,0.7225,0.7177,0.749,0.7402,0.7446,"{'n_estimators': 181, 'max_depth': 5, 'min_samples_split': 9, 'min_samples_leaf': 4, 'max_features': None, 'bootstrap': True}",181.0,5.0,9.0,4.0,,True,,,,,,,,,
4,RF,5,0.7746,0.7306,0.7818,0.7413,0.8185,0.7746,0.7857,0.5468,0.7968,0.6485,0.9144,0.7668,0.8341,"{'n_estimators': 124, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2', 'bootstrap': True}",124.0,4.0,15.0,8.0,log2,True,,,,,,,,,
5,XGB,1,0.6079,0.6069,0.6098,0.6048,0.6202,0.6079,0.6106,0.526,0.6215,0.5698,0.6878,0.5982,0.6398,"{'n_estimators': 97, 'max_depth': 3, 'learning_rate': 0.014443607098023798, 'subsample': 0.8668226473254713, 'colsample_bytree': 0.6433998773293154, 'min_child_weight': 4, 'gamma': 0.6453002001845474, 'reg_alpha': 0.8590326829456167, 'reg_lambda': 0.6448883872916347}",97.0,3.0,,,,,0.014443607098023798,0.8668226473254713,0.6433998773293154,4.0,0.6453002001845474,0.8590326829456167,0.6448883872916347,,
6,XGB,2,0.6464,0.6627,0.6569,0.6451,0.6697,0.6464,0.6433,0.5843,0.7748,0.6662,0.7411,0.539,0.6241,"{'n_estimators': 89, 'max_depth': 3, 'learning_rate': 0.010180624654564227, 'subsample': 0.9208844471999671, 'colsample_bytree': 0.960101281838271, 'min_child_weight': 5, 'gamma': 1.4953121705083072, 'reg_alpha': 0.006308018773823254, 'reg_lambda': 0.4631503833107028}",89.0,3.0,,,,,0.010180624654564227,0.9208844471999671,0.960101281838271,5.0,1.4953121705083072,0.006308018773823254,0.4631503833107028,,
7,XGB,3,0.7514,0.7529,0.7523,0.7513,0.7537,0.7514,0.7512,0.725,0.7871,0.7548,0.7808,0.7176,0.7479,"{'n_estimators': 205, 'max_depth': 3, 'learning_rate': 0.013722315372926532, 'subsample': 0.777280525713809, 'colsample_bytree': 0.9420106491382974, 'min_child_weight': 3, 'gamma': 0.4430108719170163, 'reg_alpha': 1.9209660615745572, 'reg_lambda': 1.6280746733392066}",205.0,3.0,,,,,0.013722315372926532,0.777280525713809,0.9420106491382974,3.0,0.4430108719170163,1.9209660615745572,1.6280746733392066,,
8,XGB,4,0.7349,0.7347,0.7354,0.7347,0.7362,0.7349,0.7351,0.7086,0.7445,0.7261,0.7608,0.7264,0.7432,"{'n_estimators': 96, 'max_depth': 3, 'learning_rate': 0.014466127855010497, 'subsample': 0.6676827993858653, 'colsample_bytree': 0.9150526698005562, 'min_child_weight': 4, 'gamma': 0.025156467183491737, 'reg_alpha': 0.3974544433444145, 'reg_lambda': 1.0911407929447192}",96.0,3.0,,,,,0.014466127855010497,0.6676827993858653,0.9150526698005562,4.0,0.025156467183491737,0.3974544433444145,1.0911407929447192,,
9,XGB,5,0.7502,0.6981,0.7358,0.7076,0.7853,0.7502,0.7609,0.5156,0.7059,0.5959,0.8806,0.7658,0.8192,"{'n_estimators': 138, 'max_depth': 4, 'learning_rate': 0.011683024011908136, 'subsample': 0.6752502540594851, 'colsample_bytree': 0.9681491350575057, 'min_child_weight': 2, 'gamma': 1.2749849577342913, 'reg_alpha': 0.9617042949442998, 'reg_lambda': 1.067233513305524}",138.0,4.0,,,,,0.011683024011908136,0.6752502540594851,0.9681491350575057,2.0,1.2749849577342913,0.9617042949442998,1.067233513305524,,
10,DT,1,0.6506,0.6433,0.6454,0.6439,0.6542,0.6506,0.652,0.5769,0.6138,0.5948,0.7096,0.6771,0.693,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'best'}",,3.0,2.0,7.0,log2,,,,,,,,,gini,best
11,DT,2,0.6429,0.6399,0.6397,0.6398,0.6426,0.6429,0.6427,0.6088,0.604,0.6064,0.671,0.6753,0.6731,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features': 'log2', 'splitter': 'best'}",,4.0,9.0,5.0,log2,,,,,,,,,gini,best
12,DT,3,0.7514,0.754,0.7527,0.7512,0.7549,0.7514,0.7511,0.7204,0.7985,0.7574,0.7876,0.7068,0.745,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'best'}",,4.0,16.0,7.0,log2,,,,,,,,,entropy,best
13,DT,4,0.683,0.6853,0.6776,0.6771,0.6847,0.683,0.6796,0.6966,0.5815,0.6339,0.6741,0.7736,0.7204,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,16.0,8.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.8088,0.7543,0.7798,0.7646,0.8213,0.8088,0.8133,0.6142,0.7193,0.6626,0.8945,0.8404,0.8666,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 10, 'max_features': 'log2', 'splitter': 'best'}",,3.0,14.0,10.0,log2,,,,,,,,,entropy,best
15,RF,MEAN,0.7052,0.6986,0.7081,0.6973,0.7204,0.7052,0.7075,0.6193,0.7388,0.6714,0.7779,0.6774,0.7232,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.08,0.0742,0.0813,0.0754,0.087,0.08,0.0817,0.098,0.0992,0.0886,0.0962,0.0857,0.0856,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6982,0.6911,0.698,0.6887,0.713,0.6982,0.7002,0.6119,0.7268,0.6626,0.7702,0.6694,0.7148,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0666,0.0584,0.0617,0.0619,0.0669,0.0666,0.0685,0.0994,0.0667,0.08,0.0708,0.0961,0.0816,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.7073,0.6954,0.699,0.6953,0.7115,0.7073,0.7077,0.6434,0.6634,0.651,0.7474,0.7346,0.7396,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0711,0.0566,0.0638,0.0591,0.0753,0.0711,0.0727,0.0617,0.0923,0.065,0.0947,0.0713,0.076,N/A,,,,,,,,,,,,,,,
