,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6093,0.6258,0.6269,0.6092,0.6452,0.6093,0.6101,0.7344,0.5281,0.6144,0.5172,0.7258,0.604,"{'n_estimators': 365, 'max_depth': 4, 'min_samples_split': 19, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': False}",365.0,4.0,19.0,6.0,log2,False,,,,,,,,,
1,RF,2,0.7546,0.7028,0.7385,0.7125,0.7861,0.7546,0.7645,0.5263,0.7042,0.6024,0.8793,0.7727,0.8226,"{'n_estimators': 258, 'max_depth': 4, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': False}",258.0,4.0,18.0,3.0,log2,False,,,,,,,,,
2,RF,3,0.675,0.6722,0.6747,0.6724,0.6794,0.675,0.6761,0.6165,0.6721,0.6431,0.7279,0.6772,0.7016,"{'n_estimators': 486, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",486.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
3,RF,4,0.7133,0.7523,0.7603,0.713,0.8028,0.7133,0.7154,0.565,0.9346,0.7042,0.9397,0.586,0.7219,"{'n_estimators': 290, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 7, 'max_features': None, 'bootstrap': True}",290.0,3.0,19.0,7.0,,True,,,,,,,,,
4,RF,5,0.7347,0.7413,0.7433,0.7346,0.7512,0.7347,0.7352,0.6604,0.814,0.7292,0.8222,0.6727,0.74,"{'n_estimators': 228, 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True}",228.0,3.0,16.0,4.0,log2,True,,,,,,,,,
5,XGB,1,0.5695,0.5954,0.5932,0.5692,0.6153,0.5695,0.5672,0.7069,0.4607,0.5578,0.4839,0.7258,0.5806,"{'n_estimators': 118, 'max_depth': 3, 'learning_rate': 0.02442905922829236, 'subsample': 0.8732870516250961, 'colsample_bytree': 0.6235780442298419, 'min_child_weight': 10, 'gamma': 4.288444315306496, 'reg_alpha': 1.8027770451458738, 'reg_lambda': 1.8629527261855343}",118.0,3.0,,,,,0.02442905922829236,0.8732870516250961,0.6235780442298419,10.0,4.288444315306496,1.8027770451458738,1.8629527261855343,,
6,XGB,2,0.7621,0.7012,0.7209,0.7089,0.7763,0.7621,0.7676,0.5422,0.6338,0.5844,0.8602,0.8081,0.8333,"{'n_estimators': 52, 'max_depth': 11, 'learning_rate': 0.014888463560777308, 'subsample': 0.9316694418573577, 'colsample_bytree': 0.9784123990250122, 'min_child_weight': 7, 'gamma': 4.268381767504692, 'reg_alpha': 0.03178496971860484, 'reg_lambda': 1.9219738807694398}",52.0,11.0,,,,,0.014888463560777308,0.9316694418573577,0.9784123990250122,7.0,4.268381767504692,0.03178496971860484,1.9219738807694398,,
7,XGB,3,0.6786,0.6769,0.6797,0.6766,0.6845,0.6786,0.6798,0.6176,0.6885,0.6512,0.7361,0.6709,0.702,"{'n_estimators': 91, 'max_depth': 11, 'learning_rate': 0.021783519193396026, 'subsample': 0.7164938275864109, 'colsample_bytree': 0.9541245407919763, 'min_child_weight': 8, 'gamma': 3.426197174563241, 'reg_alpha': 0.8576168441790984, 'reg_lambda': 1.195587846918791}",91.0,11.0,,,,,0.021783519193396026,0.7164938275864109,0.9541245407919763,8.0,3.426197174563241,0.8576168441790984,1.195587846918791,,
8,XGB,4,0.7201,0.731,0.7478,0.7174,0.7718,0.7201,0.7249,0.5796,0.8505,0.6894,0.8824,0.6452,0.7453,"{'n_estimators': 137, 'max_depth': 4, 'learning_rate': 0.07619165014002101, 'subsample': 0.711044309209431, 'colsample_bytree': 0.9343531993300639, 'min_child_weight': 3, 'gamma': 4.932275893840616, 'reg_alpha': 1.536852793648142, 'reg_lambda': 1.2014627818796315}",137.0,4.0,,,,,0.07619165014002101,0.711044309209431,0.9343531993300639,3.0,4.932275893840616,1.536852793648142,1.2014627818796315,,
9,XGB,5,0.7347,0.7347,0.7383,0.7337,0.7422,0.7347,0.7357,0.6735,0.7674,0.7174,0.7959,0.7091,0.75,"{'n_estimators': 259, 'max_depth': 3, 'learning_rate': 0.051570291804966154, 'subsample': 0.6211722090864269, 'colsample_bytree': 0.8670215321025058, 'min_child_weight': 1, 'gamma': 4.443695835311379, 'reg_alpha': 1.7940323008685863, 'reg_lambda': 1.0402631509251663}",259.0,3.0,,,,,0.051570291804966154,0.6211722090864269,0.8670215321025058,1.0,4.443695835311379,1.7940323008685863,1.0402631509251663,,
