,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6961,0.7262,0.7128,0.6942,0.7385,0.6961,0.6916,0.6124,0.8681,0.7182,0.84,0.5575,0.6702,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
1,RF,2,0.6448,0.6542,0.6469,0.6413,0.655,0.6448,0.6406,0.6111,0.7586,0.6769,0.6973,0.5353,0.6056,"{'n_estimators': 456, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",456.0,3.0,18.0,10.0,sqrt,False,,,,,,,,,
2,RF,3,0.7256,0.6763,0.7102,0.6833,0.7641,0.7256,0.7375,0.4886,0.6772,0.5676,0.864,0.7431,0.799,"{'n_estimators': 458, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",458.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
3,RF,4,0.6895,0.6776,0.6788,0.6781,0.6906,0.6895,0.69,0.6111,0.6245,0.6177,0.744,0.7331,0.7386,"{'n_estimators': 437, 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False}",437.0,3.0,6.0,9.0,log2,False,,,,,,,,,
4,RF,5,0.673,0.6913,0.6852,0.6721,0.7003,0.673,0.6704,0.6018,0.8061,0.6891,0.7808,0.5644,0.6552,"{'n_estimators': 393, 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",393.0,4.0,16.0,10.0,sqrt,False,,,,,,,,,
5,XGB,1,0.6814,0.6814,0.6835,0.6804,0.6872,0.6814,0.6823,0.6275,0.7033,0.6632,0.7353,0.6637,0.6977,"{'n_estimators': 70, 'max_depth': 8, 'learning_rate': 0.012500467610214417, 'subsample': 0.6169798190865314, 'colsample_bytree': 0.8310382385926408, 'min_child_weight': 4, 'gamma': 1.0514247536924786, 'reg_alpha': 0.9786651145502487, 'reg_lambda': 1.8476763531407754}",70.0,8.0,,,,,0.012500467610214417,0.6169798190865314,0.8310382385926408,4.0,1.0514247536924786,0.9786651145502487,1.8476763531407754,,
6,XGB,2,0.6342,0.6374,0.6354,0.6333,0.6379,0.6342,0.633,0.6113,0.6983,0.6519,0.6635,0.5726,0.6147,"{'n_estimators': 87, 'max_depth': 3, 'learning_rate': 0.010257447072297952, 'subsample': 0.9602830721034098, 'colsample_bytree': 0.6191567445685762, 'min_child_weight': 3, 'gamma': 0.6194134468702511, 'reg_alpha': 0.8228530852747562, 'reg_lambda': 1.1220262974341384}",87.0,3.0,,,,,0.010257447072297952,0.9602830721034098,0.6191567445685762,3.0,0.6194134468702511,0.8228530852747562,1.1220262974341384,,
7,XGB,3,0.6768,0.6172,0.6366,0.6209,0.7103,0.6768,0.689,0.4183,0.5506,0.4754,0.8161,0.7225,0.7664,"{'n_estimators': 156, 'max_depth': 9, 'learning_rate': 0.017472751076187676, 'subsample': 0.889260605278791, 'colsample_bytree': 0.6016827420269502, 'min_child_weight': 4, 'gamma': 4.964209115893261, 'reg_alpha': 1.9146758428334418, 'reg_lambda': 1.5021765019648254}",156.0,9.0,,,,,0.017472751076187676,0.889260605278791,0.6016827420269502,4.0,4.964209115893261,1.9146758428334418,1.5021765019648254,,
8,XGB,4,0.6632,0.6471,0.6403,0.6422,0.6581,0.6632,0.6592,0.5911,0.524,0.5556,0.703,0.7566,0.7288,"{'n_estimators': 94, 'max_depth': 9, 'learning_rate': 0.02046871264411656, 'subsample': 0.7973258834251536, 'colsample_bytree': 0.695831692488054, 'min_child_weight': 10, 'gamma': 4.030457176169638, 'reg_alpha': 1.7343387925365044, 'reg_lambda': 0.6838701971345408}",94.0,9.0,,,,,0.02046871264411656,0.7973258834251536,0.695831692488054,10.0,4.030457176169638,1.7343387925365044,0.6838701971345408,,
9,XGB,5,0.6812,0.6991,0.6932,0.6804,0.7082,0.6812,0.6788,0.6091,0.8121,0.6961,0.7891,0.5743,0.6648,"{'n_estimators': 309, 'max_depth': 3, 'learning_rate': 0.011829783689787403, 'subsample': 0.6168114354798812, 'colsample_bytree': 0.9113702251844934, 'min_child_weight': 5, 'gamma': 2.2927552183920294, 'reg_alpha': 1.2982792549840578, 'reg_lambda': 1.8719928715477385}",309.0,3.0,,,,,0.011829783689787403,0.6168114354798812,0.9113702251844934,5.0,2.2927552183920294,1.2982792549840578,1.8719928715477385,,
