,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7542,0.7542,0.7773,0.749,0.7957,0.7542,0.7594,0.6102,0.8571,0.7129,0.8983,0.6974,0.7852,"{'n_estimators': 469, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",469.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
1,RF,2,0.75,0.7457,0.7427,0.7439,0.749,0.75,0.7492,0.7209,0.6889,0.7045,0.7705,0.7966,0.7833,"{'n_estimators': 400, 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': None, 'bootstrap': True}",400.0,10.0,4.0,5.0,,True,,,,,,,,,
2,RF,3,0.6471,0.6365,0.6312,0.6324,0.643,0.6471,0.6436,0.5938,0.5278,0.5588,0.6792,0.7347,0.7059,"{'n_estimators': 177, 'max_depth': 16, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': False}",177.0,16.0,20.0,9.0,,False,,,,,,,,,
3,RF,4,0.6061,0.6039,0.6028,0.6028,0.605,0.6061,0.605,0.6216,0.6571,0.6389,0.5862,0.5484,0.5667,"{'n_estimators': 358, 'max_depth': 10, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True}",358.0,10.0,12.0,2.0,log2,True,,,,,,,,,
4,RF,5,0.7717,0.8056,0.822,0.7711,0.8605,0.7717,0.7746,0.6111,1.0,0.7586,1.0,0.6441,0.7835,"{'n_estimators': 188, 'max_depth': 5, 'min_samples_split': 12, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': False}",188.0,5.0,12.0,6.0,log2,False,,,,,,,,,
5,XGB,1,0.7627,0.7443,0.7572,0.7486,0.7727,0.7627,0.7657,0.6458,0.7381,0.6889,0.8429,0.7763,0.8082,"{'n_estimators': 390, 'max_depth': 3, 'learning_rate': 0.282123663547039, 'subsample': 0.8716844621710428, 'colsample_bytree': 0.9510527228903526, 'min_child_weight': 2, 'gamma': 4.678607578491687, 'reg_alpha': 0.0419856333553994, 'reg_lambda': 1.6734670564143799}",390.0,3.0,,,,,0.282123663547039,0.8716844621710428,0.9510527228903526,2.0,4.678607578491687,0.0419856333553994,1.6734670564143799,,
6,XGB,2,0.7212,0.7159,0.7147,0.7152,0.7205,0.7212,0.7208,0.6818,0.6667,0.6742,0.75,0.7627,0.7563,"{'n_estimators': 230, 'max_depth': 8, 'learning_rate': 0.011569601751437172, 'subsample': 0.7510134256814969, 'colsample_bytree': 0.6934670065000377, 'min_child_weight': 8, 'gamma': 4.258087248261758, 'reg_alpha': 1.0659701643327861, 'reg_lambda': 1.897367545745959}",230.0,8.0,,,,,0.011569601751437172,0.7510134256814969,0.6934670065000377,8.0,4.258087248261758,1.0659701643327861,1.897367545745959,,
7,XGB,3,0.6824,0.6744,0.6655,0.6674,0.6789,0.6824,0.6782,0.6452,0.5556,0.597,0.7037,0.7755,0.7379,"{'n_estimators': 395, 'max_depth': 4, 'learning_rate': 0.0643046179897387, 'subsample': 0.8461614510461271, 'colsample_bytree': 0.8611375671743458, 'min_child_weight': 8, 'gamma': 4.6309483695287845, 'reg_alpha': 0.41385102454423545, 'reg_lambda': 1.909602853347695}",395.0,4.0,,,,,0.0643046179897387,0.8461614510461271,0.8611375671743458,8.0,4.6309483695287845,0.41385102454423545,1.909602853347695,,
8,XGB,4,0.5606,0.5639,0.5636,0.5605,0.5661,0.5606,0.5601,0.6,0.5143,0.5538,0.5278,0.6129,0.5672,"{'n_estimators': 499, 'max_depth': 9, 'learning_rate': 0.030183958462683652, 'subsample': 0.600751747415686, 'colsample_bytree': 0.8186479779794285, 'min_child_weight': 7, 'gamma': 2.777459525821401, 'reg_alpha': 1.1822859044471528, 'reg_lambda': 0.7969249499651729}",499.0,9.0,,,,,0.030183958462683652,0.600751747415686,0.8186479779794285,7.0,2.777459525821401,1.1822859044471528,0.7969249499651729,,
9,XGB,5,0.8043,0.8235,0.8475,0.8029,0.8734,0.8043,0.8077,0.6471,1.0,0.7857,1.0,0.6949,0.82,"{'n_estimators': 244, 'max_depth': 5, 'learning_rate': 0.08012737503998542, 'subsample': 0.6557975442608167, 'colsample_bytree': 0.7168578594140873, 'min_child_weight': 4, 'gamma': 2.28034992108518, 'reg_alpha': 1.5703519227860272, 'reg_lambda': 0.39934756431671947}",244.0,5.0,,,,,0.08012737503998542,0.6557975442608167,0.7168578594140873,4.0,2.28034992108518,1.5703519227860272,0.39934756431671947,,
