,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.6721,0.7019,0.6478,0.6369,0.6963,0.6721,0.648,0.6452,0.8955,0.75,0.7586,0.4,0.5238,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,1.0,17.0,8.0,log2,,,,,,,,,gini,best
11,DT,2,0.5202,0.5332,0.5332,0.5202,0.5462,0.5202,0.5202,0.45,0.6164,0.5202,0.6164,0.45,0.5202,"{'criterion': 'entropy', 'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'splitter': 'random'}",,6.0,7.0,6.0,sqrt,,,,,,,,,entropy,random
12,DT,3,0.7825,0.7642,0.7779,0.7689,0.7918,0.7825,0.7852,0.6696,0.7624,0.713,0.8588,0.7935,0.8249,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 17, 'min_samples_leaf': 3, 'max_features': None, 'splitter': 'best'}",,2.0,17.0,3.0,,,,,,,,,,entropy,best
13,DT,4,0.6667,0.7515,0.7337,0.6658,0.8129,0.6667,0.6612,0.5234,0.9825,0.6829,0.9796,0.4848,0.6486,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,19.0,8.0,sqrt,,,,,,,,,entropy,best
14,DT,5,0.6746,0.6784,0.6807,0.6741,0.6873,0.6746,0.6756,0.6067,0.7297,0.6626,0.75,0.6316,0.6857,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 17, 'min_samples_leaf': 3, 'max_features': None, 'splitter': 'best'}",,2.0,17.0,3.0,,,,,,,,,,entropy,best
15,RF,MEAN,0.7254,0.7192,0.7228,0.7167,0.7341,0.7254,0.7255,0.6633,0.7149,0.6842,0.7752,0.7308,0.7491,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0785,0.0762,0.0856,0.0789,0.0839,0.0785,0.0797,0.0857,0.143,0.0971,0.1071,0.0889,0.0823,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6967,0.6919,0.6948,0.687,0.7083,0.6967,0.6962,0.6395,0.663,0.6442,0.7443,0.7267,0.7298,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0729,0.0719,0.0797,0.0744,0.0805,0.0729,0.076,0.0897,0.1521,0.0947,0.1173,0.081,0.0735,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.6632,0.6858,0.6747,0.6532,0.7069,0.6632,0.658,0.579,0.7973,0.6657,0.7927,0.552,0.6406,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0934,0.0923,0.0934,0.0894,0.1058,0.0934,0.0943,0.091,0.1436,0.0878,0.1354,0.1602,0.1267,N/A,,,,,,,,,,,,,,,
