,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Features_K,Score_Function,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6257,0.7153,0.4834,0.477,0.6693,0.6257,0.5755,0.7316,0.7938,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 337, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.4792,0.4107,0.4423,0.6625,1.0,0.1212,0.2162,0.7643,0.6667,0.9184,0.7725,0.7681,91,f_classif,337.0,3.0,18.0,3.0,sqrt,False,,,,,,,,,,
1,RF,2,0.6131,0.5933,0.5548,0.5388,0.6083,0.6131,0.5834,0.7358,0.7526,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 416, 'clf__max_depth': 4, 'clf__min_samples_split': 2, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",0.5231,0.6667,0.5862,0.7257,0.5714,0.1951,0.2909,0.6733,0.6854,0.8026,0.7394,0.8085,91,f_classif,416.0,4.0,2.0,10.0,log2,True,,,,,,,,,,
2,RF,3,0.4159,0.4138,0.4143,0.4037,0.4108,0.4159,0.4037,0.6188,0.6217,all,f_classif,"{'selector__k': 'all', 'selector__score_func': 'f_classif', 'clf__n_estimators': 314, 'clf__max_depth': 7, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",0.3579,0.4,0.3778,0.5108,0.4,0.2319,0.2936,0.6168,0.4835,0.6111,0.5399,0.7288,all,f_classif,314.0,7.0,7.0,7.0,log2,True,balanced,,,,,,,,,
3,RF,4,0.5594,0.4924,0.4964,0.4851,0.5534,0.5594,0.5455,0.7039,0.7351,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 431, 'clf__max_depth': 3, 'clf__min_samples_split': 4, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6538,0.4964,0.5643,0.7598,0.2245,0.1864,0.2037,0.594,0.5988,0.8065,0.6873,0.7579,51,f_classif,431.0,3.0,4.0,1.0,sqrt,False,,,,,,,,,,
4,RF,5,0.6504,0.6603,0.5817,0.5598,0.6579,0.6504,0.6091,0.8025,0.8155,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 443, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",0.6117,0.7412,0.6702,0.8194,0.6923,0.1579,0.2571,0.7182,0.6769,0.8462,0.7521,0.87,81,f_classif,443.0,3.0,18.0,8.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.631,0.6091,0.5095,0.5173,0.6193,0.631,0.597,0.7221,0.79,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 77, 'clf__max_depth': 7, 'clf__learning_rate': 0.01911956960582048, 'clf__subsample': 0.6301410525479902, 'clf__colsample_bytree': 0.6571624321419395, 'clf__min_child_weight': 8, 'clf__gamma': 4.858226382446968, 'clf__reg_alpha': 0.8941002554764688, 'clf__reg_lambda': 1.1190977853834752}",0.5217,0.4286,0.4706,0.6523,0.6364,0.2121,0.3182,0.7615,0.6692,0.8878,0.7632,0.7525,51,f_classif,77.0,7.0,,,,,,0.01911956960582048,0.6301410525479902,0.6571624321419395,8.0,4.858226382446968,0.8941002554764688,1.1190977853834752,,
6,XGB,2,0.5893,0.5486,0.5319,0.5266,0.5681,0.5893,0.5669,0.7393,0.7571,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 476, 'clf__max_depth': 10, 'clf__learning_rate': 0.011029539618590161, 'clf__subsample': 0.9947127635757649, 'clf__colsample_bytree': 0.6047606839380596, 'clf__min_child_weight': 5, 'clf__gamma': 4.994720633222883, 'clf__reg_alpha': 1.3660681759802678, 'clf__reg_lambda': 1.9449454545330427}",0.549,0.549,0.549,0.7154,0.4545,0.2439,0.3175,0.6902,0.6421,0.8026,0.7135,0.8122,71,f_classif,476.0,10.0,,,,,,0.011029539618590161,0.9947127635757649,0.6047606839380596,5.0,4.994720633222883,1.3660681759802678,1.9449454545330427,,
7,XGB,3,0.4071,0.3886,0.404,0.3641,0.3868,0.4071,0.367,0.6283,0.6233,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 201, 'clf__max_depth': 6, 'clf__learning_rate': 0.011773896528121141, 'clf__subsample': 0.6382763791468044, 'clf__colsample_bytree': 0.7342594272749025, 'clf__min_child_weight': 6, 'clf__gamma': 3.0606988036440597, 'clf__reg_alpha': 1.519011121670572, 'clf__reg_lambda': 1.9362299712587485}",0.3474,0.3882,0.3667,0.5009,0.35,0.1014,0.1573,0.65,0.4685,0.7222,0.5683,0.7341,91,f_classif,201.0,6.0,,,,,,0.011773896528121141,0.6382763791468044,0.7342594272749025,6.0,3.0606988036440597,1.519011121670572,1.9362299712587485,,
8,XGB,4,0.5906,0.5569,0.5509,0.5483,0.5947,0.5906,0.5862,0.7154,0.7456,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__n_estimators': 484, 'clf__max_depth': 3, 'clf__learning_rate': 0.032854244344643756, 'clf__subsample': 0.8347042963892781, 'clf__colsample_bytree': 0.743778106082526, 'clf__min_child_weight': 6, 'clf__gamma': 4.355968066656846, 'clf__reg_alpha': 1.785428559012626, 'clf__reg_lambda': 1.0078226989639998}",0.6847,0.5547,0.6129,0.765,0.3962,0.3559,0.375,0.645,0.5897,0.7419,0.6571,0.7361,81,f_classif,484.0,3.0,,,,,,0.032854244344643756,0.8347042963892781,0.743778106082526,6.0,4.355968066656846,1.785428559012626,1.0078226989639998,,
9,XGB,5,0.5813,0.4854,0.5095,0.481,0.5286,0.5813,0.5419,0.7463,0.7726,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 444, 'clf__max_depth': 5, 'clf__learning_rate': 0.053678402209833706, 'clf__subsample': 0.6857348449354894, 'clf__colsample_bytree': 0.7407612462680729, 'clf__min_child_weight': 4, 'clf__gamma': 3.42102752610659, 'clf__reg_alpha': 1.426764139015153, 'clf__reg_lambda': 1.9741411464928937}",0.5096,0.6235,0.5608,0.7387,0.25,0.0877,0.1299,0.6501,0.6967,0.8173,0.7522,0.8501,10,f_classif,444.0,5.0,,,,,,0.053678402209833706,0.6857348449354894,0.7407612462680729,4.0,3.42102752610659,1.426764139015153,1.9741411464928937,,
