,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6845,0.7393,0.5888,0.6197,0.7037,0.6845,0.6641,0.741,0.795,"{'n_estimators': 304, 'max_depth': 7, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False}",0.6047,0.4643,0.5253,0.6818,0.9286,0.3939,0.5532,0.7961,0.6846,0.9082,0.7807,0.7451,304.0,7.0,9.0,9.0,log2,False,,,,,,,,,
1,RF,2,0.5595,0.5125,0.5046,0.4943,0.5351,0.5595,0.5355,0.7068,0.7231,"{'n_estimators': 241, 'max_depth': 4, 'min_samples_split': 12, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'bootstrap': False}",0.5179,0.5686,0.5421,0.7174,0.4,0.1951,0.2623,0.6336,0.6196,0.75,0.6786,0.7695,241.0,4.0,12.0,8.0,sqrt,False,,,,,,,,,
2,RF,3,0.4159,0.3991,0.4067,0.3689,0.3991,0.4159,0.3757,0.5967,0.6001,"{'n_estimators': 278, 'max_depth': 17, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'bootstrap': True}",0.3889,0.4941,0.4352,0.5121,0.3529,0.087,0.1395,0.5804,0.4554,0.6389,0.5318,0.6976,278.0,17.0,12.0,3.0,sqrt,True,,,,,,,,,
3,RF,4,0.5813,0.5556,0.5409,0.5381,0.5913,0.5813,0.5746,0.7108,0.7438,"{'n_estimators': 170, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': False}",0.699,0.5255,0.6,0.7631,0.4082,0.339,0.3704,0.6234,0.5595,0.7581,0.6438,0.7459,170.0,4.0,10.0,3.0,log2,False,,,,,,,,,
4,RF,5,0.6504,0.6673,0.5933,0.591,0.6604,0.6504,0.6255,0.7903,0.812,"{'n_estimators': 463, 'max_depth': 4, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'bootstrap': True}",0.6404,0.6706,0.6552,0.8229,0.7143,0.2632,0.3846,0.7038,0.6471,0.8462,0.7333,0.8443,463.0,4.0,9.0,6.0,sqrt,True,,,,,,,,,
5,XGB,1,0.6524,0.6441,0.5582,0.5771,0.6448,0.6524,0.6284,0.7328,0.7971,"{'n_estimators': 190, 'max_depth': 7, 'learning_rate': 0.018063285227146047, 'subsample': 0.6330031264426802, 'colsample_bytree': 0.8666870385787477, 'min_child_weight': 5, 'gamma': 4.416860695555194, 'reg_alpha': 1.0700325310422767, 'reg_lambda': 0.33638377581972356}",0.5789,0.3929,0.4681,0.6495,0.6842,0.3939,0.5,0.8133,0.6692,0.8878,0.7632,0.7357,190.0,7.0,,,,,0.018063285227146047,0.6330031264426802,0.8666870385787477,5.0,4.416860695555194,1.0700325310422767,0.33638377581972356,,
6,XGB,2,0.5833,0.5567,0.5296,0.5269,0.5682,0.5833,0.5616,0.7104,0.7316,"{'n_estimators': 281, 'max_depth': 8, 'learning_rate': 0.011711509955524094, 'subsample': 0.8430179407605753, 'colsample_bytree': 0.6682096494749166, 'min_child_weight': 1, 'gamma': 4.7444276862666666, 'reg_alpha': 1.9312640661491187, 'reg_lambda': 1.6167946962329223}",0.5918,0.5686,0.58,0.7402,0.4762,0.2439,0.3226,0.6165,0.602,0.7763,0.6782,0.7746,281.0,8.0,,,,,0.011711509955524094,0.8430179407605753,0.6682096494749166,1.0,4.7444276862666666,1.9312640661491187,1.6167946962329223,,
7,XGB,3,0.4159,0.4179,0.4098,0.3885,0.416,0.4159,0.3924,0.6083,0.6108,"{'n_estimators': 470, 'max_depth': 9, 'learning_rate': 0.04314219099240723, 'subsample': 0.6784914614648303, 'colsample_bytree': 0.9870758040917007, 'min_child_weight': 2, 'gamma': 2.6979644165502568, 'reg_alpha': 0.3152110256317586, 'reg_lambda': 1.2001207391502027}",0.3861,0.4588,0.4194,0.5389,0.4231,0.1594,0.2316,0.5804,0.4444,0.6111,0.5146,0.7055,470.0,9.0,,,,,0.04314219099240723,0.6784914614648303,0.9870758040917007,2.0,2.6979644165502568,0.3152110256317586,1.2001207391502027,,
8,XGB,4,0.5781,0.5472,0.5347,0.5317,0.5928,0.5781,0.5744,0.7092,0.7372,"{'n_estimators': 158, 'max_depth': 12, 'learning_rate': 0.09778421745320234, 'subsample': 0.8749034651732559, 'colsample_bytree': 0.6543900683385208, 'min_child_weight': 6, 'gamma': 4.71689757492779, 'reg_alpha': 1.7219559245718248, 'reg_lambda': 0.5976975097759485}",0.7255,0.5401,0.6192,0.7789,0.3585,0.322,0.3393,0.6207,0.5576,0.7419,0.6367,0.728,158.0,12.0,,,,,0.09778421745320234,0.8749034651732559,0.6543900683385208,6.0,4.71689757492779,1.7219559245718248,0.5976975097759485,,
9,XGB,5,0.6504,0.6522,0.6154,0.6212,0.6509,0.6504,0.6411,0.7793,0.798,"{'n_estimators': 425, 'max_depth': 11, 'learning_rate': 0.10393468183506285, 'subsample': 0.6538342191016753, 'colsample_bytree': 0.7506911285876728, 'min_child_weight': 1, 'gamma': 3.646627373289232, 'reg_alpha': 1.841641861847227, 'reg_lambda': 0.1553605487688084}",0.6813,0.7294,0.7045,0.8117,0.6471,0.386,0.4835,0.7212,0.6281,0.7308,0.6756,0.8049,425.0,11.0,,,,,0.10393468183506285,0.6538342191016753,0.7506911285876728,1.0,3.646627373289232,1.841641861847227,0.1553605487688084,,
