,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.5561,0.3464,0.4201,0.3796,0.4548,0.5561,0.5003,0.6242,0.6924,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 11, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'random'}",0.4,0.4643,0.4298,0.5833,0.0,0.0,0.0,0.6385,0.6393,0.7959,0.7091,0.6508,,1.0,11.0,9.0,,,,,,,,,,gini,random
11,DT,2,0.5357,0.5076,0.4709,0.4673,0.5271,0.5357,0.5086,0.5975,0.6474,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",0.6207,0.3529,0.45,0.6112,0.3333,0.2439,0.2817,0.5315,0.5688,0.8158,0.6703,0.6498,,4.0,8.0,9.0,sqrt,,,,,,,,,entropy,best
12,DT,3,0.3894,0.254,0.3862,0.2995,0.2626,0.3894,0.3063,0.5952,0.6179,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.3448,0.3529,0.3488,0.4743,0.0,0.0,0.0,0.6715,0.4173,0.8056,0.5498,0.6398,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
13,DT,4,0.5188,0.346,0.4205,0.3768,0.4232,0.5188,0.4628,0.5703,0.6299,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 11, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'splitter': 'best'}",0.5179,0.7372,0.6084,0.6118,0.0,0.0,0.0,0.4901,0.52,0.5242,0.5221,0.609,,1.0,11.0,4.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.5732,0.5378,0.5283,0.5236,0.5563,0.5732,0.5575,0.6819,0.7235,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_features': 'log2', 'splitter': 'random'}",0.5789,0.6471,0.6111,0.7107,0.4242,0.2456,0.3111,0.592,0.6102,0.6923,0.6486,0.743,,6.0,9.0,6.0,log2,,,,,,,,,gini,random
15,RF,MEAN,0.5783,0.5748,0.5269,0.5224,0.5779,0.5783,0.5551,0.7091,0.7348,N/A,0.5702,0.5446,0.5516,0.6995,0.5608,0.2556,0.342,0.6675,0.5932,0.7803,0.6736,0.7605,,,,,,,,,,,,,,,
16,RF,STD,0.1039,0.133,0.0765,0.0985,0.119,0.1039,0.1116,0.0712,0.0836,N/A,0.1207,0.0803,0.0828,0.1173,0.2506,0.1207,0.1538,0.0845,0.0896,0.1026,0.0949,0.0536,,,,,,,,,,,,,,,
17,XGB,MEAN,0.576,0.5636,0.5295,0.5291,0.5745,0.576,0.5596,0.708,0.7349,N/A,0.5927,0.538,0.5582,0.7038,0.5178,0.301,0.3754,0.6704,0.5803,0.7496,0.6537,0.7497,,,,,,,,,,,,,,,
18,XGB,STD,0.0963,0.0947,0.0751,0.0874,0.0952,0.0963,0.0994,0.0625,0.0763,N/A,0.1307,0.1274,0.1151,0.1104,0.1418,0.0995,0.114,0.0955,0.0861,0.0993,0.0904,0.0396,,,,,,,,,,,,,,,
19,DT,MEAN,0.5146,0.3984,0.4452,0.4094,0.4448,0.5146,0.4671,0.6138,0.6622,N/A,0.4925,0.5109,0.4896,0.5983,0.1515,0.0979,0.1186,0.5847,0.5511,0.7268,0.62,0.6585,,,,,,,,,,,,,,,
20,DT,STD,0.073,0.1201,0.0554,0.0872,0.1151,0.073,0.096,0.0426,0.0444,N/A,0.1172,0.1745,0.116,0.0845,0.2099,0.1341,0.1627,0.0746,0.0873,0.1236,0.0803,0.0502,,,,,,,,,,,,,,,
