,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6197,0.5522,0.5326,0.5383,0.5975,0.6197,0.6045,0.7206,0.785,"{'n_estimators': 412, 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",0.4,0.3158,0.3529,0.6923,0.5455,0.4615,0.5,0.7122,0.7111,0.8205,0.7619,0.7572,412.0,10.0,4.0,5.0,log2,True,,,,,,,,,
1,RF,2,0.5618,0.545,0.5173,0.5128,0.5974,0.5618,0.5572,0.7421,0.7654,"{'n_estimators': 382, 'max_depth': 14, 'min_samples_split': 19, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': False}",0.7826,0.4865,0.6,0.8347,0.3125,0.2941,0.303,0.6234,0.54,0.7714,0.6353,0.7683,382.0,14.0,19.0,1.0,sqrt,False,,,,,,,,,
2,RF,3,0.5263,0.5913,0.5045,0.4536,0.611,0.5263,0.4733,0.6976,0.6982,"{'n_estimators': 258, 'max_depth': 4, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}",0.3514,0.52,0.4194,0.62,0.8,0.125,0.2162,0.6523,0.6226,0.8684,0.7253,0.8204,258.0,4.0,14.0,1.0,sqrt,True,,,,,,,,,
3,RF,4,0.4868,0.5154,0.4748,0.4758,0.5417,0.4868,0.4974,0.6318,0.626,"{'n_estimators': 298, 'max_depth': 10, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True}",0.2903,0.4737,0.36,0.5014,0.6429,0.375,0.4737,0.7131,0.6129,0.5758,0.5938,0.6808,298.0,10.0,20.0,2.0,,True,,,,,,,,,
4,RF,5,0.553,0.5214,0.5134,0.4951,0.5785,0.553,0.5402,0.7108,0.74,"{'n_estimators': 500, 'max_depth': 3, 'min_samples_split': 12, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",0.7436,0.4833,0.5859,0.7843,0.3,0.2308,0.2609,0.5522,0.5205,0.8261,0.6387,0.796,500.0,3.0,12.0,5.0,log2,True,,,,,,,,,
5,XGB,1,0.6479,0.6427,0.5767,0.5974,0.6511,0.6479,0.6417,0.7167,0.7845,"{'n_estimators': 229, 'max_depth': 11, 'learning_rate': 0.056215146664349125, 'subsample': 0.6060505097472871, 'colsample_bytree': 0.6167553727988816, 'min_child_weight': 5, 'gamma': 2.718311656067934, 'reg_alpha': 1.1699901445188372, 'reg_lambda': 1.6649511671531403}",0.4737,0.4737,0.4737,0.7055,0.75,0.4615,0.5714,0.6883,0.7045,0.7949,0.747,0.7564,229.0,11.0,,,,,0.056215146664349125,0.6060505097472871,0.6167553727988816,5.0,2.718311656067934,1.1699901445188372,1.6649511671531403,,
6,XGB,2,0.5618,0.5535,0.5073,0.5028,0.604,0.5618,0.5511,0.7197,0.75,"{'n_estimators': 408, 'max_depth': 10, 'learning_rate': 0.038589892457950636, 'subsample': 0.6043956756975085, 'colsample_bytree': 0.8634491180134072, 'min_child_weight': 7, 'gamma': 4.252963432109201, 'reg_alpha': 0.6692068926794322, 'reg_lambda': 1.4064006869665047}",0.8182,0.4865,0.6102,0.8441,0.3333,0.2353,0.2759,0.5384,0.5091,0.8,0.6222,0.7767,408.0,10.0,,,,,0.038589892457950636,0.6043956756975085,0.8634491180134072,7.0,4.252963432109201,0.6692068926794322,1.4064006869665047,,
7,XGB,3,0.4632,0.6302,0.4469,0.3724,0.6517,0.4632,0.3907,0.6952,0.68,"{'n_estimators': 50, 'max_depth': 7, 'learning_rate': 0.020731568637286264, 'subsample': 0.7401656022524272, 'colsample_bytree': 0.7350132719253526, 'min_child_weight': 8, 'gamma': 4.306105087330981, 'reg_alpha': 1.3077679258509423, 'reg_lambda': 1.1788498571725794}",0.3023,0.52,0.3824,0.5909,1.0,0.0312,0.0606,0.7054,0.5882,0.7895,0.6742,0.7895,50.0,7.0,,,,,0.020731568637286264,0.7401656022524272,0.7350132719253526,8.0,4.306105087330981,1.3077679258509423,1.1788498571725794,,
8,XGB,4,0.4079,0.4618,0.4064,0.3738,0.4952,0.4079,0.3979,0.6692,0.6181,"{'n_estimators': 210, 'max_depth': 5, 'learning_rate': 0.06333268775321842, 'subsample': 0.6563696899899051, 'colsample_bytree': 0.9208787923016158, 'min_child_weight': 1, 'gamma': 4.9344346830025865, 'reg_alpha': 1.5444895385933148, 'reg_lambda': 0.3974313630683448}",0.2558,0.5789,0.3548,0.5642,0.5,0.125,0.2,0.7556,0.6296,0.5152,0.5667,0.6878,210.0,5.0,,,,,0.06333268775321842,0.6563696899899051,0.9208787923016158,1.0,4.9344346830025865,1.5444895385933148,0.3974313630683448,,
9,XGB,5,0.5833,0.5433,0.5446,0.528,0.604,0.5833,0.5747,0.742,0.7671,"{'n_estimators': 260, 'max_depth': 3, 'learning_rate': 0.20817302908441512, 'subsample': 0.6057803153764435, 'colsample_bytree': 0.712907196031362, 'min_child_weight': 3, 'gamma': 2.389928657682998, 'reg_alpha': 1.5357876495498726, 'reg_lambda': 0.7759044502660775}",0.7561,0.5167,0.6139,0.7822,0.2917,0.2692,0.28,0.6121,0.5821,0.8478,0.6903,0.8316,260.0,3.0,,,,,0.20817302908441512,0.6057803153764435,0.712907196031362,3.0,2.389928657682998,1.5357876495498726,0.7759044502660775,,
10,DT,1,0.5775,0.3312,0.4044,0.3617,0.4519,0.5775,0.5047,0.6438,0.7442,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.3333,0.3158,0.3243,0.5425,0.0,0.0,0.0,0.7215,0.6604,0.8974,0.7609,0.6675,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.4494,0.5556,0.4177,0.379,0.6442,0.4494,0.4148,0.6327,0.6721,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'splitter': 'best'}",1.0,0.1892,0.3182,0.7422,0.1667,0.2353,0.1951,0.4608,0.5,0.8286,0.6237,0.6952,,2.0,20.0,10.0,sqrt,,,,,,,,,gini,best
12,DT,3,0.4211,0.2724,0.4102,0.327,0.2834,0.4211,0.3385,0.6313,0.6103,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 18, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'best'}",0.3171,0.52,0.3939,0.5586,0.0,0.0,0.0,0.6513,0.5,0.7105,0.587,0.684,,2.0,18.0,5.0,,,,,,,,,,entropy,best
13,DT,4,0.4342,0.4765,0.4082,0.4057,0.4957,0.4342,0.4305,0.5306,0.5551,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 8, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'random'}",0.25,0.3684,0.2979,0.4026,0.6667,0.25,0.3636,0.6178,0.5128,0.6061,0.5556,0.5715,,8.0,8.0,7.0,log2,,,,,,,,,entropy,random
14,DT,5,0.4773,0.4064,0.4339,0.3854,0.4656,0.4773,0.4329,0.6044,0.6394,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'splitter': 'random'}",0.5882,0.3333,0.4255,0.5315,0.1429,0.0769,0.1,0.5348,0.4881,0.8913,0.6308,0.747,,6.0,7.0,2.0,sqrt,,,,,,,,,gini,random
15,RF,MEAN,0.5495,0.5451,0.5085,0.4951,0.5852,0.5495,0.5345,0.7006,0.7229,N/A,0.5136,0.4559,0.4636,0.6865,0.5202,0.2973,0.3508,0.6506,0.6014,0.7724,0.671,0.7645,,,,,,,,,,,,,,,
16,RF,STD,0.0489,0.0301,0.0214,0.0327,0.0269,0.0489,0.0514,0.0417,0.0632,N/A,0.2315,0.0802,0.1209,0.1325,0.2154,0.1295,0.1283,0.0673,0.0757,0.1152,0.0698,0.0529,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5328,0.5663,0.4964,0.4749,0.6012,0.5328,0.5112,0.7086,0.7199,N/A,0.5212,0.5152,0.487,0.6974,0.575,0.2244,0.2776,0.66,0.6027,0.7495,0.6601,0.7684,,,,,,,,,,,,,,,
18,XGB,STD,0.0963,0.0734,0.0697,0.0992,0.0638,0.0963,0.1118,0.0276,0.0694,N/A,0.2569,0.0407,0.1223,0.1203,0.2981,0.1624,0.1867,0.0853,0.0716,0.133,0.0686,0.0528,,,,,,,,,,,,,,,
19,DT,MEAN,0.4719,0.4084,0.4149,0.3718,0.4682,0.4719,0.4243,0.6086,0.6442,N/A,0.4977,0.3453,0.352,0.5555,0.1953,0.1124,0.1317,0.5972,0.5323,0.7868,0.6316,0.673,,,,,,,,,,,,,,,
20,DT,STD,0.0626,0.1127,0.0117,0.0296,0.1286,0.0626,0.0592,0.0459,0.0705,N/A,0.3088,0.1188,0.0548,0.1214,0.2748,0.1231,0.1529,0.1016,0.0722,0.1259,0.0783,0.0641,,,,,,,,,,,,,,,
