,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6791,0.6372,0.5818,0.5993,0.6743,0.6791,0.6717,0.7483,0.8157,"{'n_estimators': 387, 'max_depth': 4, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True}",0.5246,0.5424,0.5333,0.7246,0.6316,0.3871,0.48,0.7747,0.7556,0.816,0.7846,0.7456,387.0,4.0,2.0,4.0,log2,True,,,,,,,,,
1,RF,2,0.477,0.4391,0.438,0.4065,0.4563,0.477,0.4349,0.6387,0.6465,"{'n_estimators': 364, 'max_depth': 11, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': True}",0.3538,0.422,0.3849,0.614,0.4103,0.125,0.1916,0.5272,0.5533,0.767,0.6429,0.7748,364.0,11.0,5.0,9.0,log2,True,,,,,,,,,
2,RF,3,0.5303,0.5129,0.5111,0.5046,0.5651,0.5303,0.539,0.7201,0.7126,"{'n_estimators': 425, 'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': True}",0.39,0.5489,0.456,0.6434,0.4634,0.4419,0.4524,0.8256,0.6852,0.5425,0.6056,0.6914,425.0,7.0,5.0,9.0,sqrt,True,,,,,,,,,
3,RF,4,0.4922,0.4841,0.4434,0.4301,0.4898,0.4922,0.4647,0.6774,0.6992,"{'n_estimators': 392, 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}",0.4079,0.4819,0.4418,0.6359,0.4884,0.15,0.2295,0.6631,0.5559,0.6983,0.619,0.7332,392.0,3.0,16.0,1.0,,True,,,,,,,,,
4,RF,5,0.548,0.5773,0.5713,0.5021,0.6589,0.548,0.5365,0.7551,0.7081,"{'n_estimators': 340, 'max_depth': 5, 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False}",0.8655,0.4858,0.6224,0.8129,0.4583,0.228,0.3045,0.5655,0.4079,1.0,0.5795,0.887,340.0,5.0,16.0,9.0,log2,False,,,,,,,,,
5,XGB,1,0.6674,0.6212,0.5892,0.5995,0.6705,0.6674,0.6662,0.7454,0.8108,"{'n_estimators': 291, 'max_depth': 8, 'learning_rate': 0.04399386856427251, 'subsample': 0.8456650569805181, 'colsample_bytree': 0.6297620766375027, 'min_child_weight': 4, 'gamma': 4.75230560116798, 'reg_alpha': 1.753660950915639, 'reg_lambda': 0.418840658899468}",0.5037,0.5763,0.5375,0.7463,0.5909,0.4194,0.4906,0.733,0.7689,0.772,0.7705,0.757,291.0,8.0,,,,,0.04399386856427251,0.8456650569805181,0.6297620766375027,4.0,4.75230560116798,1.753660950915639,0.418840658899468,,
6,XGB,2,0.5157,0.4758,0.4663,0.4421,0.4885,0.5157,0.4719,0.6493,0.6621,"{'n_estimators': 264, 'max_depth': 6, 'learning_rate': 0.013997001068863197, 'subsample': 0.6694483449640125, 'colsample_bytree': 0.6768856196246542, 'min_child_weight': 5, 'gamma': 1.0664088149037894, 'reg_alpha': 0.09778185224330715, 'reg_lambda': 1.793122954692597}",0.4211,0.367,0.3922,0.6274,0.4423,0.1797,0.2556,0.543,0.5639,0.8523,0.6787,0.7776,264.0,6.0,,,,,0.013997001068863197,0.6694483449640125,0.6768856196246542,5.0,1.0664088149037894,0.09778185224330715,1.793122954692597,,
7,XGB,3,0.5417,0.5269,0.5511,0.5311,0.5753,0.5417,0.5496,0.725,0.7151,"{'n_estimators': 71, 'max_depth': 7, 'learning_rate': 0.14723290295091088, 'subsample': 0.6376795707618874, 'colsample_bytree': 0.8867843984208869, 'min_child_weight': 8, 'gamma': 3.7897063284654675, 'reg_alpha': 0.5672993231065665, 'reg_lambda': 0.22300746374190633}",0.4057,0.538,0.4626,0.6561,0.4854,0.5814,0.5291,0.8383,0.6894,0.5337,0.6017,0.6806,71.0,7.0,,,,,0.14723290295091088,0.6376795707618874,0.8867843984208869,8.0,3.7897063284654675,0.5672993231065665,0.22300746374190633,,
8,XGB,4,0.52,0.4992,0.4843,0.4819,0.5111,0.52,0.5077,0.6736,0.6886,"{'n_estimators': 132, 'max_depth': 7, 'learning_rate': 0.19151850702229625, 'subsample': 0.7309144098317863, 'colsample_bytree': 0.8860327468905663, 'min_child_weight': 2, 'gamma': 4.067617115543098, 'reg_alpha': 0.8914719933768622, 'reg_lambda': 0.7694650274850471}",0.4727,0.5389,0.5036,0.6314,0.4444,0.2571,0.3258,0.6583,0.5803,0.657,0.6163,0.731,132.0,7.0,,,,,0.19151850702229625,0.7309144098317863,0.8860327468905663,2.0,4.067617115543098,0.8914719933768622,0.7694650274850471,,
9,XGB,5,0.5296,0.5483,0.5662,0.5015,0.6322,0.5296,0.5221,0.7539,0.7065,"{'n_estimators': 52, 'max_depth': 11, 'learning_rate': 0.11069143219393454, 'subsample': 0.8916028672163949, 'colsample_bytree': 0.9085081386743783, 'min_child_weight': 1, 'gamma': 1.7923286427213632, 'reg_alpha': 0.23173811905025943, 'reg_lambda': 1.726206851751187}",0.844,0.434,0.5732,0.79,0.3704,0.3109,0.338,0.6075,0.4306,0.9538,0.5933,0.8642,52.0,11.0,,,,,0.11069143219393454,0.8916028672163949,0.9085081386743783,1.0,1.7923286427213632,0.23173811905025943,1.726206851751187,,
10,DT,1,0.6395,0.3887,0.4472,0.4147,0.5374,0.6395,0.5828,0.6617,0.7638,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",0.4576,0.4576,0.4576,0.6262,0.0,0.0,0.0,0.6695,0.7083,0.884,0.7865,0.6892,,1.0,20.0,9.0,sqrt,,,,,,,,,gini,best
11,DT,2,0.5206,0.3364,0.4805,0.3947,0.356,0.5206,0.4219,0.6282,0.6487,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.4565,0.578,0.5101,0.6656,0.0,0.0,0.0,0.5466,0.5527,0.8636,0.6741,0.6723,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
12,DT,3,0.4795,0.4466,0.3921,0.3941,0.5071,0.4795,0.4794,0.6104,0.6058,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 15, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'splitter': 'random'}",0.308,0.462,0.3696,0.546,0.3871,0.1395,0.2051,0.6783,0.6447,0.5748,0.6078,0.6068,,5.0,15.0,6.0,sqrt,,,,,,,,,entropy,random
13,DT,4,0.5061,0.3478,0.4505,0.3853,0.4029,0.5061,0.4405,0.6431,0.6713,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 14, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'random'}",0.4251,0.7358,0.5389,0.5964,0.0,0.0,0.0,0.6087,0.6183,0.6157,0.617,0.7242,,2.0,14.0,9.0,,,,,,,,,,gini,random
14,DT,5,0.4901,0.5128,0.524,0.4416,0.5905,0.4901,0.4674,0.6811,0.6384,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'splitter': 'best'}",0.787,0.4009,0.5312,0.6865,0.3656,0.1762,0.2378,0.5541,0.3857,0.9949,0.5559,0.8026,,3.0,10.0,4.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5453,0.5301,0.5091,0.4885,0.5689,0.5453,0.5294,0.7079,0.7164,N/A,0.5084,0.4962,0.4877,0.6862,0.4904,0.2664,0.3316,0.6712,0.5916,0.7648,0.6463,0.7664,,,,,,,,,,,,,,,
16,RF,STD,0.08,0.0781,0.0681,0.0756,0.0977,0.08,0.0915,0.0493,0.0615,N/A,0.2096,0.0518,0.0921,0.0823,0.0838,0.1418,0.1298,0.129,0.1343,0.1672,0.0806,0.0738,,,,,,,,,,,,,,,
