,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6198,0.372,0.4512,0.4078,0.5142,0.6198,0.5621,0.7343,0.7913,"{'n_estimators': 476, 'max_depth': 3, 'min_samples_split': 7, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False}",0.3915,0.4868,0.434,0.6679,0.0,0.0,0.0,0.7662,0.7246,0.8668,0.7894,0.7688,476.0,3.0,7.0,4.0,log2,False,,,,,,,,,
1,RF,2,0.3769,0.3747,0.367,0.3279,0.3834,0.3769,0.3423,0.5798,0.5863,"{'n_estimators': 280, 'max_depth': 4, 'min_samples_split': 4, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': True}",0.3319,0.6173,0.4317,0.5768,0.34,0.0746,0.1223,0.5553,0.4524,0.4092,0.4297,0.6073,280.0,4.0,4.0,7.0,log2,True,,,,,,,,,
2,RF,3,0.5109,0.5612,0.5256,0.4264,0.5972,0.5109,0.4607,0.7251,0.6732,"{'n_estimators': 285, 'max_depth': 5, 'min_samples_split': 14, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': True}",0.6929,0.5453,0.6103,0.7059,0.6053,0.0652,0.1176,0.6326,0.3855,0.9664,0.5512,0.8368,285.0,5.0,14.0,3.0,log2,True,,,,,,,,,
3,RF,4,0.5628,0.5364,0.5134,0.5125,0.5814,0.5628,0.5623,0.6989,0.712,"{'n_estimators': 494, 'max_depth': 17, 'min_samples_split': 19, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'bootstrap': True}",0.4439,0.6306,0.5211,0.678,0.4569,0.2944,0.3581,0.7206,0.7082,0.6151,0.6584,0.6981,494.0,17.0,19.0,4.0,sqrt,True,,,,,,,,,
4,RF,5,0.6561,0.6831,0.5843,0.5652,0.6764,0.6561,0.619,0.773,0.8017,"{'n_estimators': 187, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",0.7038,0.6933,0.6985,0.8095,0.7333,0.1658,0.2705,0.6575,0.6122,0.8937,0.7266,0.8519,187.0,4.0,15.0,5.0,log2,True,,,,,,,,,
5,XGB,1,0.6627,0.5995,0.5521,0.5642,0.6488,0.6627,0.6485,0.7246,0.7964,"{'n_estimators': 303, 'max_depth': 4, 'learning_rate': 0.01625052427116579, 'subsample': 0.808154230344385, 'colsample_bytree': 0.9648727039581695, 'min_child_weight': 2, 'gamma': 4.992483437747104, 'reg_alpha': 1.7042965114014081, 'reg_lambda': 0.4453483716386819}",0.4947,0.4921,0.4934,0.6709,0.56,0.3231,0.4098,0.7401,0.7438,0.8411,0.7895,0.7628,303.0,4.0,,,,,0.01625052427116579,0.808154230344385,0.9648727039581695,2.0,4.992483437747104,1.7042965114014081,0.4453483716386819,,
6,XGB,2,0.4183,0.4298,0.4058,0.3977,0.4329,0.4183,0.408,0.5945,0.6026,"{'n_estimators': 293, 'max_depth': 8, 'learning_rate': 0.018053276533310014, 'subsample': 0.9137475337279908, 'colsample_bytree': 0.6049998358151609, 'min_child_weight': 2, 'gamma': 4.957366471897871, 'reg_alpha': 1.5786167351137101, 'reg_lambda': 1.5223966419719628}",0.3563,0.5103,0.4196,0.5879,0.4667,0.2149,0.2943,0.6009,0.4665,0.4923,0.479,0.5945,293.0,8.0,,,,,0.018053276533310014,0.9137475337279908,0.6049998358151609,2.0,4.957366471897871,1.5786167351137101,1.5223966419719628,,
7,XGB,3,0.5336,0.5362,0.5407,0.4576,0.5771,0.5336,0.4918,0.7259,0.6865,"{'n_estimators': 378, 'max_depth': 3, 'learning_rate': 0.010215493843460856, 'subsample': 0.7929824641258137, 'colsample_bytree': 0.7459839334208376, 'min_child_weight': 5, 'gamma': 2.3261022742639406, 'reg_alpha': 0.9487664419830881, 'reg_lambda': 1.0952959506320314}",0.7002,0.5866,0.6384,0.7138,0.5,0.0992,0.1655,0.6287,0.4085,0.9362,0.5688,0.8353,378.0,3.0,,,,,0.010215493843460856,0.7929824641258137,0.7459839334208376,5.0,2.3261022742639406,0.9487664419830881,1.0952959506320314,,
8,XGB,4,0.549,0.538,0.5113,0.5096,0.5761,0.549,0.5497,0.6881,0.7082,"{'n_estimators': 192, 'max_depth': 4, 'learning_rate': 0.01131230746895698, 'subsample': 0.7261800650237537, 'colsample_bytree': 0.6421298247419491, 'min_child_weight': 10, 'gamma': 4.658694008647853, 'reg_alpha': 1.4331363336275558, 'reg_lambda': 1.3496047843996721}",0.4328,0.6465,0.5185,0.6707,0.4872,0.3167,0.3838,0.7022,0.6941,0.5706,0.6263,0.6916,192.0,4.0,,,,,0.01131230746895698,0.7261800650237537,0.6421298247419491,10.0,4.658694008647853,1.4331363336275558,1.3496047843996721,,
9,XGB,5,0.635,0.5924,0.5832,0.5787,0.6187,0.635,0.6199,0.78,0.808,"{'n_estimators': 188, 'max_depth': 3, 'learning_rate': 0.1355236375958329, 'subsample': 0.8741010211378308, 'colsample_bytree': 0.6913253986037604, 'min_child_weight': 3, 'gamma': 4.631384653352055, 'reg_alpha': 1.838579146446554, 'reg_lambda': 0.6728848933832177}",0.6675,0.6608,0.6642,0.784,0.4516,0.2814,0.3467,0.6922,0.6581,0.8075,0.7252,0.8639,188.0,3.0,,,,,0.1355236375958329,0.8741010211378308,0.6913253986037604,3.0,4.631384653352055,1.838579146446554,0.6728848933832177,,
