,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.5794,0.5374,0.5321,0.5316,0.584,0.5794,0.5778,0.7182,0.7456,"{'n_estimators': 252, 'max_depth': 9, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': True}",0.6094,0.7114,0.6565,0.7919,0.3271,0.3271,0.3271,0.5868,0.6757,0.5579,0.6112,0.7759,252.0,9.0,4.0,10.0,log2,True,,,,,,,,,
1,RF,2,0.5153,0.5056,0.474,0.4598,0.5173,0.5153,0.4946,0.714,0.7374,"{'n_estimators': 400, 'max_depth': 12, 'min_samples_split': 12, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': True}",0.471,0.69,0.5599,0.7629,0.4783,0.1774,0.2588,0.6469,0.5674,0.5544,0.5608,0.7322,400.0,12.0,12.0,9.0,log2,True,,,,,,,,,
2,RF,3,0.3545,0.4871,0.3879,0.3131,0.5111,0.3545,0.2909,0.5754,0.5465,"{'n_estimators': 91, 'max_depth': 6, 'min_samples_split': 6, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}",0.2445,0.3828,0.2984,0.4398,0.7727,0.0464,0.0876,0.5591,0.444,0.7345,0.5534,0.7272,91.0,6.0,6.0,1.0,sqrt,True,,,,,,,,,
3,RF,4,0.6075,0.6347,0.5479,0.5522,0.632,0.6075,0.5845,0.7691,0.7897,"{'n_estimators': 425, 'max_depth': 5, 'min_samples_split': 19, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'bootstrap': False}",0.7047,0.4642,0.5597,0.7851,0.6324,0.3007,0.4076,0.6874,0.5671,0.8789,0.6893,0.8348,425.0,5.0,19.0,8.0,sqrt,False,,,,,,,,,
4,RF,5,0.5561,0.5603,0.4877,0.4922,0.5491,0.5561,0.527,0.6917,0.7303,"{'n_estimators': 222, 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': True}",0.4823,0.3348,0.3953,0.6011,0.6211,0.2935,0.3986,0.7492,0.5774,0.8349,0.6827,0.7248,222.0,4.0,16.0,9.0,sqrt,True,,,,,,,,,
5,XGB,1,0.5642,0.5334,0.5299,0.5268,0.5768,0.5642,0.565,0.7178,0.7399,"{'n_estimators': 138, 'max_depth': 4, 'learning_rate': 0.033221811136147465, 'subsample': 0.8733137243700742, 'colsample_bytree': 0.7093074599022801, 'min_child_weight': 8, 'gamma': 3.22421587432574, 'reg_alpha': 0.6060059750681905, 'reg_lambda': 0.7432872830056824}",0.5974,0.6915,0.641,0.7863,0.3377,0.3835,0.3592,0.5988,0.6652,0.5147,0.5803,0.7682,138.0,4.0,,,,,0.033221811136147465,0.8733137243700742,0.7093074599022801,8.0,3.22421587432574,0.6060059750681905,0.7432872830056824,,
6,XGB,2,0.5763,0.5778,0.5276,0.5189,0.582,0.5763,0.5555,0.7358,0.7596,"{'n_estimators': 438, 'max_depth': 3, 'learning_rate': 0.012775334135245377, 'subsample': 0.8457025427838752, 'colsample_bytree': 0.6027404136578872, 'min_child_weight': 5, 'gamma': 1.6034206346148236, 'reg_alpha': 1.6236210897732901, 'reg_lambda': 1.4932699924165613}",0.5313,0.7196,0.6113,0.7831,0.5882,0.2151,0.315,0.668,0.6139,0.6481,0.6305,0.7564,438.0,3.0,,,,,0.012775334135245377,0.8457025427838752,0.6027404136578872,5.0,1.6034206346148236,1.6236210897732901,1.4932699924165613,,
7,XGB,3,0.362,0.3718,0.3929,0.3314,0.3725,0.362,0.3109,0.5641,0.5453,"{'n_estimators': 232, 'max_depth': 5, 'learning_rate': 0.015365512570318632, 'subsample': 0.6871956476401323, 'colsample_bytree': 0.6465255811631712, 'min_child_weight': 8, 'gamma': 3.3436974388693836, 'reg_alpha': 1.2135481198965608, 'reg_lambda': 0.45084336352090787}",0.2825,0.4276,0.3402,0.4685,0.3939,0.071,0.1204,0.5068,0.439,0.68,0.5335,0.7169,232.0,5.0,,,,,0.015365512570318632,0.6871956476401323,0.6465255811631712,8.0,3.3436974388693836,1.2135481198965608,0.45084336352090787,,
8,XGB,4,0.6068,0.6119,0.56,0.5662,0.613,0.6068,0.5916,0.7743,0.7928,"{'n_estimators': 499, 'max_depth': 10, 'learning_rate': 0.030012065582985872, 'subsample': 0.6007517500837968, 'colsample_bytree': 0.994373858677548, 'min_child_weight': 7, 'gamma': 3.9600311379011637, 'reg_alpha': 1.0679499753429336, 'reg_lambda': 0.03658406545278675}",0.6463,0.4862,0.555,0.7641,0.6,0.3671,0.4555,0.7521,0.5893,0.8265,0.688,0.8067,499.0,10.0,,,,,0.030012065582985872,0.6007517500837968,0.994373858677548,7.0,3.9600311379011637,1.0679499753429336,0.03658406545278675,,
9,XGB,5,0.5544,0.5411,0.4891,0.4896,0.544,0.5544,0.5251,0.7205,0.735,"{'n_estimators': 255, 'max_depth': 3, 'learning_rate': 0.010048260865401004, 'subsample': 0.9385448512112797, 'colsample_bytree': 0.6621522963623859, 'min_child_weight': 2, 'gamma': 1.9710262444024587, 'reg_alpha': 0.4946572891187962, 'reg_lambda': 1.608817187812883}",0.5123,0.3259,0.3984,0.6138,0.5391,0.3085,0.3924,0.8154,0.5718,0.833,0.6781,0.7323,255.0,3.0,,,,,0.010048260865401004,0.9385448512112797,0.6621522963623859,2.0,1.9710262444024587,0.4946572891187962,1.608817187812883,,
10,DT,1,0.491,0.5014,0.4649,0.4307,0.5595,0.491,0.4615,0.6439,0.6868,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 15, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'splitter': 'best'}",0.7214,0.2405,0.3607,0.6831,0.2493,0.3271,0.2829,0.5293,0.5334,0.8273,0.6486,0.7194,,3.0,15.0,7.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.5528,0.5028,0.4676,0.4616,0.5406,0.5528,0.5215,0.6569,0.6985,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",0.6688,0.3801,0.4847,0.6695,0.25,0.172,0.2038,0.6394,0.5895,0.8506,0.6964,0.6618,,4.0,4.0,9.0,sqrt,,,,,,,,,entropy,best
12,DT,3,0.3416,0.4634,0.3741,0.3031,0.4842,0.3416,0.2808,0.5913,0.5587,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 13, 'min_samples_leaf': 3, 'max_features': 'log2', 'splitter': 'best'}",0.229,0.3759,0.2846,0.4172,0.7143,0.041,0.0775,0.602,0.447,0.7055,0.5472,0.7549,,5.0,13.0,3.0,log2,,,,,,,,,gini,best
13,DT,4,0.5922,0.6037,0.5255,0.5232,0.6033,0.5922,0.5626,0.7097,0.7546,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 18, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'splitter': 'best'}",0.6414,0.4495,0.5286,0.7038,0.5983,0.2448,0.3474,0.6781,0.5716,0.8822,0.6937,0.7472,,4.0,18.0,6.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.4782,0.4341,0.4396,0.4292,0.4611,0.4782,0.4604,0.6049,0.6606,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 17, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'splitter': 'best'}",0.4074,0.2701,0.3248,0.5413,0.348,0.3532,0.3506,0.6483,0.5469,0.6954,0.6123,0.6251,,5.0,17.0,10.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5226,0.545,0.4859,0.4698,0.5587,0.5226,0.495,0.6937,0.7099,N/A,0.5024,0.5166,0.494,0.6762,0.5663,0.229,0.2959,0.6459,0.5663,0.7121,0.6195,0.759,,,,,,,,,,,,,,,
16,RF,STD,0.0998,0.0575,0.0627,0.0946,0.0502,0.0998,0.1199,0.0719,0.0942,N/A,0.1734,0.1744,0.1441,0.1535,0.1695,0.1172,0.1311,0.0765,0.0822,0.1517,0.0647,0.0473,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5327,0.5272,0.4999,0.4866,0.5377,0.5327,0.5096,0.7025,0.7145,N/A,0.514,0.5302,0.5092,0.6832,0.4918,0.269,0.3285,0.6682,0.5758,0.7005,0.6221,0.7561,,,,,,,,,,,,,,,
18,XGB,STD,0.0975,0.0924,0.0649,0.091,0.0955,0.0975,0.1136,0.0806,0.0973,N/A,0.14,0.1704,0.133,0.1397,0.1189,0.1288,0.1271,0.122,0.0842,0.1333,0.0655,0.0347,,,,,,,,,,,,,,,
19,DT,MEAN,0.4912,0.5011,0.4543,0.4296,0.5297,0.4912,0.4574,0.6413,0.6718,N/A,0.5336,0.3432,0.3967,0.603,0.432,0.2276,0.2524,0.6194,0.5377,0.7922,0.6396,0.7017,,,,,,,,,,,,,,,
20,DT,STD,0.0956,0.0641,0.0548,0.0803,0.0574,0.0956,0.1077,0.0468,0.072,N/A,0.2085,0.0861,0.1051,0.1218,0.2127,0.1264,0.1146,0.0572,0.0551,0.0861,0.0623,0.0563,,,,,,,,,,,,,,,
