,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6588,0.6345,0.6077,0.5861,0.7024,0.6588,0.6558,0.7916,0.7984,"{'n_estimators': 493, 'max_depth': 18, 'min_samples_split': 17, 'min_samples_leaf': 3, 'max_features': None, 'bootstrap': True}",0.3846,0.6667,0.4878,0.8048,0.7273,0.3478,0.4706,0.7833,0.7917,0.8085,0.8,0.7867,493.0,18.0,17.0,3.0,,True,,,,,,,,,
1,RF,2,0.5342,0.5401,0.5374,0.4852,0.5697,0.5342,0.5103,0.7243,0.7063,"{'n_estimators': 171, 'max_depth': 11, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': True}",0.6567,0.55,0.5986,0.7009,0.5333,0.1905,0.2807,0.6577,0.4304,0.8718,0.5763,0.8142,171.0,11.0,16.0,1.0,log2,True,,,,,,,,,
2,RF,3,0.5433,0.5372,0.5173,0.5122,0.5463,0.5433,0.5321,0.687,0.7217,"{'n_estimators': 425, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False}",0.4915,0.6744,0.5686,0.7292,0.5,0.2812,0.36,0.5737,0.62,0.5962,0.6078,0.7582,425.0,10.0,5.0,1.0,log2,False,,,,,,,,,
3,RF,4,0.3605,0.3718,0.3646,0.3671,0.3669,0.3605,0.3624,0.5427,0.535,"{'n_estimators': 392, 'max_depth': 19, 'min_samples_split': 16, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': False}",0.4062,0.3611,0.3824,0.4861,0.4118,0.3889,0.4,0.6716,0.2973,0.3438,0.3188,0.4705,392.0,19.0,16.0,1.0,,False,,,,,,,,,
4,RF,5,0.5968,0.5775,0.5493,0.5447,0.6165,0.5968,0.594,0.7029,0.7261,"{'n_estimators': 88, 'max_depth': 12, 'min_samples_split': 19, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'bootstrap': False}",0.4468,0.6562,0.5316,0.7099,0.5714,0.32,0.4103,0.7002,0.7143,0.6716,0.6923,0.6986,88.0,12.0,19.0,5.0,sqrt,False,,,,,,,,,
5,XGB,1,0.6353,0.6652,0.6015,0.5476,0.727,0.6353,0.6187,0.7591,0.763,"{'n_estimators': 169, 'max_depth': 3, 'learning_rate': 0.05255548000878286, 'subsample': 0.9167302135049561, 'colsample_bytree': 0.6298415966667629, 'min_child_weight': 1, 'gamma': 4.659146572417461, 'reg_alpha': 0.3728711906404136, 'reg_lambda': 0.33235255663231533}",0.375,0.8,0.5106,0.7505,0.8333,0.2174,0.3448,0.7637,0.7872,0.7872,0.7872,0.7632,169.0,3.0,,,,,0.05255548000878286,0.9167302135049561,0.6298415966667629,1.0,4.659146572417461,0.3728711906404136,0.33235255663231533,,
6,XGB,2,0.528,0.5316,0.5396,0.5017,0.5592,0.528,0.5165,0.7235,0.702,"{'n_estimators': 297, 'max_depth': 9, 'learning_rate': 0.08521336378975886, 'subsample': 0.8551593162108744, 'colsample_bytree': 0.6419614119567649, 'min_child_weight': 3, 'gamma': 0.46593600951525205, 'reg_alpha': 1.105842318155551, 'reg_lambda': 0.8285404955812048}",0.6406,0.5125,0.5694,0.6918,0.5217,0.2857,0.3692,0.6679,0.4324,0.8205,0.5664,0.8108,297.0,9.0,,,,,0.08521336378975886,0.8551593162108744,0.6419614119567649,3.0,0.46593600951525205,1.105842318155551,0.8285404955812048,,
7,XGB,3,0.6063,0.6091,0.5699,0.5691,0.6082,0.6063,0.5904,0.737,0.7633,"{'n_estimators': 130, 'max_depth': 10, 'learning_rate': 0.04323444823345436, 'subsample': 0.7128242281629953, 'colsample_bytree': 0.875869770084707, 'min_child_weight': 6, 'gamma': 3.482132635201184, 'reg_alpha': 0.07260962646423663, 'reg_lambda': 1.9886945567791618}",0.587,0.6279,0.6067,0.7519,0.625,0.3125,0.4167,0.651,0.6154,0.7692,0.6838,0.8082,130.0,10.0,,,,,0.04323444823345436,0.7128242281629953,0.875869770084707,6.0,3.482132635201184,0.07260962646423663,1.9886945567791618,,
8,XGB,4,0.3837,0.4354,0.4016,0.3661,0.4574,0.3837,0.3572,0.5624,0.5777,"{'n_estimators': 52, 'max_depth': 11, 'learning_rate': 0.11069143219393454, 'subsample': 0.8916028672163949, 'colsample_bytree': 0.9085081386743783, 'min_child_weight': 1, 'gamma': 1.7923286427213632, 'reg_alpha': 0.23173811905025943, 'reg_lambda': 1.726206851751187}",0.6,0.1667,0.2609,0.4633,0.3478,0.4444,0.3902,0.7002,0.3585,0.5938,0.4471,0.5237,52.0,11.0,,,,,0.11069143219393454,0.8916028672163949,0.9085081386743783,1.0,1.7923286427213632,0.23173811905025943,1.726206851751187,,
9,XGB,5,0.5,0.4687,0.4737,0.4662,0.5311,0.5,0.51,0.6591,0.682,"{'n_estimators': 150, 'max_depth': 3, 'learning_rate': 0.14468466386660972, 'subsample': 0.7635699840817834, 'colsample_bytree': 0.6109470798815742, 'min_child_weight': 6, 'gamma': 1.0414013305441188, 'reg_alpha': 1.4598873465725903, 'reg_lambda': 0.6857170124622285}",0.3488,0.4688,0.4,0.6399,0.3846,0.4,0.3922,0.6707,0.6727,0.5522,0.6066,0.6667,150.0,3.0,,,,,0.14468466386660972,0.7635699840817834,0.6109470798815742,6.0,1.0414013305441188,1.4598873465725903,0.6857170124622285,,
10,DT,1,0.7059,0.6735,0.59,0.6105,0.6937,0.7059,0.6837,0.7048,0.7722,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 10, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",0.625,0.3333,0.4348,0.6695,0.6667,0.5217,0.5854,0.6964,0.7288,0.9149,0.8113,0.7486,,2.0,10.0,9.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.4099,0.4866,0.4767,0.399,0.5381,0.4099,0.3835,0.6354,0.6006,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'splitter': 'best'}",0.6923,0.225,0.3396,0.551,0.4375,0.3333,0.3784,0.6213,0.3301,0.8718,0.4789,0.7338,,4.0,10.0,1.0,log2,,,,,,,,,gini,best
12,DT,3,0.5512,0.3614,0.4796,0.4081,0.4077,0.5512,0.4642,0.6578,0.7122,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.5111,0.5349,0.5227,0.6365,0.0,0.0,0.0,0.6183,0.5732,0.9038,0.7015,0.7186,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
13,DT,4,0.4302,0.427,0.412,0.4164,0.4279,0.4302,0.4265,0.6219,0.6383,"{'criterion': 'gini', 'max_depth': 6, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'log2', 'splitter': 'random'}",0.4524,0.5278,0.4872,0.6064,0.4286,0.3333,0.375,0.7365,0.4,0.375,0.3871,0.5229,,6.0,20.0,10.0,log2,,,,,,,,,gini,random
14,DT,5,0.5081,0.4902,0.4699,0.4641,0.535,0.5081,0.5098,0.5907,0.6364,"{'criterion': 'entropy', 'max_depth': 8, 'min_samples_split': 10, 'min_samples_leaf': 10, 'max_features': 'log2', 'splitter': 'random'}",0.36,0.5625,0.439,0.5729,0.4667,0.28,0.35,0.5816,0.6441,0.5672,0.6032,0.6176,,8.0,10.0,10.0,log2,,,,,,,,,entropy,random
15,RF,MEAN,0.5387,0.5322,0.5153,0.4991,0.5604,0.5387,0.5309,0.6897,0.6975,N/A,0.4772,0.5817,0.5138,0.6862,0.5488,0.3057,0.3843,0.6773,0.5707,0.6584,0.599,0.7056,,,,,,,,,,,,,,,
16,RF,STD,0.1114,0.0979,0.0907,0.0828,0.1235,0.1114,0.11,0.0913,0.0976,N/A,0.1084,0.1333,0.0843,0.1191,0.1159,0.0754,0.0702,0.0757,0.2039,0.2068,0.179,0.1383,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5307,0.542,0.5173,0.4901,0.5766,0.5307,0.5186,0.6882,0.6976,N/A,0.5103,0.5152,0.4695,0.6595,0.5425,0.332,0.3826,0.6907,0.5732,0.7046,0.6182,0.7145,,,,,,,,,,,,,,,
18,XGB,STD,0.099,0.0956,0.0801,0.08,0.1003,0.099,0.1016,0.0796,0.0762,N/A,0.1372,0.2331,0.1404,0.1191,0.1966,0.0907,0.027,0.0445,0.1756,0.1224,0.1274,0.1216,,,,,,,,,,,,,,,
19,DT,MEAN,0.5211,0.4877,0.4856,0.4596,0.5205,0.5211,0.4935,0.6421,0.6719,N/A,0.5282,0.4367,0.4447,0.6073,0.3999,0.2937,0.3378,0.6508,0.5352,0.7265,0.5964,0.6683,,,,,,,,,,,,,,,
20,DT,STD,0.1182,0.1164,0.0646,0.088,0.1138,0.1182,0.1161,0.0426,0.0692,N/A,0.1329,0.1494,0.069,0.0476,0.2438,0.1881,0.2113,0.0635,0.1667,0.2434,0.1695,0.0962,,,,,,,,,,,,,,,
