,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6424,0.58,0.5693,0.5742,0.6392,0.6424,0.6405,0.7113,0.7712,"{'n_estimators': 500, 'max_depth': 12, 'min_samples_split': 6, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': True}",0.4643,0.4643,0.4643,0.6461,0.5319,0.4808,0.5051,0.7611,0.7437,0.7629,0.7532,0.7267,500.0,12.0,6.0,10.0,log2,True,,,,,,,,,
1,RF,2,0.5093,0.4709,0.4599,0.4297,0.4812,0.5093,0.459,0.6563,0.6597,"{'n_estimators': 194, 'max_depth': 8, 'min_samples_split': 12, 'min_samples_leaf': 10, 'max_features': 'log2', 'bootstrap': True}",0.4568,0.4405,0.4485,0.6379,0.4138,0.1224,0.189,0.5359,0.5421,0.8169,0.6517,0.7949,194.0,8.0,12.0,10.0,log2,True,,,,,,,,,
2,RF,3,0.5062,0.514,0.4711,0.4496,0.5155,0.5062,0.4756,0.686,0.6947,"{'n_estimators': 331, 'max_depth': 8, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True}",0.5407,0.4345,0.4818,0.6501,0.5161,0.1758,0.2623,0.6627,0.4851,0.8028,0.6048,0.7451,331.0,8.0,3.0,4.0,log2,True,,,,,,,,,
3,RF,4,0.5691,0.524,0.5302,0.524,0.5871,0.5691,0.5759,0.7197,0.7479,"{'n_estimators': 256, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': False}",0.6576,0.5748,0.6134,0.7805,0.292,0.3846,0.332,0.6422,0.6224,0.6312,0.6268,0.7364,256.0,4.0,15.0,3.0,log2,False,,,,,,,,,
4,RF,5,0.5812,0.6309,0.5069,0.4418,0.6174,0.5812,0.4981,0.793,0.7831,"{'n_estimators': 410, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",0.5439,0.5407,0.5423,0.7346,0.75,0.0242,0.0469,0.7552,0.5988,0.9557,0.7362,0.8891,410.0,3.0,18.0,9.0,sqrt,False,,,,,,,,,
5,XGB,1,0.6242,0.5502,0.5517,0.5508,0.6275,0.6242,0.6257,0.6944,0.758,"{'n_estimators': 221, 'max_depth': 5, 'learning_rate': 0.06251542137752032, 'subsample': 0.7532437186692361, 'colsample_bytree': 0.8031526004294903, 'min_child_weight': 2, 'gamma': 3.6083817869357597, 'reg_alpha': 1.1040880899511492, 'reg_lambda': 0.9211195782122156}",0.4719,0.5,0.4855,0.6427,0.4314,0.4231,0.4272,0.7257,0.7474,0.732,0.7396,0.7149,221.0,5.0,,,,,0.06251542137752032,0.7532437186692361,0.8031526004294903,2.0,3.6083817869357597,1.1040880899511492,0.9211195782122156,,
6,XGB,2,0.5247,0.5355,0.4748,0.448,0.5422,0.5247,0.4778,0.6746,0.6789,"{'n_estimators': 467, 'max_depth': 8, 'learning_rate': 0.03301940341820017, 'subsample': 0.630147132786884, 'colsample_bytree': 0.7421548856945066, 'min_child_weight': 7, 'gamma': 4.992483437747104, 'reg_alpha': 1.2429484675008002, 'reg_lambda': 1.0319917584438292}",0.4302,0.4405,0.4353,0.609,0.625,0.1531,0.2459,0.6215,0.5514,0.831,0.6629,0.7933,467.0,8.0,,,,,0.03301940341820017,0.630147132786884,0.7421548856945066,7.0,4.992483437747104,1.2429484675008002,1.0319917584438292,,
7,XGB,3,0.4613,0.4577,0.4361,0.4291,0.4621,0.4613,0.4468,0.6491,0.6671,"{'n_estimators': 230, 'max_depth': 4, 'learning_rate': 0.21177862539705622, 'subsample': 0.9385448512112797, 'colsample_bytree': 0.855008650200686, 'min_child_weight': 1, 'gamma': 4.9730692627193225, 'reg_alpha': 0.4500337304390555, 'reg_lambda': 0.11913692909736612}",0.4863,0.4226,0.4522,0.6111,0.4375,0.2308,0.3022,0.6317,0.4493,0.6549,0.533,0.7046,230.0,4.0,,,,,0.21177862539705622,0.9385448512112797,0.855008650200686,1.0,4.9730692627193225,0.4500337304390555,0.11913692909736612,,
8,XGB,4,0.5676,0.538,0.5554,0.535,0.5868,0.5676,0.5664,0.751,0.7555,"{'n_estimators': 103, 'max_depth': 5, 'learning_rate': 0.06783427216886766, 'subsample': 0.9365088458744864, 'colsample_bytree': 0.9314339330574772, 'min_child_weight': 4, 'gamma': 4.56563933651006, 'reg_alpha': 0.22500546096442817, 'reg_lambda': 1.0960170876202544}",0.6257,0.7109,0.6656,0.7804,0.3576,0.5192,0.4235,0.7368,0.6308,0.4362,0.5157,0.7359,103.0,5.0,,,,,0.06783427216886766,0.9365088458744864,0.9314339330574772,4.0,4.56563933651006,0.22500546096442817,1.0960170876202544,,
9,XGB,5,0.6212,0.6463,0.5555,0.5204,0.6388,0.6212,0.5651,0.7827,0.7867,"{'n_estimators': 233, 'max_depth': 3, 'learning_rate': 0.07432150769670484, 'subsample': 0.7145922373307857, 'colsample_bytree': 0.6672065680257361, 'min_child_weight': 3, 'gamma': 4.71689757492779, 'reg_alpha': 1.8964494616681495, 'reg_lambda': 1.853145842888147}",0.5943,0.6047,0.5994,0.7285,0.7143,0.121,0.2069,0.7354,0.6304,0.9409,0.7549,0.8842,233.0,3.0,,,,,0.07432150769670484,0.7145922373307857,0.6672065680257361,3.0,4.71689757492779,1.8964494616681495,1.853145842888147,,
10,DT,1,0.5091,0.3335,0.3922,0.3489,0.4911,0.5091,0.4887,0.6164,0.732,"{'criterion': 'gini', 'max_depth': 1, 'min_samples_split': 17, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",0.2911,0.5476,0.3802,0.5462,0.0,0.0,0.0,0.6724,0.7093,0.6289,0.6667,0.6306,,1.0,17.0,8.0,log2,,,,,,,,,gini,best
