,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,AUC_Macro,AUC_Micro,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,AUC_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,AUC_pre-void,Precision_void,Recall_void,F1_void,AUC_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
11,DT,2,0.5185,0.3348,0.4803,0.3946,0.3618,0.5185,0.4262,0.6231,0.6447,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.438,0.631,0.5171,0.6738,0.0,0.0,0.0,0.5322,0.5665,0.8099,0.6667,0.6632,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
12,DT,3,0.4888,0.3285,0.4263,0.3706,0.379,0.4888,0.4264,0.6457,0.6792,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",0.4627,0.5536,0.5041,0.591,0.0,0.0,0.0,0.6554,0.5228,0.7254,0.6077,0.6908,,3.0,9.0,8.0,sqrt,,,,,,,,,gini,best
13,DT,4,0.5632,0.3821,0.4412,0.4014,0.4849,0.5632,0.5108,0.5909,0.6693,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.5397,0.8095,0.6476,0.6418,0.0,0.0,0.0,0.4918,0.6067,0.5142,0.5566,0.639,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
14,DT,5,0.5571,0.363,0.4816,0.4076,0.4116,0.5571,0.4664,0.6767,0.726,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.506,0.4942,0.5,0.6202,0.0,0.0,0.0,0.6677,0.5831,0.9507,0.7228,0.7423,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.5616,0.544,0.5075,0.4839,0.5681,0.5616,0.5298,0.7133,0.7313,N/A,0.5327,0.491,0.5101,0.6898,0.5008,0.2376,0.2671,0.6714,0.5984,0.7939,0.6745,0.7784,,,,,,,,,,,,,,,
16,RF,STD,0.0565,0.0622,0.0445,0.0625,0.0674,0.0565,0.0764,0.051,0.0525,N/A,0.081,0.0631,0.0678,0.0641,0.1692,0.1893,0.1699,0.0927,0.0971,0.1164,0.0664,0.0672,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5598,0.5455,0.5147,0.4967,0.5715,0.5598,0.5364,0.7104,0.7292,N/A,0.5217,0.5357,0.5276,0.6743,0.5132,0.2894,0.3211,0.6902,0.6019,0.719,0.6412,0.7666,,,,,,,,,,,,,,,
18,XGB,STD,0.0688,0.0672,0.0558,0.0545,0.072,0.0688,0.0727,0.0552,0.0529,N/A,0.084,0.121,0.1002,0.0766,0.1496,0.174,0.101,0.0583,0.1103,0.1911,0.1124,0.0742,,,,,,,,,,,,,,,
19,DT,MEAN,0.5273,0.3484,0.4443,0.3846,0.4257,0.5273,0.4637,0.6306,0.6902,N/A,0.4475,0.6072,0.5098,0.6146,0.0,0.0,0.0,0.6039,0.5977,0.7258,0.6441,0.6732,,,,,,,,,,,,,,,
20,DT,STD,0.0319,0.0232,0.0379,0.0244,0.0597,0.0319,0.0376,0.0324,0.0376,N/A,0.0958,0.1232,0.0948,0.0488,0.0,0.0,0.0,0.0853,0.0695,0.1672,0.0636,0.0452,,,,,,,,,,,,,,,
