start_idx,end_idx,start_time,end_time,center_time,label,mean_st_x,mean_st_y,mean_st_z,sd_st_x,sd_st_y,sd_st_z,min_st_x,min_st_y,min_st_z,max_st_x,max_st_y,max_st_z,mean_pitch,mean_sway,sd_pitch,sd_sway,min_pitch,min_sway,max_pitch,max_sway,mean_vedba_s,sd_vedba_s,min_vedba_s,max_vedba_s,psd1_x,psd2_x,psd1_y,psd2_y,psd1_z,psd2_z,mean_gyr_x,mean_gyr_y,mean_gyr_z,sd_gyr_x,sd_gyr_y,sd_gyr_z,min_gyr_x,min_gyr_y,min_gyr_z,max_gyr_x,max_gyr_y,max_gyr_z,experiment_id
0,180,0.0,3.0,1.5,pre-void,0.9605663921543409,0.1523938503575519,0.35558804643896086,0.8274463408013264,0.9029473219080588,0.480373059884685,-1.1074683656017552,-2.8887109497435803,-1.1722284331737365,4.145151530223918,3.1048530928718074,1.4187450734687446,0.3635431590716623,0.15298996434501577,0.0,0.0,0.3635431590716623,0.15298996434501577,0.3635431590716623,0.15298996434501577,1.0574604241332728,0.7826346792094601,0.06989921496181238,3.929661245963849,0.2496603205622724,0.2456763662735279,0.3872633991469047,0.23701707180670814,0.10702115937132617,0.08802273535051558,0.014330819655053931,-0.148696530738852,-0.026583005860168107,1.1018282169172493,1.6654086514916053,1.5717620531015901,-2.854918411358727,-5.3212565603590996,-3.9912413304876893,5.035479840661782,5.200349510678503,5.8818343342973645,1
180,360,3.0,6.0,4.5,pre-void,0.5039921298744378,0.5789935224820096,1.1055161248002383,0.45944117483790636,0.7055260913371484,0.5660895010267597,-0.7984184076531967,-1.8032434011798297,-0.8911737277221577,2.655114779127348,2.856133988558841,2.250760383343917,1.5707963267948966,0.6174937101576463,0.0,0.0,1.5707963267948966,0.6174937101576463,1.5707963267948966,0.6174937101576463,0.898679394364708,0.4708353512757054,0.09452387018182427,3.77430121627778,0.0380259845312816,0.03309824311319227,0.2673777509014597,0.16942987711596633,0.41657747412345353,0.1727835387011997,0.06259081745320903,0.06942708921760633,0.11877144082064185,1.0622953211808488,0.6437504566378638,1.021897149120966,-1.7729049352897734,-2.1498508784920847,-1.6953112984447176,4.501709521122447,2.2691720838798504,4.406078165384357,1
360,540,6.0,9.0,7.5,pre-void,0.7585778049398972,-0.039395460580424424,0.06557006981851822,0.6869466853662234,0.9985830958524425,0.7175886110915082,-2.27059366617524,-2.5773949110575476,-1.5447175358384293,2.986048077122804,2.4948035946147766,1.6349868002713548,0.06561714665574424,-0.039405658011593465,0.0,0.0,0.06561714665574424,-0.039405658011593465,0.06561714665574424,-0.039405658011593465,1.2554101413173202,0.6387039530985821,0.1265118055317037,3.1448437235649607,0.18957303821187943,0.16135459098739252,0.221498817420412,0.14293666870763683,0.47451107439686974,0.17991414145471293,-0.09859529045154464,-0.22815424763630032,-0.15617875830542954,1.2407223572908017,1.0577244911034933,0.7547683033315267,-3.399598044598875,-3.2630065265827506,-2.2448874429986856,3.1352551855370177,1.880713681212598,2.0500035681125626,1
540,720,9.0,12.0,10.5,pre-void,0.6367759222701769,-0.24710366126682745,-0.2633257454658654,0.48274286433548075,0.9284670845064776,0.6649889013714487,-0.5381298418073994,-3.23487893336893,-1.9563934676148191,2.2429533882311246,2.792854872910593,1.9282286192496079,-0.26646800439950474,-0.2496900792021162,0.0,0.0,-0.26646800439950474,-0.2496900792021162,-0.26646800439950474,-0.2496900792021162,1.0587912046660644,0.6451846432981599,0.10252058005843034,3.303637813705396,0.08288474974601731,0.055622294876506,0.3117110704176862,0.22049729715909938,0.06281460073479521,0.05873279743493279,0.40936221475717377,-0.021683197814288274,-0.019445993758884342,1.270080972684102,0.9648330400864922,1.0436791367897544,-1.6794514234083266,-2.155580853443042,-3.21703382482401,4.883485191524976,3.0382431642816727,2.419410788561127,1
720,900,12.0,15.0,13.5,pre-void,0.3916555818452499,-0.3262719599128925,-0.5224006191403395,0.4560493968856626,0.8159149318627849,0.4362412440409346,-0.8860513212748312,-3.081469246549862,-2.0088575570368534,2.5345761264532687,3.0266459124655145,1.005619959021023,-0.5496638451370613,-0.3323570125685836,0.0,0.0,-0.5496638451370613,-0.3323570125685836,-0.5496638451370613,-0.3323570125685836,0.8375666736084031,0.6020686993187463,0.12208216202399005,3.7262548818202044,0.12181637507144748,0.0995778842614806,0.3175730348877539,0.21073671374387154,0.058528326166487794,0.05424502987633373,-0.00466274306541312,0.0474711945105774,0.0733028656410785,0.9761133371197883,0.6398060831000048,0.6370249684630939,-4.100139223542289,-1.3230133603727012,-1.6967440849624287,2.9533034296680105,1.510863258802129,1.7880126631789057,1
900,1080,15.0,18.0,16.5,void,-0.003036430744602482,-0.49419210474255537,-0.7705724650710225,0.2160681198519568,0.6732293389724615,0.47762695524429033,-0.6634825633301373,-2.5102847281904275,-1.9604883638481638,0.6476105760538858,1.2381563825456603,0.2002689200840584,-0.8797388570187292,-0.5169052792693652,0.0,0.0,-0.8797388570187292,-0.5169052792693652,-0.8797388570187292,-0.5169052792693652,0.7459674965839854,0.4142259983219428,0.056873604755942456,2.0641059746007473,0.011047763999712426,0.007763327796181729,0.19183061125740172,0.149143569308036,0.289606167101467,0.0655813434948612,0.11838472081840175,-0.027647444815237746,-0.01332371768876345,0.7109920498001904,0.5027714117779546,0.4468959054546065,-1.80572191869269,-1.335001801079437,-1.5573037226630406,2.1675828769052274,1.514216123816455,0.8812771510813401,1
1080,1260,18.0,21.0,19.5,void,1.0525515325014927,-0.790535041462256,-1.3412215426544716,1.1082692548686002,0.6292257329098769,0.4270306439940591,-1.3689142034458628,-2.424961382662944,-2.34152854991205,3.9166354108172263,0.8752023555658597,-0.27561738784134815,-1.5707963267948966,-0.911682161181306,0.0,0.0,-1.5707963267948966,-0.911682161181306,-1.5707963267948966,-0.911682161181306,1.237926912249431,0.5235244932966793,0.2608624194411088,2.892867327829684,1.8328159120012646,1.0400525756145012,0.18798083715978664,0.17834845458953627,0.17906243805649683,0.07423385217627942,-0.008593277683633752,-0.12268656498047249,0.33191224968023547,0.9199681417185616,1.3364788514692054,1.8481927588251423,-1.8766929843487756,-5.154483224354618,-2.40463424219991,2.202340068257667,4.51285747586184,7.315474412622967,1
1260,1440,21.0,24.0,22.5,void,0.9359598230994189,-0.9255384829299358,-1.6391539161440902,0.20678650708797086,0.5832251451527973,0.38363619380863206,0.28698956794441755,-2.3524990979212705,-2.4366017406248757,1.406533136197007,0.5512488919956272,-0.8091670106620023,-1.5707963267948966,-1.1824552306272509,0.0,0.0,-1.5707963267948966,-1.1824552306272509,-1.5707963267948966,-1.1824552306272509,0.64195260569855,0.34349062678472225,0.08077005730659147,1.6501009453893258,0.008156831147180668,0.006350622841261046,0.16729845024841272,0.11034139453435539,0.13663905364159,0.016381065642128264,-0.024383739119421263,-0.003621687605719269,-0.0773703311412436,0.7076644427314699,0.31319212055787454,0.39467154971711715,-2.1519686285331985,-0.9005957454890338,-1.1646925051877466,1.89735984627751,0.9431295989046612,0.7885427389127723,1
1440,1620,24.0,27.0,25.5,void,-0.12544223917871974,-0.32711419101712436,-0.7011852977043413,0.5961688408491947,0.7466117943159808,0.629282257793256,-1.1632076058628358,-2.4560376230854923,-1.6425091065078408,1.3122614983311247,1.6220941031781404,0.8360140518943768,-0.7770585984509342,-0.3332481394077806,0.0,0.0,-0.7770585984509342,-0.3332481394077806,-0.7770585984509342,-0.3332481394077806,1.0517214931407632,0.4502493965019194,0.2501180959968762,2.4735329473635597,0.29977335106886804,0.14004443480092554,0.27694283527544833,0.14089785775724248,0.44280832119865654,0.15916839587629053,-0.3266663647122765,-0.09402100648990305,-0.25279498265290573,0.750348062933157,0.7669495975912922,0.8460287609415316,-2.0027057598029305,-1.7715699671672234,-2.9307017014014125,1.258513613415187,2.791853169879331,1.422278706325156,1
1620,1800,27.0,30.0,28.5,void,-0.45033718700731107,0.24235355875101977,0.36405906462594434,0.2369527857662302,0.655735001884117,0.4831804570617185,-0.9870288136866708,-1.298137324549393,-0.7014927501868263,0.07530332206547959,1.6287921303178348,1.2961334188267108,0.3726223394903919,0.2447909978967399,0.0,0.0,0.3726223394903919,0.2447909978967399,0.3726223394903919,0.2447909978967399,0.7752098002182554,0.344453385975931,0.12326915954157798,1.648728553945655,0.04891130241494194,0.01716601872824946,0.2669330639960384,0.18701166357224783,0.3790237768406332,0.17376850961333487,-0.11558768925798676,-0.05683625075325875,-0.0037852150854623605,0.6284057718851819,0.34016211742681096,0.42594434145249704,-2.316956098293617,-0.8445569599777446,-1.1240598201281993,1.166171648382102,0.6738891957738483,0.9103762300147107,1
