,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.474,0.459,0.4453,0.4475,0.511,0.474,0.4886,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'splitter': 'best'}",0.4623,0.4395,0.4506,0.2182,0.313,0.2571,0.6965,0.5833,0.6349,,3.0,19.0,9.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.5745,0.7156,0.4948,0.4361,0.6704,0.5745,0.5084,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 6, 'max_features': 'log2', 'splitter': 'best'}",0.5319,0.7752,0.6309,1.0,0.0122,0.0241,0.615,0.697,0.6534,,3.0,20.0,6.0,log2,,,,,,,,,entropy,best
12,DT,3,0.4182,0.3253,0.361,0.3226,0.3586,0.4182,0.3723,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 8, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'random'}",0.3535,0.4691,0.4032,0.125,0.0103,0.019,0.4976,0.6036,0.5455,,2.0,8.0,9.0,,,,,,,,,,gini,random
13,DT,4,0.4924,0.3485,0.4221,0.3487,0.4146,0.4924,0.4106,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",0.5806,0.3364,0.426,0.0,0.0,0.0,0.465,0.93,0.62,,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
14,DT,5,0.5277,0.3678,0.4968,0.4172,0.3974,0.5277,0.4477,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'log2', 'splitter': 'best'}",0.3993,0.7091,0.5109,0.0,0.0,0.0,0.7042,0.7812,0.7407,,2.0,19.0,3.0,log2,,,,,,,,,entropy,best
15,RF,MEAN,0.5499,0.5376,0.4985,0.4784,0.5551,0.5499,0.5198,N/A,0.5258,0.5654,0.5417,0.4856,0.1705,0.2285,0.6013,0.7594,0.6649,,,,,,,,,,,,,,,
16,RF,STD,0.049,0.0678,0.0378,0.0333,0.0605,0.049,0.0462,N/A,0.0875,0.101,0.0788,0.2192,0.0815,0.0636,0.0779,0.138,0.0714,,,,,,,,,,,,,,,
17,XGB,MEAN,0.5504,0.531,0.5051,0.4904,0.5489,0.5504,0.5259,N/A,0.5294,0.5742,0.5481,0.4608,0.2061,0.2678,0.603,0.7348,0.6554,,,,,,,,,,,,,,,
18,XGB,STD,0.0598,0.0612,0.0533,0.0507,0.063,0.0598,0.0596,N/A,0.0992,0.1079,0.0919,0.1484,0.0777,0.0536,0.0771,0.156,0.0818,,,,,,,,,,,,,,,
19,DT,MEAN,0.4974,0.4432,0.444,0.3944,0.4704,0.4974,0.4455,N/A,0.4655,0.5459,0.4843,0.2686,0.0671,0.06,0.5957,0.719,0.6389,,,,,,,,,,,,,,,
20,DT,STD,0.0585,0.1605,0.0564,0.0555,0.1251,0.0585,0.0557,N/A,0.093,0.1873,0.0913,0.419,0.1376,0.1107,0.1107,0.142,0.0701,,,,,,,,,,,,,,,
