,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7078,0.7176,0.6032,0.594,0.7368,0.7078,0.6792,"{'n_estimators': 121, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_features': 'log2', 'bootstrap': True}",0.5261,0.6968,0.5995,0.8478,0.2216,0.3514,0.7788,0.8912,0.8312,121.0,5.0,5.0,8.0,log2,True,,,,,,,,,
1,RF,2,0.4409,0.3957,0.424,0.362,0.4469,0.4409,0.405,"{'n_estimators': 409, 'max_depth': 5, 'min_samples_split': 12, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': True}",0.2635,0.5828,0.3629,0.2927,0.0529,0.0896,0.6308,0.6364,0.6336,409.0,5.0,12.0,7.0,log2,True,,,,,,,,,
2,RF,3,0.5043,0.4812,0.5022,0.4222,0.5382,0.5043,0.4705,"{'n_estimators': 427, 'max_depth': 10, 'min_samples_split': 9, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': True}",0.6738,0.5796,0.6232,0.4105,0.0842,0.1398,0.3591,0.8428,0.5036,427.0,10.0,9.0,7.0,log2,True,,,,,,,,,
3,RF,4,0.5747,0.5534,0.4934,0.5075,0.5656,0.5747,0.561,"{'n_estimators': 107, 'max_depth': 6, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': True}",0.5093,0.4583,0.4825,0.5361,0.2796,0.3675,0.6148,0.7424,0.6726,107.0,6.0,10.0,7.0,log2,True,,,,,,,,,
4,RF,5,0.5705,0.581,0.5235,0.5303,0.5835,0.5705,0.5624,"{'n_estimators': 392, 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': False}",0.4807,0.6179,0.5407,0.6174,0.2946,0.3989,0.6449,0.658,0.6514,392.0,6.0,9.0,3.0,log2,False,,,,,,,,,
5,XGB,1,0.7304,0.7307,0.646,0.653,0.7446,0.7304,0.7141,"{'n_estimators': 267, 'max_depth': 3, 'learning_rate': 0.011942961398392175, 'subsample': 0.8362161072208332, 'colsample_bytree': 0.6650434056953325, 'min_child_weight': 8, 'gamma': 4.111059872032159, 'reg_alpha': 1.1295342320678308, 'reg_lambda': 0.33755162116431925}",0.5929,0.7128,0.6473,0.8243,0.3466,0.488,0.7749,0.8787,0.8235,267.0,3.0,,,,,0.011942961398392175,0.8362161072208332,0.6650434056953325,8.0,4.111059872032159,1.1295342320678308,0.33755162116431925,,
6,XGB,2,0.4882,0.4705,0.4545,0.4258,0.5146,0.4882,0.4692,"{'n_estimators': 442, 'max_depth': 7, 'learning_rate': 0.0451776229508803, 'subsample': 0.7437563076985625, 'colsample_bytree': 0.6465958856659794, 'min_child_weight': 5, 'gamma': 4.449930961681823, 'reg_alpha': 1.0260674206823945, 'reg_lambda': 0.0023643877697438523}",0.2863,0.4967,0.3632,0.5,0.1718,0.2557,0.6253,0.695,0.6583,442.0,7.0,,,,,0.0451776229508803,0.7437563076985625,0.6465958856659794,5.0,4.449930961681823,1.0260674206823945,0.0023643877697438523,,
7,XGB,3,0.5145,0.5031,0.5277,0.4707,0.5584,0.5145,0.5032,"{'n_estimators': 431, 'max_depth': 9, 'learning_rate': 0.021925313108593154, 'subsample': 0.6033441195093107, 'colsample_bytree': 0.7766490421270443, 'min_child_weight': 7, 'gamma': 4.216638442959628, 'reg_alpha': 1.3764590239003986, 'reg_lambda': 0.9228096789737752}",0.6888,0.5395,0.6051,0.4414,0.2117,0.2861,0.379,0.832,0.5208,431.0,9.0,,,,,0.021925313108593154,0.6033441195093107,0.7766490421270443,7.0,4.216638442959628,1.3764590239003986,0.9228096789737752,,
8,XGB,4,0.5724,0.536,0.5278,0.529,0.5634,0.5724,0.5643,"{'n_estimators': 167, 'max_depth': 3, 'learning_rate': 0.01018956435859667, 'subsample': 0.8290973248460497, 'colsample_bytree': 0.9622383611178279, 'min_child_weight': 3, 'gamma': 1.1626674118770999, 'reg_alpha': 0.6907404692479169, 'reg_lambda': 1.2140427621801761}",0.5116,0.4146,0.458,0.4689,0.4462,0.4573,0.6276,0.7227,0.6718,167.0,3.0,,,,,0.01018956435859667,0.8290973248460497,0.9622383611178279,3.0,1.1626674118770999,0.6907404692479169,1.2140427621801761,,
9,XGB,5,0.53,0.5387,0.4919,0.4971,0.5458,0.53,0.5249,"{'n_estimators': 69, 'max_depth': 3, 'learning_rate': 0.014335768545576983, 'subsample': 0.8099007107849233, 'colsample_bytree': 0.6997985580564803, 'min_child_weight': 1, 'gamma': 0.32811473320534923, 'reg_alpha': 1.494490752662525, 'reg_lambda': 0.07928985807784107}",0.4418,0.603,0.51,0.5556,0.2905,0.3815,0.6189,0.5823,0.6,69.0,3.0,,,,,0.014335768545576983,0.8099007107849233,0.6997985580564803,1.0,0.32811473320534923,1.494490752662525,0.07928985807784107,,
