,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7485,0.7237,0.7182,0.7207,0.7459,0.7485,0.747,0.6491,0.6167,0.6325,0.7982,0.8198,0.8089,"{'n_estimators': 476, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'bootstrap': False}",476.0,3.0,20.0,4.0,sqrt,False,,,,,,,,,
1,RF,2,0.6358,0.6556,0.6713,0.6317,0.7126,0.6358,0.6442,0.4778,0.7818,0.5931,0.8333,0.5607,0.6704,"{'n_estimators': 281, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': None, 'bootstrap': True}",281.0,13.0,2.0,7.0,,True,,,,,,,,,
2,RF,3,0.7868,0.8004,0.8042,0.7867,0.8192,0.7868,0.7874,0.6842,0.9123,0.782,0.9167,0.6962,0.7914,"{'n_estimators': 346, 'max_depth': 4, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': True}",346.0,4.0,2.0,2.0,sqrt,True,,,,,,,,,
3,RF,4,0.7356,0.7385,0.7436,0.7348,0.7509,0.7356,0.737,0.6556,0.7973,0.7195,0.8214,0.69,0.75,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
4,RF,5,0.7123,0.7145,0.7145,0.7123,0.7166,0.7123,0.7123,0.7536,0.6753,0.7123,0.6753,0.7536,0.7123,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7602,0.7444,0.7081,0.7183,0.7544,0.7602,0.7507,0.7111,0.5333,0.6095,0.7778,0.8829,0.827,"{'n_estimators': 161, 'max_depth': 11, 'learning_rate': 0.014043095830108628, 'subsample': 0.9059514482958801, 'colsample_bytree': 0.6870748705312015, 'min_child_weight': 9, 'gamma': 3.6319680070844327, 'reg_alpha': 1.7889502022319281, 'reg_lambda': 1.3219239829656697}",161.0,11.0,,,,,0.014043095830108628,0.9059514482958801,0.6870748705312015,9.0,3.6319680070844327,1.7889502022319281,1.3219239829656697,,
6,XGB,2,0.6543,0.6768,0.6941,0.6509,0.7354,0.6543,0.662,0.4945,0.8182,0.6164,0.8592,0.5701,0.6854,"{'n_estimators': 283, 'max_depth': 11, 'learning_rate': 0.08828404306593314, 'subsample': 0.9434796032614647, 'colsample_bytree': 0.7385739529954474, 'min_child_weight': 1, 'gamma': 4.877718154638668, 'reg_alpha': 1.7145895358463652, 'reg_lambda': 0.2980699648963556}",283.0,11.0,,,,,0.08828404306593314,0.9434796032614647,0.7385739529954474,1.0,4.877718154638668,1.7145895358463652,0.2980699648963556,,
7,XGB,3,0.7206,0.7246,0.7302,0.7196,0.7393,0.7206,0.7223,0.6338,0.7895,0.7031,0.8154,0.6709,0.7361,"{'n_estimators': 360, 'max_depth': 10, 'learning_rate': 0.05676534838848149, 'subsample': 0.6779419240114322, 'colsample_bytree': 0.6076277021707798, 'min_child_weight': 10, 'gamma': 4.713906301867066, 'reg_alpha': 1.9053935094286136, 'reg_lambda': 0.735192367612579}",360.0,10.0,,,,,0.05676534838848149,0.6779419240114322,0.6076277021707798,10.0,4.713906301867066,1.9053935094286136,0.735192367612579,,
8,XGB,4,0.7644,0.7708,0.7757,0.764,0.7848,0.7644,0.7654,0.6774,0.8514,0.7545,0.8642,0.7,0.7735,"{'n_estimators': 104, 'max_depth': 8, 'learning_rate': 0.03406807958537553, 'subsample': 0.6194086518715931, 'colsample_bytree': 0.6760015340414084, 'min_child_weight': 4, 'gamma': 4.5554947322725905, 'reg_alpha': 0.49987090108607474, 'reg_lambda': 1.9361359718055844}",104.0,8.0,,,,,0.03406807958537553,0.6194086518715931,0.6760015340414084,4.0,4.5554947322725905,0.49987090108607474,1.9361359718055844,,
9,XGB,5,0.7192,0.7221,0.7217,0.7192,0.7244,0.7192,0.7191,0.7647,0.6753,0.7172,0.6795,0.7681,0.7211,"{'n_estimators': 82, 'max_depth': 3, 'learning_rate': 0.016151937191112815, 'subsample': 0.8838057393299771, 'colsample_bytree': 0.6902264751209107, 'min_child_weight': 2, 'gamma': 4.642489042872932, 'reg_alpha': 1.511493619319686, 'reg_lambda': 1.8641465683800178}",82.0,3.0,,,,,0.016151937191112815,0.8838057393299771,0.6902264751209107,2.0,4.642489042872932,1.511493619319686,1.8641465683800178,,
10,DT,1,0.7602,0.7372,0.7273,0.7314,0.7565,0.7602,0.7577,0.6727,0.6167,0.6435,0.8017,0.8378,0.8194,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'random'}",,3.0,6.0,4.0,,,,,,,,,,gini,random
11,DT,2,0.6481,0.6731,0.6895,0.6451,0.7322,0.6481,0.6557,0.4891,0.8182,0.6122,0.8571,0.5607,0.678,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_features': None, 'splitter': 'best'}",,3.0,6.0,8.0,,,,,,,,,,gini,best
12,DT,3,0.6765,0.6868,0.6898,0.6762,0.703,0.6765,0.6777,0.5867,0.7719,0.6667,0.7869,0.6076,0.6857,"{'criterion': 'entropy', 'max_depth': 17, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': None, 'splitter': 'best'}",,17.0,5.0,4.0,,,,,,,,,,entropy,best
13,DT,4,0.7069,0.7027,0.7064,0.7034,0.7118,0.7069,0.7082,0.642,0.7027,0.671,0.7634,0.71,0.7358,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 4, 'max_features': 'log2', 'splitter': 'best'}",,3.0,14.0,4.0,log2,,,,,,,,,gini,best
14,DT,5,0.7123,0.7202,0.7167,0.7118,0.7234,0.7123,0.7112,0.7778,0.6364,0.7,0.6627,0.7971,0.7237,"{'criterion': 'entropy', 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 7, 'max_features': 'log2', 'splitter': 'best'}",,4.0,16.0,7.0,log2,,,,,,,,,entropy,best
15,RF,MEAN,0.7238,0.7265,0.7304,0.7172,0.749,0.7238,0.7256,0.6441,0.7567,0.6879,0.809,0.7041,0.7466,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0561,0.0519,0.0488,0.0559,0.0428,0.0561,0.0529,0.1017,0.1148,0.075,0.0871,0.0957,0.0568,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7237,0.7277,0.726,0.7144,0.7477,0.7237,0.7239,0.6563,0.7335,0.6801,0.7992,0.7184,0.7486,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0443,0.0345,0.031,0.0405,0.0234,0.0443,0.0397,0.1023,0.1301,0.0642,0.0756,0.1163,0.054,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.7008,0.704,0.7059,0.6936,0.7254,0.7008,0.7021,0.6337,0.7092,0.6587,0.7744,0.7026,0.7285,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.042,0.0256,0.0166,0.0336,0.0206,0.042,0.0386,0.1066,0.0862,0.0328,0.0713,0.1188,0.0564,N/A,,,,,,,,,,,,,,,
