,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.7425,0.765,0.7414,0.7364,0.7645,0.7425,0.7367,0.6897,0.8889,0.7767,0.8404,0.594,0.696,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,3.0,15.0,8.0,log2,,,,,,,,,entropy,best
11,DT,2,0.6553,0.6487,0.6054,0.5982,0.651,0.6553,0.6272,0.637,0.344,0.4468,0.6605,0.8668,0.7497,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 8, 'max_features': 'log2', 'splitter': 'best'}",,3.0,18.0,8.0,log2,,,,,,,,,gini,best
12,DT,3,0.7513,0.7505,0.7501,0.7503,0.7511,0.7513,0.7512,0.7403,0.7283,0.7342,0.7608,0.7718,0.7663,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 13, 'min_samples_leaf': 6, 'max_features': None, 'splitter': 'best'}",,2.0,13.0,6.0,,,,,,,,,,entropy,best
13,DT,4,0.6713,0.6754,0.6778,0.6708,0.6851,0.6713,0.6724,0.6007,0.7285,0.6585,0.75,0.6272,0.6831,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'splitter': 'best'}",,2.0,20.0,10.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.8192,0.816,0.8354,0.8158,0.8431,0.8192,0.8218,0.704,0.9023,0.7909,0.928,0.7684,0.8407,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 15, 'min_samples_leaf': 1, 'max_features': None, 'splitter': 'best'}",,2.0,15.0,1.0,,,,,,,,,,gini,best
15,RF,MEAN,0.7228,0.7238,0.7199,0.7135,0.7324,0.7228,0.7197,0.6791,0.7019,0.6802,0.7684,0.7379,0.7468,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0477,0.0447,0.0613,0.0587,0.0505,0.0477,0.0537,0.064,0.1663,0.0981,0.0779,0.0982,0.0515,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7202,0.7185,0.7153,0.7118,0.7259,0.7202,0.7182,0.681,0.6864,0.6772,0.7562,0.744,0.7464,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0457,0.0415,0.0518,0.0506,0.0447,0.0457,0.0485,0.0609,0.1275,0.0771,0.0644,0.0896,0.0539,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.7279,0.7311,0.722,0.7143,0.739,0.7279,0.7219,0.6743,0.7184,0.6814,0.7879,0.7256,0.7472,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0663,0.0682,0.086,0.0829,0.0746,0.0663,0.075,0.0554,0.2254,0.1409,0.101,0.1128,0.0629,N/A,,,,,,,,,,,,,,,
