,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7351,0.7361,0.7353,0.7349,0.7363,0.7351,0.7348,0.754,0.7037,0.728,0.7183,0.7669,0.7418,"{'n_estimators': 134, 'max_depth': 14, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': None, 'bootstrap': True}",134.0,14.0,8.0,10.0,,True,,,,,,,,,
1,RF,2,0.6748,0.6674,0.6339,0.6337,0.6704,0.6748,0.6571,0.6522,0.42,0.5109,0.6827,0.8478,0.7564,"{'n_estimators': 187, 'max_depth': 4, 'min_samples_split': 15, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True}",187.0,4.0,15.0,5.0,log2,True,,,,,,,,,
2,RF,3,0.7487,0.748,0.7485,0.7482,0.7491,0.7487,0.7488,0.7287,0.7446,0.7366,0.7673,0.7524,0.7598,"{'n_estimators': 352, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': False}",352.0,3.0,19.0,9.0,,False,,,,,,,,,
3,RF,4,0.6732,0.6897,0.6874,0.6731,0.7023,0.6732,0.6723,0.5926,0.7964,0.6795,0.7867,0.5784,0.6667,"{'n_estimators': 297, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",297.0,3.0,19.0,9.0,sqrt,False,,,,,,,,,
4,RF,5,0.7821,0.7776,0.7943,0.7777,0.8041,0.7821,0.7853,0.6682,0.8448,0.7462,0.887,0.7439,0.8092,"{'n_estimators': 106, 'max_depth': 6, 'min_samples_split': 9, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': True}",106.0,6.0,9.0,9.0,sqrt,True,,,,,,,,,
5,XGB,1,0.7052,0.7058,0.7054,0.7051,0.7059,0.7052,0.7051,0.7188,0.6815,0.6996,0.6929,0.7293,0.7106,"{'n_estimators': 396, 'max_depth': 9, 'learning_rate': 0.03812252381568306, 'subsample': 0.633507264729577, 'colsample_bytree': 0.8770563214623229, 'min_child_weight': 1, 'gamma': 4.4237872915570815, 'reg_alpha': 1.331918425033629, 'reg_lambda': 0.26433655431405034}",396.0,9.0,,,,,0.03812252381568306,0.633507264729577,0.8770563214623229,1.0,4.4237872915570815,1.331918425033629,0.26433655431405034,,
6,XGB,2,0.6926,0.6864,0.6566,0.6589,0.6891,0.6926,0.6794,0.6724,0.468,0.5519,0.7005,0.8451,0.766,"{'n_estimators': 119, 'max_depth': 3, 'learning_rate': 0.030566832938572604, 'subsample': 0.6023717881604748, 'colsample_bytree': 0.6986960945946362, 'min_child_weight': 9, 'gamma': 3.516394254020992, 'reg_alpha': 0.7022919300819145, 'reg_lambda': 0.8696726774607073}",119.0,3.0,,,,,0.030566832938572604,0.6023717881604748,0.6986960945946362,9.0,3.516394254020992,0.7022919300819145,0.8696726774607073,,
7,XGB,3,0.7667,0.7659,0.7658,0.7659,0.7666,0.7667,0.7666,0.7541,0.75,0.752,0.7778,0.7816,0.7797,"{'n_estimators': 66, 'max_depth': 3, 'learning_rate': 0.03196898643861546, 'subsample': 0.6265712771820525, 'colsample_bytree': 0.7900822350646365, 'min_child_weight': 9, 'gamma': 0.7128905108308359, 'reg_alpha': 0.03281178567784254, 'reg_lambda': 0.4883120963123819}",66.0,3.0,,,,,0.03196898643861546,0.6265712771820525,0.7900822350646365,9.0,0.7128905108308359,0.03281178567784254,0.4883120963123819,,
8,XGB,4,0.6673,0.6758,0.677,0.6673,0.6866,0.6673,0.6679,0.5929,0.7511,0.6627,0.7588,0.6028,0.6718,"{'n_estimators': 360, 'max_depth': 12, 'learning_rate': 0.013439410343386733, 'subsample': 0.6698923774096549, 'colsample_bytree': 0.753229526872752, 'min_child_weight': 7, 'gamma': 4.710795087361547, 'reg_alpha': 1.8467734279625063, 'reg_lambda': 0.42573270442031164}",360.0,12.0,,,,,0.013439410343386733,0.6698923774096549,0.753229526872752,7.0,4.710795087361547,1.8467734279625063,0.42573270442031164,,
9,XGB,5,0.7691,0.7588,0.7715,0.7616,0.7811,0.7691,0.7718,0.6667,0.7816,0.7196,0.851,0.7614,0.8037,"{'n_estimators': 210, 'max_depth': 5, 'learning_rate': 0.06333268775321842, 'subsample': 0.6563696899899051, 'colsample_bytree': 0.9208787923016158, 'min_child_weight': 1, 'gamma': 4.9344346830025865, 'reg_alpha': 1.5444895385933148, 'reg_lambda': 0.3974313630683448}",210.0,5.0,,,,,0.06333268775321842,0.6563696899899051,0.9208787923016158,1.0,4.9344346830025865,1.5444895385933148,0.3974313630683448,,
