,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.5897,0.5774,0.5769,0.5771,0.5886,0.5897,0.5891,0.5091,0.4987,0.5039,0.6456,0.655,0.6503,"{'n_estimators': 457, 'max_depth': 5, 'min_samples_split': 13, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'bootstrap': False}",457.0,5.0,13.0,7.0,sqrt,False,,,,,,,,,
1,RF,2,0.6351,0.6518,0.6459,0.6336,0.6587,0.6351,0.6315,0.5744,0.7671,0.6569,0.7292,0.5247,0.6103,"{'n_estimators': 296, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 10, 'max_features': None, 'bootstrap': False}",296.0,3.0,19.0,10.0,,False,,,,,,,,,
2,RF,3,0.7745,0.7766,0.7731,0.7733,0.7761,0.7745,0.7738,0.795,0.7224,0.757,0.7583,0.8237,0.7897,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
3,RF,4,0.7422,0.7414,0.7413,0.7413,0.7421,0.7422,0.7422,0.7279,0.7247,0.7263,0.7549,0.7579,0.7564,"{'n_estimators': 311, 'max_depth': 3, 'min_samples_split': 11, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}",311.0,3.0,11.0,1.0,,True,,,,,,,,,
4,RF,5,0.732,0.6888,0.7331,0.6951,0.7834,0.732,0.7458,0.4911,0.7353,0.5889,0.8866,0.7309,0.8012,"{'n_estimators': 192, 'max_depth': 3, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True}",192.0,3.0,11.0,2.0,,True,,,,,,,,,
5,XGB,1,0.5887,0.5769,0.5767,0.5768,0.5882,0.5887,0.5884,0.5077,0.5038,0.5058,0.646,0.6495,0.6478,"{'n_estimators': 123, 'max_depth': 3, 'learning_rate': 0.014138796784022557, 'subsample': 0.6660068176996531, 'colsample_bytree': 0.652135363242304, 'min_child_weight': 10, 'gamma': 1.1949749069301188, 'reg_alpha': 0.4203582663693226, 'reg_lambda': 0.3962222174847273}",123.0,3.0,,,,,0.014138796784022557,0.6660068176996531,0.652135363242304,10.0,1.1949749069301188,0.4203582663693226,0.3962222174847273,,
6,XGB,2,0.6301,0.629,0.6299,0.6288,0.6326,0.6301,0.6308,0.5881,0.6273,0.6071,0.6699,0.6325,0.6506,"{'n_estimators': 291, 'max_depth': 7, 'learning_rate': 0.044988472212542416, 'subsample': 0.6319270474662693, 'colsample_bytree': 0.8714682754420789, 'min_child_weight': 5, 'gamma': 4.984165982041459, 'reg_alpha': 0.9432915949938679, 'reg_lambda': 0.22422510058508327}",291.0,7.0,,,,,0.044988472212542416,0.6319270474662693,0.8714682754420789,5.0,4.984165982041459,0.9432915949938679,0.22422510058508327,,
7,XGB,3,0.6885,0.6921,0.6862,0.6852,0.6916,0.6885,0.6861,0.7124,0.6027,0.6529,0.6719,0.7698,0.7175,"{'n_estimators': 121, 'max_depth': 5, 'learning_rate': 0.04815035925095871, 'subsample': 0.8038102230086545, 'colsample_bytree': 0.7282654921905216, 'min_child_weight': 10, 'gamma': 2.793992915216572, 'reg_alpha': 0.9126976862913282, 'reg_lambda': 0.7791597889841807}",121.0,5.0,,,,,0.04815035925095871,0.8038102230086545,0.7282654921905216,10.0,2.793992915216572,0.9126976862913282,0.7791597889841807,,
8,XGB,4,0.7318,0.7327,0.7284,0.729,0.7324,0.7318,0.7305,0.739,0.6674,0.7014,0.7264,0.7894,0.7566,"{'n_estimators': 57, 'max_depth': 3, 'learning_rate': 0.0480038865822645, 'subsample': 0.8566713622387033, 'colsample_bytree': 0.8883085108637899, 'min_child_weight': 3, 'gamma': 4.295246127896957, 'reg_alpha': 1.5069948987251467, 'reg_lambda': 0.26703124282018603}",57.0,3.0,,,,,0.0480038865822645,0.8566713622387033,0.8883085108637899,3.0,4.295246127896957,1.5069948987251467,0.26703124282018603,,
9,XGB,5,0.7655,0.7117,0.748,0.7224,0.7945,0.7655,0.7747,0.5385,0.7112,0.6129,0.885,0.7847,0.8318,"{'n_estimators': 62, 'max_depth': 3, 'learning_rate': 0.025878708140424575, 'subsample': 0.838868525191945, 'colsample_bytree': 0.9004621304709407, 'min_child_weight': 4, 'gamma': 0.9759406971229211, 'reg_alpha': 1.6750159131154154, 'reg_lambda': 0.31454186066211615}",62.0,3.0,,,,,0.025878708140424575,0.838868525191945,0.9004621304709407,4.0,0.9759406971229211,1.6750159131154154,0.31454186066211615,,
