,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7396,0.7408,0.7391,0.739,0.7407,0.7396,0.7391,0.7553,0.6993,0.7262,0.7264,0.779,0.7517,"{'n_estimators': 500, 'max_depth': 3, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': True}",500.0,3.0,5.0,10.0,sqrt,True,,,,,,,,,
1,RF,2,0.6094,0.609,0.6009,0.5976,0.6091,0.6094,0.602,0.6075,0.4676,0.5284,0.6105,0.7342,0.6667,"{'n_estimators': 443, 'max_depth': 4, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",443.0,4.0,5.0,9.0,sqrt,False,,,,,,,,,
2,RF,3,0.7074,0.6964,0.7003,0.6978,0.7113,0.7074,0.7088,0.6238,0.6659,0.6441,0.7691,0.7348,0.7515,"{'n_estimators': 231, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",231.0,3.0,19.0,9.0,sqrt,False,,,,,,,,,
3,RF,4,0.7147,0.684,0.6908,0.6868,0.721,0.7147,0.7173,0.5708,0.6177,0.5933,0.7973,0.7639,0.7802,"{'n_estimators': 210, 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 6, 'max_features': None, 'bootstrap': True}",210.0,3.0,14.0,6.0,,True,,,,,,,,,
4,RF,5,0.7296,0.7238,0.7443,0.7218,0.7638,0.7296,0.7355,0.5872,0.7943,0.6752,0.8604,0.6942,0.7684,"{'n_estimators': 456, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",456.0,3.0,19.0,9.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7188,0.7295,0.7175,0.7146,0.729,0.7188,0.7151,0.7762,0.6052,0.6801,0.6829,0.8297,0.7492,"{'n_estimators': 341, 'max_depth': 3, 'learning_rate': 0.012452892095644975, 'subsample': 0.9174150867110373, 'colsample_bytree': 0.7420655005833, 'min_child_weight': 2, 'gamma': 0.2563842467487739, 'reg_alpha': 0.49002010849295474, 'reg_lambda': 1.5897875939108563}",341.0,3.0,,,,,0.012452892095644975,0.9174150867110373,0.7420655005833,2.0,0.2563842467487739,0.49002010849295474,1.5897875939108563,,
6,XGB,2,0.6112,0.6092,0.6052,0.6043,0.6099,0.6112,0.6076,0.5993,0.5111,0.5517,0.6192,0.6993,0.6568,"{'n_estimators': 96, 'max_depth': 3, 'learning_rate': 0.046571640859522756, 'subsample': 0.6472639973317573, 'colsample_bytree': 0.9057526734252697, 'min_child_weight': 5, 'gamma': 4.461617387366281, 'reg_alpha': 0.41713200196798234, 'reg_lambda': 0.22422510058508327}",96.0,3.0,,,,,0.046571640859522756,0.6472639973317573,0.9057526734252697,5.0,4.461617387366281,0.41713200196798234,0.22422510058508327,,
7,XGB,3,0.6866,0.6723,0.6706,0.6714,0.6852,0.6866,0.6858,0.6088,0.5929,0.6007,0.7357,0.7484,0.742,"{'n_estimators': 84, 'max_depth': 3, 'learning_rate': 0.07036402194765465, 'subsample': 0.8342447141609746, 'colsample_bytree': 0.6926316912463175, 'min_child_weight': 7, 'gamma': 0.5363694715612537, 'reg_alpha': 0.2618649647664007, 'reg_lambda': 0.3148721058471442}",84.0,3.0,,,,,0.07036402194765465,0.8342447141609746,0.6926316912463175,7.0,0.5363694715612537,0.2618649647664007,0.3148721058471442,,
8,XGB,4,0.7174,0.6878,0.6961,0.691,0.7251,0.7174,0.7204,0.5733,0.6306,0.6006,0.8022,0.7615,0.7813,"{'n_estimators': 93, 'max_depth': 3, 'learning_rate': 0.03579020163853908, 'subsample': 0.815529436102807, 'colsample_bytree': 0.9622383611178279, 'min_child_weight': 3, 'gamma': 0.44837677658268554, 'reg_alpha': 0.09867860688208364, 'reg_lambda': 0.3735218833754075}",93.0,3.0,,,,,0.03579020163853908,0.815529436102807,0.9622383611178279,3.0,0.44837677658268554,0.09867860688208364,0.3735218833754075,,
9,XGB,5,0.7293,0.7239,0.7444,0.7216,0.7641,0.7293,0.7351,0.5865,0.7962,0.6755,0.8613,0.6927,0.7678,"{'n_estimators': 314, 'max_depth': 3, 'learning_rate': 0.020588629741366497, 'subsample': 0.8599802169203601, 'colsample_bytree': 0.9556181189650867, 'min_child_weight': 1, 'gamma': 4.767723228576722, 'reg_alpha': 0.4167498073183325, 'reg_lambda': 0.8195223621638792}",314.0,3.0,,,,,0.020588629741366497,0.8599802169203601,0.9556181189650867,1.0,4.767723228576722,0.4167498073183325,0.8195223621638792,,
10,DT,1,0.7286,0.7293,0.7282,0.7281,0.7292,0.7286,0.7283,0.7395,0.6955,0.7168,0.7192,0.7609,0.7394,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 10, 'max_features': 'log2', 'splitter': 'best'}",,3.0,14.0,10.0,log2,,,,,,,,,entropy,best
11,DT,2,0.6411,0.6395,0.637,0.6371,0.6402,0.6411,0.6395,0.6281,0.5721,0.5988,0.6509,0.7019,0.6754,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 16, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,16.0,8.0,sqrt,,,,,,,,,gini,best
12,DT,3,0.637,0.6699,0.6678,0.6369,0.6989,0.637,0.6359,0.5282,0.8183,0.642,0.8117,0.5173,0.6319,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': 'log2', 'splitter': 'best'}",,2.0,19.0,2.0,log2,,,,,,,,,entropy,best
13,DT,4,0.7815,0.7583,0.7754,0.7641,0.7931,0.7815,0.785,0.6514,0.7565,0.7,0.8652,0.7943,0.8282,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 9, 'min_samples_leaf': 10, 'max_features': None, 'splitter': 'random'}",,2.0,9.0,10.0,,,,,,,,,,gini,random
14,DT,5,0.7069,0.7037,0.7227,0.6995,0.7451,0.7069,0.7133,0.5622,0.7764,0.6521,0.8453,0.6689,0.7468,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 19, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'splitter': 'best'}",,1.0,19.0,3.0,sqrt,,,,,,,,,entropy,best
15,RF,MEAN,0.7001,0.6908,0.6951,0.6886,0.7092,0.7001,0.7005,0.6289,0.649,0.6334,0.7527,0.7412,0.7437,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0523,0.0509,0.0576,0.0548,0.0594,0.0523,0.0565,0.0734,0.1202,0.076,0.0932,0.0326,0.0447,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.6927,0.6845,0.6868,0.6806,0.7027,0.6927,0.6928,0.6288,0.6272,0.6217,0.7403,0.7463,0.7394,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0482,0.0485,0.0531,0.047,0.0589,0.0482,0.0509,0.0835,0.1045,0.055,0.0955,0.0554,0.0487,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.699,0.7001,0.7062,0.6931,0.7213,0.699,0.7004,0.6219,0.7238,0.6619,0.7785,0.6887,0.7243,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0611,0.047,0.0543,0.0561,0.0567,0.0611,0.0632,0.0823,0.0956,0.0473,0.0907,0.1076,0.0749,N/A,,,,,,,,,,,,,,,
