,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.5892,0.5879,0.5902,0.586,0.6005,0.5892,0.5918,0.6667,0.5839,0.6225,0.5092,0.5966,0.5494,0.6616,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 367, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",30.0,f_classif,367.0,3.0,20.0,6.0,sqrt,False,,,,,,,,,,
1,RF,2,0.6253,0.624,0.6273,0.6224,0.6366,0.6253,0.6277,0.5459,0.6398,0.5891,0.7022,0.6148,0.6556,0.6865,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",20.0,f_classif,392.0,3.0,18.0,9.0,sqrt,False,balanced,,,,,,,,,
2,RF,3,0.7097,0.7397,0.7285,0.7086,0.7546,0.7097,0.7064,0.8607,0.5767,0.6906,0.6186,0.8803,0.7266,0.7669,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 156, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",71.0,f_classif,156.0,3.0,20.0,3.0,sqrt,False,,,,,,,,,,
3,RF,4,0.764,0.7782,0.7865,0.7635,0.8045,0.764,0.7657,0.6474,0.8986,0.7526,0.9091,0.6744,0.7744,0.8428,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 293, 'clf__max_depth': 3, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': None}",71.0,f_classif,293.0,3.0,13.0,4.0,sqrt,True,,,,,,,,,,
4,RF,5,0.8074,0.7735,0.8222,0.7849,0.843,0.8074,0.8152,0.614,0.8563,0.7152,0.933,0.7882,0.8545,0.8817,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 396, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",30.0,f_classif,396.0,3.0,20.0,8.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.627,0.6191,0.6204,0.6195,0.6296,0.627,0.6281,0.6849,0.6615,0.673,0.5533,0.5794,0.566,0.6697,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 360, 'clf__max_depth': 3, 'clf__learning_rate': 0.01008885292899107, 'clf__subsample': 0.6974058217915087, 'clf__colsample_bytree': 0.6031627797267172, 'clf__min_child_weight': 2, 'clf__gamma': 3.268044100408229, 'clf__reg_alpha': 1.7215426504954603, 'clf__reg_lambda': 1.1062113047436202}",30.0,f_classif,360.0,3.0,,,,,,0.01008885292899107,0.6974058217915087,0.6031627797267172,2.0,3.268044100408229,1.7215426504954603,1.1062113047436202,,
6,XGB,2,0.6354,0.623,0.6182,0.6192,0.6309,0.6354,0.6318,0.574,0.5108,0.5405,0.6721,0.7257,0.6978,0.7016,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 77, 'clf__max_depth': 12, 'clf__learning_rate': 0.02102688736306952, 'clf__subsample': 0.6699682488117882, 'clf__colsample_bytree': 0.6937333097544242, 'clf__min_child_weight': 4, 'clf__gamma': 3.450327208729423, 'clf__reg_alpha': 1.7747884421989188, 'clf__reg_lambda': 0.5421427022331591}",10.0,f_classif,77.0,12.0,,,,,,0.02102688736306952,0.6699682488117882,0.6937333097544242,4.0,3.450327208729423,1.7747884421989188,0.5421427022331591,,
7,XGB,3,0.6835,0.7131,0.7024,0.6822,0.7274,0.6835,0.6796,0.8291,0.55,0.6613,0.597,0.8547,0.703,0.7565,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 238, 'clf__max_depth': 3, 'clf__learning_rate': 0.012679703247808517, 'clf__subsample': 0.9714685597638124, 'clf__colsample_bytree': 0.7036387764881246, 'clf__min_child_weight': 10, 'clf__gamma': 0.42332574577923954, 'clf__reg_alpha': 0.17936695641307304, 'clf__reg_lambda': 0.9122334683673027}",20.0,f_classif,238.0,3.0,,,,,,0.012679703247808517,0.9714685597638124,0.7036387764881246,10.0,0.42332574577923954,0.17936695641307304,0.9122334683673027,,
8,XGB,4,0.757,0.7673,0.7766,0.7561,0.792,0.757,0.759,0.6443,0.8741,0.7418,0.8902,0.6791,0.7704,0.836,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 180, 'clf__max_depth': 4, 'clf__learning_rate': 0.012626615706656184, 'clf__subsample': 0.6253806527175371, 'clf__colsample_bytree': 0.6206035161302188, 'clf__min_child_weight': 9, 'clf__gamma': 4.590996161557633, 'clf__reg_alpha': 0.4198166947746123, 'clf__reg_lambda': 0.9199006665043931}",51.0,f_classif,180.0,4.0,,,,,,0.012626615706656184,0.6253806527175371,0.6206035161302188,9.0,4.590996161557633,0.4198166947746123,0.9199006665043931,,
9,XGB,5,0.8238,0.7886,0.8365,0.8016,0.8538,0.8238,0.8305,0.6388,0.8654,0.7351,0.9385,0.8075,0.868,0.8833,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 282, 'clf__max_depth': 4, 'clf__learning_rate': 0.013261853232814787, 'clf__subsample': 0.6321235447500403, 'clf__colsample_bytree': 0.6899504420361516, 'clf__min_child_weight': 2, 'clf__gamma': 4.995252045931066, 'clf__reg_alpha': 1.9417737107386073, 'clf__reg_lambda': 0.9175440095123827}",20.0,f_classif,282.0,4.0,,,,,,0.013261853232814787,0.6321235447500403,0.6899504420361516,2.0,4.995252045931066,1.9417737107386073,0.9175440095123827,,
