,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.555,0.5425,0.5423,0.5424,0.5542,0.555,0.5545,0.6154,0.6211,0.6182,0.4696,0.4635,0.4665,0.6104,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 5, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 3, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",10.0,f_classif,,5.0,11.0,3.0,sqrt,,,,,,,,,,gini,random
11,DT,2,0.6558,0.6906,0.6818,0.6548,0.7116,0.6558,0.6518,0.5597,0.8441,0.6731,0.8215,0.5195,0.6365,0.673,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 8, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",20.0,f_classif,,2.0,12.0,8.0,,,,,,,,,,,gini,random
12,DT,3,0.7097,0.7186,0.7196,0.7097,0.7291,0.7097,0.71,0.8033,0.64,0.7124,0.6339,0.7991,0.707,0.7267,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 2, 'clf__max_features': None, 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",20.0,f_classif,,2.0,13.0,2.0,,,balanced,,,,,,,,gini,best
13,DT,4,0.7528,0.7687,0.776,0.7524,0.7955,0.7528,0.7544,0.6359,0.8916,0.7424,0.9016,0.6605,0.7624,0.7958,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",20.0,f_classif,,2.0,12.0,5.0,,,,,,,,,,,gini,random
14,DT,5,0.7729,0.7569,0.8149,0.7567,0.8425,0.7729,0.784,0.5602,0.9113,0.6938,0.9537,0.7184,0.8195,0.8149,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 1, 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 1, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}",30.0,f_classif,,1.0,10.0,1.0,sqrt,,,,,,,,,,gini,best
15,RF,MEAN,0.6991,0.7007,0.7109,0.6931,0.7278,0.6991,0.7014,0.6669,0.7111,0.674,0.7344,0.7109,0.7121,0.7679,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0916,0.0886,0.1,0.0867,0.1054,0.0916,0.0929,0.1177,0.1546,0.0671,0.1838,0.1207,0.1162,0.0955,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7053,0.7022,0.7108,0.6957,0.7267,0.7053,0.7058,0.6742,0.6924,0.6703,0.7302,0.7293,0.721,0.7694,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.084,0.0791,0.0961,0.0817,0.0988,0.084,0.0874,0.0953,0.1711,0.081,0.1742,0.1082,0.1106,0.0896,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.6892,0.6955,0.7069,0.6832,0.7266,0.6892,0.6909,0.6349,0.7816,0.688,0.7561,0.6322,0.6784,0.7242,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0875,0.091,0.1053,0.0888,0.1097,0.0875,0.0911,0.1,0.1402,0.0466,0.2009,0.139,0.1364,0.085,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
