,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.7071,0.7123,0.7053,0.7041,0.7117,0.7071,0.7047,0.6838,0.7921,0.7339,0.7407,0.6186,0.6742,0.7967,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 359, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",20.0,f_classif,359.0,3.0,20.0,7.0,sqrt,False,,,,,,,,,,
1,RF,2,0.7464,0.7292,0.7309,0.73,0.7474,0.7464,0.7469,0.6571,0.6699,0.6635,0.8012,0.7919,0.7965,0.8288,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 344, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",20.0,f_classif,344.0,3.0,19.0,6.0,sqrt,False,,,,,,,,,,
2,RF,3,0.7066,0.6961,0.6834,0.6867,0.7025,0.7066,0.7017,0.6627,0.5612,0.6077,0.7296,0.8056,0.7657,0.8106,71,f_classif,"{'selector__k': 71, 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 3, 'clf__min_samples_split': 18, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__bootstrap': True, 'clf__class_weight': None}",71.0,f_classif,392.0,3.0,18.0,10.0,log2,True,,,,,,,,,,
3,RF,4,0.7457,0.7333,0.7323,0.7328,0.7452,0.7457,0.7454,0.6778,0.6703,0.674,0.7887,0.7943,0.7915,0.7795,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 279, 'clf__max_depth': 3, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 4, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",30.0,f_classif,279.0,3.0,19.0,4.0,sqrt,False,balanced,,,,,,,,,
4,RF,5,0.6683,0.6616,0.6661,0.6621,0.6763,0.6683,0.6706,0.5824,0.6543,0.6163,0.7407,0.678,0.708,0.742,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 455, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",20.0,f_classif,455.0,3.0,20.0,8.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.6869,0.6884,0.6857,0.6853,0.6882,0.6869,0.6857,0.6757,0.7426,0.7075,0.7011,0.6289,0.663,0.7754,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 120, 'clf__max_depth': 5, 'clf__learning_rate': 0.013064394491644564, 'clf__subsample': 0.8005516075240042, 'clf__colsample_bytree': 0.6897473955064228, 'clf__min_child_weight': 8, 'clf__gamma': 2.5904690744004575, 'clf__reg_alpha': 1.477795629133828, 'clf__reg_lambda': 0.3785248660209826}",20.0,f_classif,120.0,5.0,,,,,,0.013064394491644564,0.8005516075240042,0.6897473955064228,8.0,2.5904690744004575,1.477795629133828,0.3785248660209826,,
6,XGB,2,0.7428,0.7252,0.7261,0.7256,0.7433,0.7428,0.743,0.6538,0.6602,0.657,0.7965,0.7919,0.7942,0.8068,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 339, 'clf__max_depth': 3, 'clf__learning_rate': 0.04966119177729098, 'clf__subsample': 0.6031185594862782, 'clf__colsample_bytree': 0.9324774809277308, 'clf__min_child_weight': 9, 'clf__gamma': 4.962894152764937, 'clf__reg_alpha': 1.713759598604152, 'clf__reg_lambda': 0.34069642164126823}",20.0,f_classif,339.0,3.0,,,,,,0.04966119177729098,0.6031185594862782,0.9324774809277308,9.0,4.962894152764937,1.713759598604152,0.34069642164126823,,
7,XGB,3,0.6942,0.6962,0.6518,0.6523,0.6954,0.6942,0.6753,0.7,0.4286,0.5316,0.6923,0.875,0.773,0.7856,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__n_estimators': 72, 'clf__max_depth': 6, 'clf__learning_rate': 0.017445810026681552, 'clf__subsample': 0.7435750593882493, 'clf__colsample_bytree': 0.7604463724695075, 'clf__min_child_weight': 10, 'clf__gamma': 1.0959377739051948, 'clf__reg_alpha': 1.0686622544692936, 'clf__reg_lambda': 1.7218061543457859}",51.0,f_classif,72.0,6.0,,,,,,0.017445810026681552,0.7435750593882493,0.7604463724695075,10.0,1.0959377739051948,1.0686622544692936,1.7218061543457859,,
8,XGB,4,0.6983,0.685,0.6621,0.6661,0.6921,0.6983,0.6884,0.6522,0.4945,0.5625,0.7178,0.8298,0.7697,0.7443,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 373, 'clf__max_depth': 6, 'clf__learning_rate': 0.013232868839619227, 'clf__subsample': 0.9392311574625609, 'clf__colsample_bytree': 0.9423869651819804, 'clf__min_child_weight': 4, 'clf__gamma': 4.658355710875322, 'clf__reg_alpha': 1.9862730769162031, 'clf__reg_lambda': 1.6358582669366861}",30.0,f_classif,373.0,6.0,,,,,,0.013232868839619227,0.9392311574625609,0.9423869651819804,4.0,4.658355710875322,1.9862730769162031,1.6358582669366861,,
9,XGB,5,0.6884,0.6796,0.6831,0.6807,0.6927,0.6884,0.6899,0.6092,0.6543,0.631,0.75,0.7119,0.7304,0.7512,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 246, 'clf__max_depth': 5, 'clf__learning_rate': 0.021803483740262242, 'clf__subsample': 0.9719801372330877, 'clf__colsample_bytree': 0.7006126515844352, 'clf__min_child_weight': 2, 'clf__gamma': 4.967411011074679, 'clf__reg_alpha': 1.9976501078550781, 'clf__reg_lambda': 1.4256352118501847}",20.0,f_classif,246.0,5.0,,,,,,0.021803483740262242,0.9719801372330877,0.7006126515844352,2.0,4.967411011074679,1.9976501078550781,1.4256352118501847,,
10,DT,1,0.6566,0.6578,0.6572,0.6564,0.6582,0.6566,0.6563,0.6774,0.6238,0.6495,0.6381,0.6907,0.6634,0.6771,51,f_classif,"{'selector__k': 51, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 14, 'clf__min_samples_leaf': 6, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",51.0,f_classif,,2.0,14.0,6.0,sqrt,,,,,,,,,,entropy,random
11,DT,2,0.5725,0.5811,0.5863,0.5686,0.6146,0.5725,0.5789,0.449,0.6408,0.528,0.7132,0.5318,0.6093,0.6191,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",91.0,f_classif,,4.0,19.0,9.0,sqrt,,,,,,,,,,entropy,random
12,DT,3,0.6281,0.6093,0.6027,0.6037,0.621,0.6281,0.6224,0.5476,0.4694,0.5055,0.6709,0.7361,0.702,0.6487,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__min_samples_split': 11, 'clf__min_samples_leaf': 9, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",30.0,f_classif,,2.0,11.0,9.0,,,,,,,,,,,entropy,random
13,DT,4,0.6983,0.6886,0.6953,0.69,0.7072,0.6983,0.7009,0.6019,0.6813,0.6392,0.7752,0.7092,0.7407,0.7055,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'best', 'clf__class_weight': 'balanced'}",81.0,f_classif,,2.0,16.0,5.0,log2,,balanced,,,,,,,,gini,best
