,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
0,RF,1,0.6791,0.6739,0.6786,0.6742,0.6873,0.6791,0.6813,0.5977,0.6753,0.6341,0.75,0.6818,0.7143,0.7269,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__n_estimators': 497, 'clf__max_depth': 4, 'clf__min_samples_split': 13, 'clf__min_samples_leaf': 7, 'clf__max_features': 'log2', 'clf__bootstrap': False, 'clf__class_weight': 'balanced'}",91.0,f_classif,497.0,4.0,13.0,7.0,log2,False,balanced,,,,,,,,,
1,RF,2,0.7473,0.7291,0.73,0.7296,0.7478,0.7473,0.7476,0.6571,0.6635,0.6603,0.8011,0.7966,0.7989,0.8118,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 245, 'clf__max_depth': 13, 'clf__min_samples_split': 8, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",20.0,f_classif,245.0,13.0,8.0,10.0,sqrt,True,balanced,,,,,,,,,
2,RF,3,0.7485,0.7295,0.7279,0.7287,0.7476,0.7485,0.748,0.661,0.65,0.6555,0.7981,0.8058,0.8019,0.8474,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 409, 'clf__max_depth': 3, 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",20.0,f_classif,409.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,,
3,RF,4,0.7167,0.7186,0.7205,0.7164,0.7243,0.7167,0.7173,0.7759,0.6818,0.7258,0.6613,0.7593,0.7069,0.8112,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 351, 'clf__max_depth': 12, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 7, 'clf__max_features': 'sqrt', 'clf__bootstrap': True, 'clf__class_weight': 'balanced'}",20.0,f_classif,351.0,12.0,12.0,7.0,sqrt,True,balanced,,,,,,,,,
4,RF,5,0.6818,0.6841,0.6894,0.6802,0.6992,0.6818,0.684,0.5949,0.7344,0.6573,0.7733,0.6444,0.703,0.7549,20,f_classif,"{'selector__k': 20, 'selector__score_func': 'f_classif', 'clf__n_estimators': 51, 'clf__max_depth': 3, 'clf__min_samples_split': 17, 'clf__min_samples_leaf': 9, 'clf__max_features': 'sqrt', 'clf__bootstrap': False, 'clf__class_weight': None}",20.0,f_classif,51.0,3.0,17.0,9.0,sqrt,False,,,,,,,,,,
5,XGB,1,0.6845,0.6747,0.6753,0.675,0.6851,0.6845,0.6848,0.6154,0.6234,0.6194,0.7339,0.7273,0.7306,0.7268,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 395, 'clf__max_depth': 8, 'clf__learning_rate': 0.0259483076219706, 'clf__subsample': 0.9953499240719853, 'clf__colsample_bytree': 0.6001048449218851, 'clf__min_child_weight': 3, 'clf__gamma': 4.075970298362186, 'clf__reg_alpha': 1.2501599005858184, 'clf__reg_lambda': 1.8771853314093117}",30.0,f_classif,395.0,8.0,,,,,,0.0259483076219706,0.9953499240719853,0.6001048449218851,3.0,4.075970298362186,1.2501599005858184,1.8771853314093117,,
6,XGB,2,0.7509,0.7352,0.717,0.7231,0.7461,0.7509,0.7459,0.6932,0.5865,0.6354,0.7772,0.8475,0.8108,0.8088,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__n_estimators': 113, 'clf__max_depth': 7, 'clf__learning_rate': 0.016046614104358738, 'clf__subsample': 0.8057097926001568, 'clf__colsample_bytree': 0.6246663471309958, 'clf__min_child_weight': 6, 'clf__gamma': 3.0051545758202955, 'clf__reg_alpha': 1.5995568104540712, 'clf__reg_lambda': 0.05019350449650872}",40.0,f_classif,113.0,7.0,,,,,,0.016046614104358738,0.8057097926001568,0.6246663471309958,6.0,3.0051545758202955,1.5995568104540712,0.05019350449650872,,
7,XGB,3,0.7485,0.7295,0.7279,0.7287,0.7476,0.7485,0.748,0.661,0.65,0.6555,0.7981,0.8058,0.8019,0.8371,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 328, 'clf__max_depth': 12, 'clf__learning_rate': 0.10743025200687406, 'clf__subsample': 0.6465652012850958, 'clf__colsample_bytree': 0.7568911474730408, 'clf__min_child_weight': 6, 'clf__gamma': 4.474751894384481, 'clf__reg_alpha': 0.8265821709675373, 'clf__reg_lambda': 1.4116207824536078}",10.0,f_classif,328.0,12.0,,,,,,0.10743025200687406,0.6465652012850958,0.7568911474730408,6.0,4.474751894384481,0.8265821709675373,1.4116207824536078,,
8,XGB,4,0.7417,0.7426,0.7449,0.7412,0.748,0.7417,0.7423,0.7966,0.7121,0.752,0.6885,0.7778,0.7304,0.8474,30,f_classif,"{'selector__k': 30, 'selector__score_func': 'f_classif', 'clf__n_estimators': 78, 'clf__max_depth': 12, 'clf__learning_rate': 0.025724967532437124, 'clf__subsample': 0.7170125903987895, 'clf__colsample_bytree': 0.7692043209866885, 'clf__min_child_weight': 2, 'clf__gamma': 4.400331340400728, 'clf__reg_alpha': 1.9849967751797455, 'clf__reg_lambda': 1.8371024941462817}",30.0,f_classif,78.0,12.0,,,,,,0.025724967532437124,0.7170125903987895,0.7692043209866885,2.0,4.400331340400728,1.9849967751797455,1.8371024941462817,,
9,XGB,5,0.6818,0.6895,0.6939,0.6812,0.7063,0.6818,0.6836,0.5904,0.7656,0.6667,0.7887,0.6222,0.6957,0.7372,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__n_estimators': 392, 'clf__max_depth': 5, 'clf__learning_rate': 0.01139637345166139, 'clf__subsample': 0.7210769534721081, 'clf__colsample_bytree': 0.693189650546465, 'clf__min_child_weight': 8, 'clf__gamma': 2.126372635558404, 'clf__reg_alpha': 1.8813027579274229, 'clf__reg_lambda': 1.3130361116769804}",10.0,f_classif,392.0,5.0,,,,,,0.01139637345166139,0.7210769534721081,0.693189650546465,8.0,2.126372635558404,1.8813027579274229,1.3130361116769804,,
