,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,AUC,Features_K,Score_Function,Best_Params,HP_selector__k,HP_selector__score_func,HP_clf__n_estimators,HP_clf__max_depth,HP_clf__min_samples_split,HP_clf__min_samples_leaf,HP_clf__max_features,HP_clf__bootstrap,HP_clf__class_weight,HP_clf__learning_rate,HP_clf__subsample,HP_clf__colsample_bytree,HP_clf__min_child_weight,HP_clf__gamma,HP_clf__reg_alpha,HP_clf__reg_lambda,HP_clf__criterion,HP_clf__splitter
10,DT,1,0.6524,0.6885,0.6812,0.6518,0.7128,0.6524,0.6491,0.5508,0.8442,0.6667,0.8261,0.5182,0.6369,0.701,40,f_classif,"{'selector__k': 40, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 15, 'clf__min_samples_leaf': 5, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': None}",40.0,f_classif,,2.0,15.0,5.0,log2,,,,,,,,,,gini,random
11,DT,2,0.758,0.7452,0.7583,0.7484,0.7705,0.758,0.7612,0.6475,0.7596,0.6991,0.8428,0.7571,0.7976,0.7906,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 9, 'clf__min_samples_split': 19, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__splitter': 'random', 'clf__class_weight': 'balanced'}",10.0,f_classif,,9.0,19.0,10.0,log2,,balanced,,,,,,,,gini,random
12,DT,3,0.7423,0.74,0.7578,0.7371,0.7736,0.7423,0.7469,0.6125,0.8167,0.7,0.8675,0.699,0.7742,0.7961,10,f_classif,"{'selector__k': 10, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 3, 'clf__min_samples_split': 7, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'random', 'clf__class_weight': None}",10.0,f_classif,,3.0,7.0,8.0,sqrt,,,,,,,,,,gini,random
13,DT,4,0.6667,0.7254,0.6364,0.6149,0.7161,0.6667,0.629,0.6327,0.9394,0.7561,0.8182,0.3333,0.4737,0.6364,91,f_classif,"{'selector__k': 91, 'selector__score_func': 'f_classif', 'clf__criterion': 'entropy', 'clf__max_depth': 1, 'clf__min_samples_split': 12, 'clf__min_samples_leaf': 8, 'clf__max_features': 'sqrt', 'clf__splitter': 'best', 'clf__class_weight': None}",91.0,f_classif,,1.0,12.0,8.0,sqrt,,,,,,,,,,entropy,best
14,DT,5,0.6429,0.6451,0.6493,0.641,0.66,0.6429,0.6454,0.557,0.6875,0.6154,0.7333,0.6111,0.6667,0.6689,81,f_classif,"{'selector__k': 81, 'selector__score_func': 'f_classif', 'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__min_samples_split': 16, 'clf__min_samples_leaf': 5, 'clf__max_features': None, 'clf__splitter': 'random', 'clf__class_weight': None}",81.0,f_classif,,2.0,16.0,5.0,,,,,,,,,,,gini,random
15,RF,MEAN,0.7147,0.707,0.7093,0.7058,0.7212,0.7147,0.7156,0.6573,0.681,0.6666,0.7568,0.7376,0.745,0.7904,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
16,RF,STD,0.0338,0.0262,0.0237,0.0267,0.0276,0.0338,0.0326,0.0734,0.0322,0.0347,0.0572,0.0714,0.0507,0.0486,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7215,0.7143,0.7118,0.7098,0.7266,0.7215,0.7209,0.6713,0.6675,0.6658,0.7573,0.7561,0.7539,0.7915,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
18,XGB,STD,0.0352,0.0302,0.0275,0.0298,0.0292,0.0352,0.0336,0.0806,0.0715,0.0515,0.0456,0.0867,0.0501,0.0562,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
19,DT,MEAN,0.6925,0.7088,0.6966,0.6786,0.7266,0.6925,0.6863,0.6001,0.8095,0.6875,0.8176,0.5837,0.6698,0.7186,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
20,DT,STD,0.0536,0.042,0.0584,0.0602,0.0471,0.0536,0.0625,0.044,0.0942,0.0515,0.0508,0.1667,0.1292,0.072,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
