center_time,start_time,end_time,acc_x_mean,acc_x_std,acc_x_range,acc_x_rms,acc_x_min,acc_x_max,acc_y_mean,acc_y_std,acc_y_range,acc_y_rms,acc_y_min,acc_y_max,acc_z_mean,acc_z_std,acc_z_range,acc_z_rms,acc_z_min,acc_z_max,gyr_x_mean,gyr_x_std,gyr_x_range,gyr_x_rms,gyr_x_min,gyr_x_max,gyr_y_mean,gyr_y_std,gyr_y_range,gyr_y_rms,gyr_y_min,gyr_y_max,gyr_z_mean,gyr_z_std,gyr_z_range,gyr_z_rms,gyr_z_min,gyr_z_max,label,experiment_id
1.0,0.0,2.0,1.0348944503830793,0.9913235560370528,5.252619895825673,1.433083708716153,-1.1074683656017552,4.145151530223918,0.06605744548589491,1.0446478596847801,5.993564042615388,1.0467343200870571,-2.8887109497435803,3.1048530928718074,0.24433491761939857,0.5460442947960118,2.590973506642481,0.5982172881548578,-1.1722284331737365,1.4187450734687446,0.015496714129289138,1.3229704554872088,7.890398252020509,1.3230612133385353,-2.854918411358727,5.035479840661782,-0.21468463781685265,2.0274281511738326,10.521606071037603,2.0387629587293117,-5.3212565603590996,5.200349510678503,-0.07895814029044514,1.9125288953691244,9.873075664785054,1.9141580821708455,-3.9912413304876893,5.8818343342973645,non-void,1
2.0,1.0,3.0,0.9682648582353873,0.6352425638676628,3.500249731221474,1.15804574635148,-0.2554918788981921,3.244757852323282,0.25218003993351945,0.6892915348337364,4.762625027034854,0.7339738364099359,-2.5231172301253753,2.2395077969094785,0.5029119993019541,0.3566851585551715,2.2668712824121062,0.6165588223157759,-0.8481262089433615,1.4187450734687446,-0.19636693329523128,0.6711747030488794,3.925225416247118,0.6993106995495817,-2.4183807260026127,1.506844690244505,0.006924956232551079,1.3287831868863695,10.521606071037603,1.3288012314754676,-5.3212565603590996,5.200349510678503,0.01063707925622843,1.5538154689055639,9.873075664785054,1.5538518780325623,-3.9912413304876893,5.8818343342973645,non-void,1
3.0,2.0,4.0,0.7668862993870843,0.2655848211114718,1.4336390263797705,0.8115724819093051,-0.07926429612001065,1.3543747302597597,0.28819381602051164,0.4554778770140559,2.5439634570775405,0.5389951502951542,-0.9516144963202393,1.5923489607573011,0.5878286616059246,0.18524734175092952,1.0155760293826315,0.6163271152814862,0.0915486438067017,1.1071246731893332,-0.15048004246568056,0.5267987969547421,2.675666186317402,0.5478697068221938,-1.5974802248650681,1.0781859614523337,0.05983787828735098,0.4589255375898891,2.975690064997597,0.4628101346449757,-0.7065179811177462,2.2691720838798504,0.030845880646266706,0.4038337818832621,2.4089242391281322,0.40501011313667445,-0.9324243527411346,1.4764998863869976,non-void,1
4.0,3.0,5.0,0.6595489394538221,0.2586679781686064,1.4105592634969197,0.7084588389345539,-0.07926429612001065,1.331294967376909,0.5899200071306226,0.59587568066086,2.6685720198403375,0.8384947475184548,-0.6646818641657279,2.00389015567461,1.0587613835797334,0.545356444054,1.8561006761231735,1.1909615100543323,0.19852997073250614,2.0546306468556796,-0.32697779842862623,0.6980439504454008,2.8451519283811533,0.7708306152577572,-1.7729049352897734,1.0722469930913798,0.02907894400133503,0.45822598164866585,2.9440970414917604,0.45914772703577245,-0.6749249576119102,2.2691720838798504,-0.03447705688667082,0.39052172426424336,2.4089242391281322,0.3920406669898984,-0.9324243527411346,1.4764998863869976,non-void,1
5.0,4.0,6.0,0.3950570332730041,0.490127924130057,3.453533186780545,0.629520008856356,-0.7984184076531967,2.655114779127348,0.7428297977529358,0.7545481146239287,4.659377389738671,1.0588384984086066,-1.8032434011798297,2.856133988558841,1.3594926776334755,0.5136079864852017,3.141934111066075,1.4532768161366987,-0.8911737277221577,2.250760383343917,0.2503657839987858,1.1859993305382681,6.274614456412221,1.2121375490572623,-1.7729049352897734,4.501709521122447,0.03594259724763316,0.6710868914452246,4.033379729791664,0.6720487230599581,-2.1498508784920847,1.8835288512995794,0.18639491208488904,1.196456079814968,6.101389463829074,1.2108881922693502,-1.6953112984447176,4.406078165384357,non-void,1
6.0,5.0,7.0,0.5679527321350584,0.7849298187113015,3.784466484776001,0.9688576398221949,-0.7984184076531967,2.986048077122804,0.3035724010650709,1.0736321310086927,5.433528899616388,1.1157249461326384,-2.5773949110575476,2.856133988558841,0.5621355981875226,0.8657819061391538,3.4052159628821284,1.0322667967863688,-1.1544555795382112,2.250760383343917,0.6534423888021064,1.0625893217633642,6.158303822754361,1.2474305680914386,-1.6565943016319131,4.501709521122447,0.10688614564569983,1.0895602018689654,5.14653537788233,1.0947904281768883,-3.2630065265827506,1.8835288512995794,0.16922993028423405,1.3688726939591878,6.650965608383043,1.3792937401333665,-2.2448874429986856,4.406078165384357,non-void,1
7.0,6.0,8.0,0.8385480630148782,0.8196600107501176,5.256641743298044,1.1726062370671952,-2.27059366617524,2.986048077122804,-0.17660766721196106,1.0255740403977156,5.072198505672324,1.0406691983794591,-2.5773949110575476,2.4948035946147766,-0.25600904798078633,0.5628859026476533,2.9844721143055946,0.61836976967466,-1.5447175358384293,1.439754578467165,0.12212729205816363,1.1606977682445556,5.277836215485179,1.1671051300861257,-2.142581029948161,3.1352551855370177,-0.25777876895051716,1.1698860380828782,5.143720207795349,1.1979495965285425,-3.2630065265827506,1.880713681212598,-0.12832019913304793,0.7941818829325902,4.294891011111249,0.8044817814493374,-2.2448874429986856,2.0500035681125626,non-void,1
8.0,7.0,9.0,0.6663532306326222,0.6196932801890463,4.6713877234927415,0.9099705431968623,-2.27059366617524,2.4007940573175013,-0.08409531534331567,0.8902772210406601,4.054256625709765,0.8942402095447128,-2.0347561773384637,2.019500448371302,0.1357323101608788,0.7683728216727643,3.179704336109784,0.780269218351573,-1.5447175358384293,1.6349868002713548,-0.3804712998709834,1.3142418608710802,6.534853230135893,1.368206884535886,-3.399598044598875,3.1352551855370177,-0.37405582727507597,0.9142236420109058,4.480503526854463,0.9877867328174266,-2.7027524027862544,1.7777511240682085,-0.1908638496247447,0.6213654616691914,3.2606034696222395,0.6500184966975513,-2.1055861285948723,1.1550173410273672,non-void,1
9.0,8.0,10.0,0.5679499925180518,0.4282036883667441,2.781083230038524,0.7112844668148876,-0.5381298418073994,2.2429533882311246,0.04224568883486121,0.9322802644231201,4.599603973800229,0.9332369418630913,-2.580103525428927,2.019500448371302,0.39235200255959213,0.7946690000521339,3.4379137457917714,0.8862499159697453,-1.5096851265421634,1.9282286192496079,0.21308873876287535,1.6229276965211932,8.28308323612385,1.6368570856135056,-3.399598044598875,4.883485191524976,-0.3233906104563011,0.8258382002702358,3.830625827061491,0.8868992163469767,-2.276788718086937,1.5538371089745537,-0.2726390743986171,1.0573751872585349,5.355446548898012,1.0919589513891794,-3.21703382482401,2.1384127240740023,non-void,1
10.0,9.0,11.0,0.6907650426458299,0.5033897551287495,2.781083230038524,0.8547266169425622,-0.5381298418073994,2.2429533882311246,-0.20127675974617323,0.8224892007703624,4.028535255966893,0.8467590090443609,-2.580103525428927,1.448431730537966,-0.16016723675907946,0.689355791044428,3.4379137457917714,0.7077181291852909,-1.5096851265421634,1.9282286192496079,0.4319120080816943,1.272094119331669,6.562936614933302,1.3434178170485072,-1.6794514234083266,4.883485191524976,-0.11548829740826237,0.8724339856927411,4.1213616877449955,0.8800446614973477,-2.155580853443042,1.9657808343019534,0.042905079272657805,1.1541529332104128,5.355446548898012,1.1549501457056892,-3.21703382482401,2.1384127240740023,non-void,1
