,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.6953,0.6966,0.6946,0.6943,0.6965,0.6953,0.6945,0.6834,0.7432,0.712,0.7099,0.6461,0.6765,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,20.0,7.0,sqrt,,,,,,,,,entropy,best
11,DT,2,0.5921,0.5905,0.5934,0.5882,0.6058,0.5921,0.5952,0.504,0.601,0.5482,0.677,0.5859,0.6282,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 18, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'splitter': 'best'}",,4.0,18.0,6.0,sqrt,,,,,,,,,gini,best
12,DT,3,0.6615,0.6679,0.6717,0.6607,0.6832,0.6615,0.6633,0.5747,0.7344,0.6448,0.7612,0.609,0.6766,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 4, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'best'}",,2.0,4.0,9.0,,,,,,,,,,gini,best
13,DT,4,0.7711,0.755,0.7724,0.7594,0.7864,0.7711,0.7749,0.6474,0.7769,0.7063,0.8626,0.7679,0.8125,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 9, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'splitter': 'best'}",,3.0,9.0,8.0,sqrt,,,,,,,,,gini,best
14,DT,5,0.7397,0.7283,0.7489,0.7295,0.7672,0.7397,0.7452,0.5984,0.7795,0.6771,0.8581,0.7182,0.782,"{'criterion': 'entropy', 'max_depth': 1, 'min_samples_split': 2, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'best'}",,1.0,2.0,5.0,,,,,,,,,,entropy,best
15,RF,MEAN,0.7131,0.7112,0.7205,0.7087,0.7318,0.7131,0.7156,0.6228,0.7631,0.6845,0.7994,0.678,0.7328,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0753,0.0675,0.0742,0.0718,0.0743,0.0753,0.0757,0.0819,0.0693,0.0694,0.0817,0.0891,0.0824,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7,0.6934,0.7016,0.6936,0.7128,0.7,0.7028,0.6109,0.7165,0.6588,0.7759,0.6868,0.7284,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0791,0.0757,0.0798,0.0773,0.0798,0.0791,0.079,0.0903,0.0905,0.0875,0.083,0.0735,0.0768,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.6919,0.6877,0.6962,0.6864,0.7078,0.6919,0.6946,0.6016,0.727,0.6577,0.7738,0.6654,0.7152,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0697,0.0634,0.0703,0.0662,0.0722,0.0697,0.0705,0.069,0.0732,0.0668,0.0846,0.0761,0.0782,N/A,,,,,,,,,,,,,,,
