,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7452,0.7462,0.7446,0.7446,0.746,0.7452,0.7448,0.7333,0.7814,0.7566,0.759,0.7079,0.7326,"{'n_estimators': 52, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True}",52.0,3.0,18.0,1.0,sqrt,True,,,,,,,,,
1,RF,2,0.6,0.6083,0.6109,0.5992,0.6254,0.6,0.6024,0.5109,0.6731,0.5809,0.7056,0.5488,0.6174,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
2,RF,3,0.6736,0.677,0.6816,0.6723,0.6914,0.6736,0.6757,0.5886,0.7303,0.6519,0.7653,0.6328,0.6928,"{'n_estimators': 333, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 7, 'max_features': None, 'bootstrap': True}",333.0,3.0,19.0,7.0,,True,,,,,,,,,
3,RF,4,0.7711,0.767,0.7915,0.765,0.8072,0.7711,0.7761,0.6292,0.8615,0.7273,0.9048,0.7215,0.8028,"{'n_estimators': 472, 'max_depth': 3, 'min_samples_split': 17, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",472.0,3.0,17.0,10.0,sqrt,False,,,,,,,,,
4,RF,5,0.7756,0.7573,0.7741,0.7622,0.7888,0.7756,0.7791,0.6522,0.7692,0.7059,0.8624,0.779,0.8186,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7535,0.7552,0.7528,0.7527,0.7549,0.7535,0.7529,0.7374,0.7978,0.7664,0.773,0.7079,0.739,"{'n_estimators': 100, 'max_depth': 3, 'learning_rate': 0.0180201358766879, 'subsample': 0.9786054655604454, 'colsample_bytree': 0.6982841904928478, 'min_child_weight': 9, 'gamma': 3.6693122142286407, 'reg_alpha': 1.9056472035343446, 'reg_lambda': 1.2861213038751584}",100.0,3.0,,,,,0.0180201358766879,0.9786054655604454,0.6982841904928478,9.0,3.6693122142286407,1.9056472035343446,1.2861213038751584,,
6,XGB,2,0.5723,0.5721,0.5744,0.5689,0.5876,0.5723,0.5756,0.4841,0.5865,0.5304,0.6601,0.5623,0.6073,"{'n_estimators': 88, 'max_depth': 9, 'learning_rate': 0.018231143621232838, 'subsample': 0.6319182593084798, 'colsample_bytree': 0.854012771196408, 'min_child_weight': 7, 'gamma': 3.6719553329466006, 'reg_alpha': 1.3925814675662422, 'reg_lambda': 1.1456913000225968}",88.0,9.0,,,,,0.018231143621232838,0.6319182593084798,0.854012771196408,7.0,3.6719553329466006,1.3925814675662422,1.1456913000225968,,
7,XGB,3,0.6753,0.6697,0.6732,0.6703,0.6807,0.6753,0.677,0.6023,0.6598,0.6297,0.7372,0.6866,0.711,"{'n_estimators': 82, 'max_depth': 11, 'learning_rate': 0.01773748669819712, 'subsample': 0.650519258743947, 'colsample_bytree': 0.8947087736799748, 'min_child_weight': 9, 'gamma': 3.035303137708817, 'reg_alpha': 1.4872716191641275, 'reg_lambda': 0.22422510058508327}",82.0,11.0,,,,,0.01773748669819712,0.650519258743947,0.8947087736799748,9.0,3.035303137708817,1.4872716191641275,0.22422510058508327,,
8,XGB,4,0.7357,0.7222,0.7398,0.7245,0.7574,0.7357,0.7407,0.6012,0.7538,0.6689,0.8431,0.7257,0.78,"{'n_estimators': 78, 'max_depth': 11, 'learning_rate': 0.014281896280795238, 'subsample': 0.792856382330103, 'colsample_bytree': 0.8264392134038689, 'min_child_weight': 5, 'gamma': 4.222070382353186, 'reg_alpha': 1.3675157464633283, 'reg_lambda': 1.923695060702902}",78.0,11.0,,,,,0.014281896280795238,0.792856382330103,0.8264392134038689,5.0,4.222070382353186,1.3675157464633283,1.923695060702902,,
9,XGB,5,0.763,0.7479,0.768,0.7517,0.7834,0.763,0.7676,0.6296,0.7846,0.6986,0.8662,0.7514,0.8047,"{'n_estimators': 103, 'max_depth': 3, 'learning_rate': 0.011100909068179479, 'subsample': 0.9541273668191066, 'colsample_bytree': 0.7417659093105495, 'min_child_weight': 5, 'gamma': 0.2266045160002701, 'reg_alpha': 1.1092696614450737, 'reg_lambda': 1.409400913881755}",103.0,3.0,,,,,0.011100909068179479,0.9541273668191066,0.7417659093105495,5.0,0.2266045160002701,1.1092696614450737,1.409400913881755,,
