,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7059,0.7349,0.7222,0.7043,0.7472,0.7059,0.7019,0.6211,0.8736,0.726,0.8487,0.5708,0.6825,"{'n_estimators': 169, 'max_depth': 4, 'min_samples_split': 18, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': False}",169.0,4.0,18.0,3.0,log2,False,,,,,,,,,
1,RF,2,0.6533,0.6605,0.6551,0.6509,0.6612,0.6533,0.6504,0.6214,0.75,0.6797,0.6995,0.5602,0.6221,"{'n_estimators': 494, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",494.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
2,RF,3,0.6818,0.6403,0.6723,0.6416,0.7365,0.6818,0.6978,0.4346,0.6519,0.5215,0.8459,0.6927,0.7617,"{'n_estimators': 453, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",453.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
3,RF,4,0.6842,0.6711,0.6701,0.6706,0.6833,0.6842,0.6837,0.6089,0.5983,0.6035,0.7333,0.7419,0.7376,"{'n_estimators': 478, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",478.0,3.0,20.0,10.0,sqrt,False,,,,,,,,,
4,RF,5,0.6812,0.6991,0.6932,0.6804,0.7082,0.6812,0.6788,0.6091,0.8121,0.6961,0.7891,0.5743,0.6648,"{'n_estimators': 477, 'max_depth': 4, 'min_samples_split': 18, 'min_samples_leaf': 6, 'max_features': 'log2', 'bootstrap': False}",477.0,4.0,18.0,6.0,log2,False,,,,,,,,,
5,XGB,1,0.6814,0.6904,0.6899,0.6814,0.6986,0.6814,0.6812,0.614,0.7692,0.6829,0.7667,0.6106,0.6798,"{'n_estimators': 191, 'max_depth': 3, 'learning_rate': 0.014765103332627604, 'subsample': 0.7728872102177081, 'colsample_bytree': 0.9454546363098921, 'min_child_weight': 9, 'gamma': 4.79762346329602, 'reg_alpha': 0.7905258778507127, 'reg_lambda': 0.9897668310877104}",191.0,3.0,,,,,0.014765103332627604,0.7728872102177081,0.9454546363098921,9.0,4.79762346329602,0.7905258778507127,0.9897668310877104,,
6,XGB,2,0.6258,0.6282,0.6268,0.6251,0.6286,0.6258,0.6248,0.6054,0.681,0.641,0.6509,0.5726,0.6093,"{'n_estimators': 50, 'max_depth': 3, 'learning_rate': 0.012111972373139183, 'subsample': 0.6508013699461167, 'colsample_bytree': 0.6908967056462404, 'min_child_weight': 4, 'gamma': 1.6648016065416256, 'reg_alpha': 1.1658534513102308, 'reg_lambda': 0.49990018289096655}",50.0,3.0,,,,,0.012111972373139183,0.6508013699461167,0.6908967056462404,4.0,1.6648016065416256,1.1658534513102308,0.49990018289096655,,
7,XGB,3,0.6953,0.6449,0.6734,0.6493,0.7371,0.6953,0.7087,0.448,0.6266,0.5224,0.8418,0.7202,0.7763,"{'n_estimators': 58, 'max_depth': 3, 'learning_rate': 0.025788742128147166, 'subsample': 0.9890439033844832, 'colsample_bytree': 0.9145963131920343, 'min_child_weight': 8, 'gamma': 3.2962203039271127, 'reg_alpha': 1.0694399406108344, 'reg_lambda': 0.639477969434063}",58.0,3.0,,,,,0.025788742128147166,0.9890439033844832,0.9145963131920343,8.0,3.2962203039271127,1.0694399406108344,0.639477969434063,,
8,XGB,4,0.6719,0.6569,0.6419,0.6442,0.6651,0.6719,0.6637,0.6154,0.4891,0.545,0.6985,0.7947,0.7435,"{'n_estimators': 403, 'max_depth': 6, 'learning_rate': 0.037133561588574115, 'subsample': 0.6021970469453916, 'colsample_bytree': 0.6907939095057634, 'min_child_weight': 5, 'gamma': 2.4434918467517974, 'reg_alpha': 1.3866574266195941, 'reg_lambda': 1.1589059554723118}",403.0,6.0,,,,,0.037133561588574115,0.6021970469453916,0.6907939095057634,5.0,2.4434918467517974,1.3866574266195941,1.1589059554723118,,
9,XGB,5,0.7003,0.7198,0.7127,0.6995,0.7294,0.7003,0.6979,0.6244,0.8364,0.715,0.8151,0.5891,0.6839,"{'n_estimators': 58, 'max_depth': 8, 'learning_rate': 0.028964729419037192, 'subsample': 0.8570552384294298, 'colsample_bytree': 0.6155288292375044, 'min_child_weight': 3, 'gamma': 4.581892875824812, 'reg_alpha': 1.1898908357779878, 'reg_lambda': 1.4936181478387662}",58.0,8.0,,,,,0.028964729419037192,0.8570552384294298,0.6155288292375044,3.0,4.581892875824812,1.1898908357779878,1.4936181478387662,,
