,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.6486,0.6462,0.6466,0.6463,0.6493,0.6486,0.6489,0.6807,0.6694,0.675,0.6117,0.6238,0.6176,"{'n_estimators': 369, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': 'sqrt', 'bootstrap': False}",369.0,3.0,20.0,9.0,sqrt,False,,,,,,,,,
1,RF,2,0.7519,0.6843,0.7251,0.6952,0.7891,0.7519,0.7642,0.4844,0.6739,0.5636,0.8842,0.7763,0.8267,"{'n_estimators': 298, 'max_depth': 4, 'min_samples_split': 10, 'min_samples_leaf': 7, 'max_features': None, 'bootstrap': True}",298.0,4.0,10.0,7.0,,True,,,,,,,,,
2,RF,3,0.7458,0.7452,0.7454,0.7453,0.746,0.7458,0.7459,0.7304,0.7368,0.7336,0.76,0.754,0.757,"{'n_estimators': 207, 'max_depth': 3, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True}",207.0,3.0,20.0,2.0,,True,,,,,,,,,
3,RF,4,0.678,0.6952,0.6962,0.678,0.7142,0.678,0.6784,0.5818,0.805,0.6755,0.8086,0.5874,0.6805,"{'n_estimators': 456, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",456.0,3.0,18.0,10.0,sqrt,False,,,,,,,,,
4,RF,5,0.7812,0.7978,0.785,0.7794,0.8004,0.7812,0.7788,0.7186,0.8994,0.7989,0.8769,0.6706,0.76,"{'n_estimators': 135, 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 10, 'max_features': None, 'bootstrap': False}",135.0,3.0,19.0,10.0,,False,,,,,,,,,
5,XGB,1,0.6126,0.6094,0.6094,0.6094,0.6126,0.6126,0.6126,0.6446,0.6446,0.6446,0.5743,0.5743,0.5743,"{'n_estimators': 69, 'max_depth': 3, 'learning_rate': 0.014398015699822008, 'subsample': 0.6409622722373557, 'colsample_bytree': 0.9807014918997008, 'min_child_weight': 9, 'gamma': 0.031630901541205736, 'reg_alpha': 1.090524168118239, 'reg_lambda': 0.4131465125232835}",69.0,3.0,,,,,0.014398015699822008,0.6409622722373557,0.9807014918997008,9.0,0.031630901541205736,1.090524168118239,0.4131465125232835,,
6,XGB,2,0.7545,0.6848,0.723,0.6958,0.7881,0.7545,0.7659,0.488,0.663,0.5622,0.8817,0.7831,0.8294,"{'n_estimators': 146, 'max_depth': 8, 'learning_rate': 0.03880815787281354, 'subsample': 0.9436387881699243, 'colsample_bytree': 0.7455350065020482, 'min_child_weight': 3, 'gamma': 4.512213330989459, 'reg_alpha': 1.3706187368441818, 'reg_lambda': 1.2125933611916928}",146.0,8.0,,,,,0.03880815787281354,0.9436387881699243,0.7455350065020482,3.0,4.512213330989459,1.3706187368441818,1.2125933611916928,,
7,XGB,3,0.6875,0.6954,0.6811,0.679,0.694,0.6875,0.6816,0.7241,0.5526,0.6269,0.6667,0.8095,0.7312,"{'n_estimators': 78, 'max_depth': 8, 'learning_rate': 0.015340501164396999, 'subsample': 0.9595288119597142, 'colsample_bytree': 0.8253640559999444, 'min_child_weight': 9, 'gamma': 1.1783275550295198, 'reg_alpha': 0.0419856333553994, 'reg_lambda': 1.9489521958925224}",78.0,8.0,,,,,0.015340501164396999,0.9595288119597142,0.8253640559999444,9.0,1.1783275550295198,0.0419856333553994,1.9489521958925224,,
8,XGB,4,0.6911,0.7145,0.7129,0.6911,0.7353,0.6911,0.6905,0.5903,0.8428,0.6943,0.8387,0.583,0.6878,"{'n_estimators': 113, 'max_depth': 11, 'learning_rate': 0.02169056645305001, 'subsample': 0.610115425320106, 'colsample_bytree': 0.8348310553527482, 'min_child_weight': 9, 'gamma': 4.348658639034385, 'reg_alpha': 0.9205727271707923, 'reg_lambda': 1.5672724351423188}",113.0,11.0,,,,,0.02169056645305001,0.610115425320106,0.8348310553527482,9.0,4.348658639034385,0.9205727271707923,1.5672724351423188,,
9,XGB,5,0.8116,0.8198,0.8142,0.811,0.8218,0.8116,0.8107,0.7594,0.8931,0.8208,0.8803,0.7353,0.8013,"{'n_estimators': 54, 'max_depth': 3, 'learning_rate': 0.014469690924676055, 'subsample': 0.9783332747829987, 'colsample_bytree': 0.6513288075944892, 'min_child_weight': 7, 'gamma': 1.7603519051088983, 'reg_alpha': 1.7847366740224593, 'reg_lambda': 0.14206081317072947}",54.0,3.0,,,,,0.014469690924676055,0.9783332747829987,0.6513288075944892,7.0,1.7603519051088983,1.7847366740224593,0.14206081317072947,,
10,DT,1,0.5991,0.5967,0.5815,0.5729,0.5973,0.5991,0.5824,0.6026,0.7769,0.6787,0.5909,0.3861,0.4671,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 20, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'splitter': 'best'}",,2.0,20.0,10.0,sqrt,,,,,,,,,gini,best
11,DT,2,0.7649,0.6845,0.7036,0.6922,0.7788,0.7649,0.7707,0.5047,0.587,0.5427,0.8643,0.8203,0.8417,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 9, 'max_features': None, 'splitter': 'best'}",,3.0,6.0,9.0,,,,,,,,,,entropy,best
12,DT,3,0.675,0.676,0.6763,0.675,0.6776,0.675,0.6751,0.6452,0.7018,0.6723,0.7069,0.6508,0.6777,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_split': 18, 'min_samples_leaf': 9, 'max_features': 'log2', 'splitter': 'best'}",,4.0,18.0,9.0,log2,,,,,,,,,gini,best
13,DT,4,0.6204,0.635,0.6361,0.6204,0.6522,0.6204,0.6212,0.5321,0.7296,0.6154,0.7378,0.5426,0.6253,"{'criterion': 'gini', 'max_depth': 9, 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': 'log2', 'splitter': 'random'}",,9.0,16.0,9.0,log2,,,,,,,,,gini,random
14,DT,5,0.7781,0.7974,0.7822,0.776,0.8002,0.7781,0.7753,0.7129,0.9057,0.7978,0.8819,0.6588,0.7542,"{'criterion': 'gini', 'max_depth': 2, 'min_samples_split': 9, 'min_samples_leaf': 5, 'max_features': None, 'splitter': 'best'}",,2.0,9.0,5.0,,,,,,,,,,gini,best
15,RF,MEAN,0.7211,0.7137,0.7197,0.7088,0.7398,0.7211,0.7232,0.6392,0.7569,0.6893,0.7883,0.6824,0.7284,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.0554,0.0588,0.0521,0.0533,0.0612,0.0554,0.0566,0.1044,0.0969,0.0868,0.1112,0.0815,0.0807,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7115,0.7048,0.7081,0.6973,0.7304,0.7115,0.7123,0.6413,0.7192,0.6698,0.7683,0.697,0.7248,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0752,0.0757,0.0741,0.0725,0.082,0.0752,0.0773,0.1083,0.1432,0.0968,0.1399,0.1113,0.1011,N/A,,,,,,,,,,,,,,,
