,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
10,DT,1,0.5439,0.6053,0.6027,0.5437,0.6602,0.5439,0.5413,0.4211,0.8,0.5517,0.7895,0.4054,0.5357,"{'criterion': 'entropy', 'max_depth': 2, 'min_samples_split': 4, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'splitter': 'random'}",,2.0,4.0,10.0,sqrt,,,,,,,,,entropy,random
11,DT,2,0.5,0.5853,0.5773,0.4985,0.6486,0.5,0.4895,0.3879,0.8182,0.5263,0.7826,0.3364,0.4706,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 19, 'min_samples_leaf': 2, 'max_features': None, 'splitter': 'random'}",,3.0,19.0,2.0,,,,,,,,,,entropy,random
12,DT,3,0.6471,0.7127,0.684,0.6421,0.7395,0.6471,0.6353,0.5474,0.9123,0.6842,0.878,0.4557,0.6,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'splitter': 'best'}",,5.0,10.0,6.0,sqrt,,,,,,,,,entropy,best
13,DT,4,0.7011,0.702,0.7066,0.6997,0.7135,0.7011,0.7028,0.625,0.7432,0.679,0.7791,0.67,0.7204,"{'criterion': 'entropy', 'max_depth': 3, 'min_samples_split': 6, 'min_samples_leaf': 2, 'max_features': None, 'splitter': 'random'}",,3.0,6.0,2.0,,,,,,,,,,entropy,random
14,DT,5,0.6918,0.6914,0.692,0.6914,0.6928,0.6918,0.692,0.7162,0.6883,0.702,0.6667,0.6957,0.6809,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'log2', 'splitter': 'best'}",,3.0,9.0,2.0,log2,,,,,,,,,gini,best
15,RF,MEAN,0.7231,0.7266,0.7298,0.7169,0.7491,0.7231,0.7252,0.6358,0.7752,0.6932,0.8174,0.6843,0.7407,N/A,,,,,,,,,,,,,,,
16,RF,STD,0.077,0.0718,0.0687,0.0768,0.0578,0.077,0.0731,0.1169,0.1062,0.0974,0.0747,0.1046,0.0731,N/A,,,,,,,,,,,,,,,
17,XGB,MEAN,0.7232,0.7253,0.7248,0.7137,0.7456,0.7232,0.7236,0.6525,0.7282,0.677,0.7981,0.7214,0.7503,N/A,,,,,,,,,,,,,,,
18,XGB,STD,0.0574,0.0541,0.0537,0.0575,0.0461,0.0574,0.0542,0.0982,0.1464,0.0827,0.0969,0.103,0.0596,N/A,,,,,,,,,,,,,,,
19,DT,MEAN,0.6168,0.6593,0.6525,0.6151,0.6909,0.6168,0.6122,0.5395,0.7924,0.6286,0.7792,0.5126,0.6015,N/A,,,,,,,,,,,,,,,
20,DT,STD,0.0903,0.0594,0.0583,0.09,0.0374,0.0903,0.0938,0.1375,0.0842,0.0828,0.0751,0.1613,0.1024,N/A,,,,,,,,,,,,,,,
