,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Precision_Positive,Recall_Positive,F1_Positive,Precision_Negative,Recall_Negative,F1_Negative,Best_Params,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7602,0.7368,0.7349,0.7358,0.7593,0.7602,0.7598,0.661,0.65,0.6555,0.8125,0.8198,0.8161,"{'n_estimators': 456, 'max_depth': 3, 'min_samples_split': 18, 'min_samples_leaf': 10, 'max_features': 'sqrt', 'bootstrap': False}",456.0,3.0,18.0,10.0,sqrt,False,,,,,,,,,
1,RF,2,0.5926,0.6095,0.6209,0.5875,0.6645,0.5926,0.6022,0.4382,0.7091,0.5417,0.7808,0.5327,0.6333,"{'n_estimators': 176, 'max_depth': 7, 'min_samples_split': 13, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': True}",176.0,7.0,13.0,7.0,log2,True,,,,,,,,,
2,RF,3,0.7941,0.8057,0.8106,0.7939,0.8239,0.7941,0.7949,0.6933,0.9123,0.7879,0.918,0.7089,0.8,"{'n_estimators': 258, 'max_depth': 4, 'min_samples_split': 19, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False}",258.0,4.0,19.0,4.0,log2,False,,,,,,,,,
3,RF,4,0.7356,0.7491,0.7507,0.7356,0.7649,0.7356,0.7361,0.6429,0.8514,0.7326,0.8553,0.65,0.7386,"{'n_estimators': 274, 'max_depth': 4, 'min_samples_split': 16, 'min_samples_leaf': 9, 'max_features': 'log2', 'bootstrap': False}",274.0,4.0,16.0,9.0,log2,False,,,,,,,,,
4,RF,5,0.7329,0.7321,0.7317,0.7319,0.7327,0.7329,0.7328,0.7436,0.7532,0.7484,0.7206,0.7101,0.7153,"{'n_estimators': 401, 'max_depth': 3, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'bootstrap': False}",401.0,3.0,8.0,6.0,sqrt,False,,,,,,,,,
5,XGB,1,0.7485,0.7275,0.6991,0.7076,0.7414,0.7485,0.7402,0.6809,0.5333,0.5981,0.7742,0.8649,0.817,"{'n_estimators': 85, 'max_depth': 3, 'learning_rate': 0.010065466286551146, 'subsample': 0.9338374016948962, 'colsample_bytree': 0.623266124725311, 'min_child_weight': 9, 'gamma': 0.4467679389218082, 'reg_alpha': 1.8536505354846273, 'reg_lambda': 0.22243002884710406}",85.0,3.0,,,,,0.010065466286551146,0.9338374016948962,0.623266124725311,9.0,0.4467679389218082,1.8536505354846273,0.22243002884710406,,
6,XGB,2,0.642,0.6547,0.6715,0.6364,0.7099,0.642,0.6508,0.4828,0.7636,0.5915,0.8267,0.5794,0.6813,"{'n_estimators': 364, 'max_depth': 5, 'learning_rate': 0.012299079217548865, 'subsample': 0.8091169660469482, 'colsample_bytree': 0.6865332518078376, 'min_child_weight': 8, 'gamma': 2.198859390907989, 'reg_alpha': 1.3250104951310993, 'reg_lambda': 0.8223291027664228}",364.0,5.0,,,,,0.012299079217548865,0.8091169660469482,0.6865332518078376,8.0,2.198859390907989,1.3250104951310993,0.8223291027664228,,
7,XGB,3,0.7647,0.7688,0.7755,0.7639,0.7838,0.7647,0.7661,0.6761,0.8421,0.75,0.8615,0.7089,0.7778,"{'n_estimators': 70, 'max_depth': 11, 'learning_rate': 0.015899144297126723, 'subsample': 0.7931581963699716, 'colsample_bytree': 0.7969055582218567, 'min_child_weight': 10, 'gamma': 1.6800598153174389, 'reg_alpha': 1.3623863725012517, 'reg_lambda': 1.7625704631837906}",70.0,11.0,,,,,0.015899144297126723,0.7931581963699716,0.7969055582218567,10.0,1.6800598153174389,1.3623863725012517,1.7625704631837906,,
8,XGB,4,0.7759,0.7851,0.7892,0.7757,0.8002,0.7759,0.7766,0.6842,0.8784,0.7692,0.8861,0.7,0.7821,"{'n_estimators': 211, 'max_depth': 5, 'learning_rate': 0.016389805256223113, 'subsample': 0.614308053446669, 'colsample_bytree': 0.7766913119428495, 'min_child_weight': 6, 'gamma': 1.0620075049554285, 'reg_alpha': 1.1156405497378927, 'reg_lambda': 1.730193595254636}",211.0,5.0,,,,,0.016389805256223113,0.614308053446669,0.7766913119428495,6.0,1.0620075049554285,1.1156405497378927,1.730193595254636,,
9,XGB,5,0.6849,0.6902,0.6885,0.6847,0.6929,0.6849,0.6842,0.7385,0.6234,0.6761,0.642,0.7536,0.6933,"{'n_estimators': 130, 'max_depth': 7, 'learning_rate': 0.16794849676259913, 'subsample': 0.6710336315778131, 'colsample_bytree': 0.7650723155381586, 'min_child_weight': 1, 'gamma': 4.542952608594886, 'reg_alpha': 1.6754457602532573, 'reg_lambda': 0.6081561284038078}",130.0,7.0,,,,,0.16794849676259913,0.6710336315778131,0.7650723155381586,1.0,4.542952608594886,1.6754457602532573,0.6081561284038078,,
