,Model,Fold,Accuracy,Precision_Macro,Recall_Macro,F1_Macro,Precision_Weighted,Recall_Weighted,F1_Weighted,Best_Params,Precision_post-void,Recall_post-void,F1_post-void,Precision_pre-void,Recall_pre-void,F1_pre-void,Precision_void,Recall_void,F1_void,HP_n_estimators,HP_max_depth,HP_min_samples_split,HP_min_samples_leaf,HP_max_features,HP_bootstrap,HP_learning_rate,HP_subsample,HP_colsample_bytree,HP_min_child_weight,HP_gamma,HP_reg_alpha,HP_reg_lambda,HP_criterion,HP_splitter
0,RF,1,0.7071,0.6706,0.5676,0.5856,0.6914,0.7071,0.6708,"{'n_estimators': 162, 'max_depth': 3, 'min_samples_split': 14, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}",0.64,0.2807,0.3902,0.6452,0.4651,0.5405,0.7268,0.9568,0.8261,162.0,3.0,14.0,1.0,,True,,,,,,,,,
1,RF,2,0.5408,0.5143,0.5006,0.4989,0.5345,0.5408,0.5315,"{'n_estimators': 429, 'max_depth': 20, 'min_samples_split': 10, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': True}",0.496,0.6019,0.5439,0.4444,0.274,0.339,0.6025,0.6258,0.6139,429.0,20.0,10.0,9.0,,True,,,,,,,,,
2,RF,3,0.4201,0.4088,0.4237,0.3701,0.4074,0.4201,0.371,"{'n_estimators': 205, 'max_depth': 7, 'min_samples_split': 17, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}",0.4025,0.4741,0.4354,0.381,0.0755,0.126,0.443,0.7216,0.549,205.0,7.0,17.0,1.0,,True,,,,,,,,,
3,RF,4,0.5467,0.5074,0.5192,0.5034,0.5799,0.5467,0.5515,"{'n_estimators': 334, 'max_depth': 9, 'min_samples_split': 9, 'min_samples_leaf': 1, 'max_features': None, 'bootstrap': True}",0.7176,0.5251,0.6065,0.2597,0.3077,0.2817,0.5448,0.7248,0.622,334.0,9.0,9.0,1.0,,True,,,,,,,,,
4,RF,5,0.5987,0.575,0.5646,0.565,0.6038,0.5987,0.5975,"{'n_estimators': 90, 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'bootstrap': False}",0.5,0.618,0.5528,0.52,0.4,0.4522,0.705,0.6759,0.6901,90.0,11.0,2.0,7.0,sqrt,False,,,,,,,,,
5,XGB,1,0.6946,0.6406,0.609,0.6216,0.6863,0.6946,0.6881,"{'n_estimators': 250, 'max_depth': 11, 'learning_rate': 0.01401753574035082, 'subsample': 0.6568200856510673, 'colsample_bytree': 0.7442018475387333, 'min_child_weight': 5, 'gamma': 0.363659992035986, 'reg_alpha': 1.6786543884596474, 'reg_lambda': 0.5490342783371417}",0.5,0.4737,0.4865,0.6471,0.5116,0.5714,0.7748,0.8417,0.8069,250.0,11.0,,,,,0.01401753574035082,0.6568200856510673,0.7442018475387333,5.0,0.363659992035986,1.6786543884596474,0.5490342783371417,,
6,XGB,2,0.5408,0.5148,0.5078,0.5063,0.5384,0.5408,0.5358,"{'n_estimators': 441, 'max_depth': 5, 'learning_rate': 0.1301886298208531, 'subsample': 0.6688536269610755, 'colsample_bytree': 0.6273900800846123, 'min_child_weight': 9, 'gamma': 2.4419046439457412, 'reg_alpha': 0.6527037495294952, 'reg_lambda': 1.6031809728685837}",0.4921,0.6019,0.5415,0.434,0.3151,0.3651,0.6184,0.6065,0.6124,441.0,5.0,,,,,0.1301886298208531,0.6688536269610755,0.6273900800846123,9.0,2.4419046439457412,0.6527037495294952,1.6031809728685837,,
7,XGB,3,0.4231,0.3975,0.4273,0.3839,0.3969,0.4231,0.3838,"{'n_estimators': 354, 'max_depth': 8, 'learning_rate': 0.0735243591437403, 'subsample': 0.6466895783569385, 'colsample_bytree': 0.7487998228316226, 'min_child_weight': 8, 'gamma': 1.9694984267568154, 'reg_alpha': 1.2775267070670575, 'reg_lambda': 1.690406077866893}",0.4091,0.4667,0.436,0.3235,0.1038,0.1571,0.46,0.7113,0.5587,354.0,8.0,,,,,0.0735243591437403,0.6466895783569385,0.7487998228316226,8.0,1.9694984267568154,1.2775267070670575,1.690406077866893,,
8,XGB,4,0.5184,0.4781,0.4881,0.4741,0.5478,0.5184,0.5223,"{'n_estimators': 391, 'max_depth': 9, 'learning_rate': 0.08583646618366272, 'subsample': 0.7243712482376289, 'colsample_bytree': 0.8500589706877348, 'min_child_weight': 6, 'gamma': 4.203863616697385, 'reg_alpha': 0.5150018213405856, 'reg_lambda': 1.018440607856419}",0.6842,0.5084,0.5833,0.2466,0.2769,0.2609,0.5034,0.6789,0.5781,391.0,9.0,,,,,0.08583646618366272,0.7243712482376289,0.8500589706877348,6.0,4.203863616697385,0.5150018213405856,1.018440607856419,,
9,XGB,5,0.592,0.5734,0.5586,0.5605,0.5965,0.592,0.5902,"{'n_estimators': 165, 'max_depth': 5, 'learning_rate': 0.012548519225569234, 'subsample': 0.9474008622864487, 'colsample_bytree': 0.7934615693944517, 'min_child_weight': 2, 'gamma': 1.2085868846661945, 'reg_alpha': 1.9846496854869826, 'reg_lambda': 0.7312866000523723}",0.4954,0.6067,0.5455,0.5417,0.4,0.4602,0.6831,0.669,0.676,165.0,5.0,,,,,0.012548519225569234,0.9474008622864487,0.7934615693944517,2.0,1.2085868846661945,1.9846496854869826,0.7312866000523723,,
